rownames(count)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
GABRA4	2	0	0	0	0	0	0.644898181406414	1	11250	-1.86468886645674	4.0460963429737	0.319271824611366	-0.460861212485683
GABRA5	7	4	5	5	8	7	0.816541350492587	1	13232	0.243204632244175	1.04831524050599	5.93720645144845	0.231995704008641
GABRA6	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GABRB1	0	11	1	0	0	0	0.060288318253298	1	3763	-4.60493569069857	2.45115602820772	2.16144576340387	-1.87867913658099
GABRB2	0	3	0	2	8	0	0.480169942610379	1	9277	1.56100447530818	2.21096287060863	2.11689333283337	0.706029258138771
GABRB3	562	442	461	449	409	433	0.0377957052626548	0.136770985909749	3215	-0.272842566357834	0.131359766097492	457.368410750123	-2.07706343017799
GABRD	18	7	17	23	3	28	0.712151860008375	1	12059	0.295592905800796	0.801135085355713	15.8665911977198	0.368967620073148
GABRE	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GABRG1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GABRG2	0	1	0	0	0	0	0.795414167036932	1	12926.5	-1.05801167206444	4.0804728567969	0.180596245034369	-0.259286535946954
GABRG3	1	2	0	2	0	4	0.688505523377506	1	11819	0.920042595940961	2.29503440941656	1.5063175762012	0.400884009479776
GABRP	0	0	0	1	0	0	0.832014989074624	1	13446.5	0.865541679578049	4.0804728567969	0.153551813769926	0.212117984839993
GABRQ	0	0	0	1	0	5	0.279967977702417	1	6905.5	3.3993577371329	3.14641352916934	1.00153374662859	1.08039127902884
GABRR1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GABRR2	0	0	0	0	5	0	0.415904414844161	1	8561	3.06725201747143	3.77022026561979	0.792500606369005	0.813547167374106
GABRR3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAD1	297	228	250	329	392	336	0.027970260550678	0.110379616911865	2931	0.357381925600636	0.162616098099861	301.944556986813	2.19770323957208
GAD2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GADD45A	433	412	303	1798	1564	1415	5.13163471176104e-60	2.71267985405997e-57	21	1.95898382451566	0.119889404376402	960.478022423893	16.3399245721939
GADD45B	282	227	291	407	395	419	0.000943147320417227	0.00842782328229443	1247	0.518170356259911	0.156690897419241	333.068833769581	3.30695889036552
GADD45G	22	16	31	56	56	42	0.0210980319831066	0.090649582442008	2669	1.05778926637115	0.458666872784915	36.4209856985364	2.30622556180808
GADD45GIP1	1970	1521	1400	1448	1490	1514	0.0218008278495416	0.0926307750907955	2698	-0.22244880216176	0.0969774356494848	1549.28866748202	-2.29382021366062
GADL1	8	10	4	12	17	10	0.39132145435532	1	8280	0.722838015908931	0.843231821545247	10.0156857135034	0.857223360693752
GAGE1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE10	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE12B	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE12C	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE12D	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE12E	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE12F	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE12G	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE12H	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE12J	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE13	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAGE2A	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAK	517	414	449	505	644	524	0.171812615220855	0.384147400114141	5515	0.1864364170815	0.136443248328809	504.309156267582	1.36640265725875
GAL	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAL3ST1	9	4	10	6	11	1	0.671300155237429	1	11597	-0.459989651241667	1.0839499355617	6.74238747434977	-0.424364295942599
GAL3ST2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAL3ST3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAL3ST4	10	4	0	19	7	1	0.507325714821223	1	9582	0.852104486294228	1.28521082242308	6.51532580031123	0.663007555980353
GALC	127	107	146	146	119	70	0.306220737044813	0.545138743554624	7241	-0.290789251535923	0.284200280443429	118.28289731528	-1.02318425260599
GALE	231	220	201	215	302	266	0.373832379885128	0.60840247018103	8080	0.172391804998985	0.193847273710826	237.752685736664	0.889317665907197
GALK1	290	264	159	256	419	328	0.0752652137631007	0.221530944218284	4026	0.405134836178275	0.227751651706076	283.127297008177	1.7788447773855
GALK2	235	304	267	347	332	267	0.497356856974831	0.715453993686354	9482	0.122419461173855	0.180385567050348	290.297299900893	0.678654413297301
GALM	496	381	445	349	440	396	0.0969117414560144	0.263810015179798	4399	-0.246592219230043	0.148548323684381	416.301132581779	-1.66001347651674
GALNS	84	96	89	126	106	78	0.737636996982417	0.872358051901322	12321	0.0954326841148766	0.284887111444275	95.6886647539022	0.334984210521379
GALNT1	1586	1127	1320	1233	1383	1208	0.0906478854497803	0.252327526674526	4286	-0.165467352506464	0.0977945230992605	1300.97294394325	-1.69198997308383
GALNT10	239	174	150	252	219	204	0.398913765731384	0.631357529709737	8381	0.171676999209734	0.20351419198287	203.814036370526	0.843562788113493
GALNT11	507	453	436	372	326	388	0.0014597207185868	0.0117083523822486	1390	-0.453855290886894	0.142606346958491	413.591980446305	-3.18257427223066
GALNT12	53	71	63	32	55	44	0.113890894801473	0.293750655945899	4669	-0.614257541794141	0.388538512758263	53.3943277551201	-1.58094377165723
GALNT13	5	9	18	6	0	15	0.528586293076739	1	9848	-0.689364731406342	1.09394231358541	9.03676967249778	-0.630165524127998
GALNT14	80	105	129	104	93	119	0.75208298759143	0.88095921286902	12467	-0.0923816093091974	0.292444989584938	105.185780400964	-0.315893971855401
GALNT15	1	0	0	0	9	0	0.283010980605995	1	6946	2.95365457551812	2.7512199077557	1.58613700376989	1.07357996617855
GALNT16	117	69	60	114	71	67	0.87157398400955	0.944027982875404	13876	-0.0543935850606379	0.336470040702156	81.7531400092022	-0.161659519365016
GALNT17	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GALNT18	136	163	124	140	116	138	0.40705754078739	0.63876626440633	8465	-0.201952454234884	0.24358537866217	136.121237791825	-0.829082826498273
GALNT2	560	541	625	557	503	516	0.0674180642853575	0.204371363088955	3894	-0.229328712919187	0.125393198215583	549.168753712489	-1.82887681455347
GALNT3	94	81	99	75	70	48	0.0490171829654397	0.164226290835593	3493	-0.608361589077554	0.309057383530411	77.6999124164265	-1.96844217772164
GALNT4	210	165	182	192	187	132	0.290182757711146	0.528290616998601	7038	-0.222562786734567	0.210417333663638	176.659562345056	-1.05772078212123
GALNT5	1	0	0	0	0	0	0.795414167036932	1	12991.5	-1.05801167206444	4.0804728567969	0.159635912305683	-0.259286535946954
GALNT6	284	246	227	231	283	228	0.493216732933323	0.712267328254562	9421	-0.122078812025941	0.178164816413781	248.45661925482	-0.685201570563841
GALNT7	492	548	437	403	489	385	0.0381659498200213	0.137904936104673	3220	-0.310322682172447	0.149692474793479	458.615808942793	-2.07306801895405
GALNT8	10	7	6	9	13	30	0.167098669761885	1	5445	1.11845870930232	0.809546579802248	12.440214744093	1.38158660317673
GALNT9	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GALNTL5	4	5	5	2	0	0	0.113953164711598	1	4670	-2.94425317210761	1.86265972696084	2.72306384206346	-1.58067151476536
GALNTL6	14	12	6	10	19	26	0.335944085727209	1	7632	0.711423436776944	0.739363939418894	14.4079066136134	0.962210082001145
GALP	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GALR1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GALR2	14	8	5	5	18	14	0.651238543693925	1	11368	0.389920791641926	0.862575985488854	10.5492187364658	0.452042252742457
GALR3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GALT	144	174	101	187	285	203	0.0193064135698843	0.0848736777793452	2601	0.588534646944202	0.251557716597058	180.389702090676	2.3395610951856
GAMT	306	362	308	325	417	297	0.938299559312202	0.973095527019939	14514	-0.013504252771469	0.174457168762192	334.458663678134	-0.0774072677396084
GAN	609	387	560	789	941	669	0.000282430630850211	0.00328988712808835	957	0.533278527241466	0.146872123541541	648.80675331652	3.63090363496131
GANAB	1706	1363	1496	1350	1172	1158	1.41053565120296e-06	3.60791618986268e-05	434	-0.404579914370553	0.083876658150081	1369.57230851431	-4.82351017903736
GANC	94	128	111	98	107	98	0.376025776458828	0.610540024055791	8102	-0.240850477237364	0.272072836234466	106.162596281777	-0.885242645207715
GAP43	0	0	3	0	0	3	0.986827108528201	1	15007	-0.0515709995672144	3.12352341514806	1.03345036379261	-0.0165105212008695
GAPDH	15504	15492	17158	12057	15683	11891	0.0122404692446789	0.0608242833863832	2286	-0.380862210639035	0.152032614377005	14627.306778932	-2.50513491595024
GAPDHS	4	0	0	3	0	0	0.876247648235202	1	13923.5	-0.473874877323641	3.04297067138627	1.09919909053251	-0.155727717581899
GAPT	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GAPVD1	837	658	845	959	1157	824	0.0573107550771925	0.182260983156414	3698	0.233079394359681	0.122613139237009	870.615412568531	1.90093325894823
GAR1	913	872	844	865	864	785	0.0917809110321852	0.254587679502321	4302	-0.161792785990265	0.0959581068483348	853.731786169198	-1.68607730294205
GAREM1	174	173	174	187	145	177	0.537610755531783	0.744465632666079	9953	-0.130280324039973	0.211346500155167	171.165416151499	-0.616430004491787
GAREM2	69	72	100	78	52	84	0.427241438136625	0.657900846824063	8668	-0.268233214725789	0.3378588338683	75.9716586464646	-0.793920974788981
GARNL3	197	186	179	196	192	146	0.386362970830162	0.620893033495798	8210	-0.174548269954129	0.201502921013129	181.63321270018	-0.866231958705731
GARRE1	6	10	1	8	1	4	0.693632037347257	1	11870	-0.504273638177605	1.28010675329799	5.00396516992373	-0.393930925587593
GARS1	1687	1452	1444	2492	2309	1987	4.83755110995652e-10	2.60687645007899e-08	206	0.469613600979403	0.0754485943907101	1869.68437813275	6.22428561819868
GART	909	723	927	1242	1370	1123	1.55827308431974e-05	0.000283580155885794	610	0.450507164780813	0.104277169212237	1036.11370247305	4.32028571723009
GAS1	285	294	297	523	338	433	0.00736922077384339	0.0413160201062805	2014	0.46255699067309	0.172616396733886	357.848865228665	2.6796816491668
GAS2	0	0	0	0	0	1	0.832014989074624	1	13446.5	0.865541679578049	4.0804728567969	0.169596386571733	0.212117984839993
GAS2L1	39	45	31	48	15	17	0.230944968211198	0.458298193084111	6331	-0.641984182121218	0.535912068279087	32.4052581670511	-1.19792820524223
GAS2L2	0	0	7	0	9	6	0.581934692377695	1	10512	1.0000557914194	1.81643070217604	3.66828888707524	0.550560938119664
GAS2L3	203	152	224	283	288	215	0.0845032764229965	0.240223014486987	4182	0.342825027916659	0.198723677528756	224.597844017724	1.72513427780668
GAS6	324	266	288	248	171	258	0.0170199076889062	0.0771175490834888	2514	-0.463886938403462	0.194397742302525	259.068350645884	-2.38627739658392
GAS7	44	62	89	32	98	58	0.718545862571482	0.861621894230524	12129	-0.15688982469415	0.435317882310701	64.0691567345082	-0.360402894228389
GAS8	87	149	98	163	127	117	0.551127423836892	0.755503276366181	10140	0.169430513597495	0.284245257735031	122.937335822408	0.596071557877794
GASK1A	18	30	14	8	9	12	0.0892579666412437	1	4264	-1.19637408873221	0.704029009298718	15.4298249653791	-1.69932498935508
GASK1B	0	0	2	0	0	2	0.988668499379443	1	15039.5	-0.052187955096216	3.67458514215315	0.688966909195076	-0.0142024073677161
GAST	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GATA1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GATA2	206	271	230	336	411	303	0.0134097838738558	0.0648071444421737	2350	0.464092904352652	0.187686939474362	290.175270386682	2.47269685174895
GATA3	691	561	616	1087	1198	944	5.32287540702286e-11	3.35734317575913e-09	176	0.694492444421701	0.105841723120902	836.246298549043	6.56161317053003
GATA4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GATA5	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GATA6	344	247	301	357	304	277	0.896895312738371	0.953950528681772	14148	-0.0212249255784836	0.163792395997782	302.14326729588	-0.129584315860249
GATAD1	1022	874	866	1254	1331	1304	1.19239294656529e-05	0.000227435637453974	582	0.402284344212734	0.0918672579526549	1097.11254541925	4.37897411088569
GATAD2A	722	709	621	674	516	512	0.00353760301271925	0.0233735803527216	1692	-0.370166950703862	0.126913103691666	624.018070641034	-2.91669606948687
GATAD2B	2	2	4	1	3	0	0.551617233603922	1	10147	-1.12396753552034	1.88794703804045	2.00906476437465	-0.595338488248555
GATB	218	190	209	285	269	210	0.251820814872747	0.48521666548388	6584	0.208450944986275	0.181904211766266	227.679353383708	1.14593798000741
GATC	1884	1493	1476	1668	1572	1467	0.0929531553761008	0.256812587812368	4320	-0.136274439267639	0.0811147052202343	1582.60208013769	-1.68002138327003
GATD1	505	547	517	575	490	475	0.320895844479049	0.559488734028886	7420	-0.129084823403589	0.1300447322648	516.334531880954	-0.992618625572185
GATD3A	9	17	20	13	24	9	0.864720796491047	1	13804	-0.122096638469786	0.716664474131494	15.3311447055774	-0.170367923731327
GATD3B	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GATM	13	1	2	3	10	6	0.857328683922055	1	13744	0.219272385813348	1.21969999750841	5.66887221453804	0.179775671280869
GBA	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GBA2	317	153	194	199	208	249	0.707635584288273	0.856274539043397	12015	-0.0880962166298578	0.234902286500085	217.918237309694	-0.37503345728321
GBA3	4	0	0	0	0	0	0.472372575057808	1	9172	-2.8582301513996	3.97736486665969	0.638543649222732	-0.718624075794189
GBE1	120	147	139	101	136	134	0.375472822941718	0.60990983428095	8098	-0.227501688362042	0.256696104129076	129.803925436933	-0.886268567004221
GBF1	862	733	890	870	939	729	0.54107378687315	0.747165083726687	10025	-0.0675330644386894	0.110494382714219	831.690152227386	-0.611190024142274
GBGT1	1	6	7	11	0	3	0.912034302547137	1	14289	-0.156694454959288	1.41839660443467	4.66528196987692	-0.110472948447125
GBP1	6	8	0	0	0	0	0.0374406243071625	1	3203	-4.76212099003118	2.28846177135729	2.40258543410905	-2.08092660739828
GBP2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GBP3	2	2	0	3	0	0	0.840124413630866	1	13579	-0.552271048177202	2.73761543628019	1.14111975598988	-0.201734341813771
GBP4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GBP5	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GBP6	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GBP7	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GBX1	40	21	36	56	25	25	0.954352654744661	0.979717842888066	14664	0.0288976547392832	0.504835651301074	33.2752063541322	0.0572417076028755
GBX2	20	41	38	48	70	31	0.327725771842448	0.564569179581473	7537	0.46580688087565	0.475942078006054	40.9658564113496	0.978704977771948
GC	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GCA	200	155	196	185	180	180	0.590277503880502	0.783134358275681	10597	-0.10782123755397	0.200249706840061	181.661922734154	-0.538433934587913
GCAT	206	134	192	220	203	201	0.493928561640949	0.71291821309883	9426	0.140710944688799	0.205695560247735	190.709009179414	0.68407380557621
GCC1	150	172	137	355	277	306	1.64034589442436e-06	4.11979180407349e-05	442	0.930173591430919	0.194055778258237	229.279391083416	4.79333107099292
GCC2	1413	1155	1502	1591	1847	1666	0.0181493205618105	0.0811420086816989	2550	0.233833624662587	0.098974782311976	1516.43282300656	2.36255760508294
GCDH	320	256	381	359	365	284	0.888912522698003	0.951626261825686	14061	-0.0243223350392716	0.174128490132643	325.091122779162	-0.13968038786039
GCFC2	623	480	597	638	602	614	0.781672888932415	0.895310641770402	12777	0.03343525817878	0.120644086785702	588.062262141428	0.27713963501726
GCG	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GCGR	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GCH1	182	163	186	253	207	190	0.327438699215206	0.564483921990079	7528	0.191661476330344	0.195715533154725	194.901366069134	0.979285973070027
GCHFR	242	269	130	189	198	146	0.14640956953727	0.34810294097949	5138	-0.367632909797913	0.253132990705777	195.112988789777	-1.45233108008913
GCK	0	0	0	4	0	0	0.496571321904947	1	9464.5	2.70295563623628	3.97555208524466	0.614207255079702	0.67989440919875
GCKR	6	1	0	6	6	5	0.394347803218431	1	8313	1.23716379506674	1.45248084154092	3.85870526198949	0.8517591142574
GCLC	445	399	425	578	525	524	0.0340608814752054	0.127585192338647	3095	0.262716729666427	0.123960980450848	478.25690524706	2.1193502077099
GCLM	892	810	895	948	936	884	0.964339646569207	0.98410869797433	14770	-0.00424510969203028	0.0949508097172771	889.048556833183	-0.0447085149107249
GCM1	0	4	0	0	5	0	0.957078043479281	1	14697.5	0.14581548399638	2.70928422226707	1.51488558650648	0.053820667022659
GCM2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GCN1	920	931	984	674	584	547	7.00439917210854e-12	5.01650549739206e-10	155	-0.752958963947102	0.109799750599719	775.916235145186	-6.85756533903301
GCNA	19	12	10	9	8	14	0.536325239621543	1	9941	-0.474096059533934	0.766674989270199	11.9734246606025	-0.618379451748163
GCNT1	57	55	55	51	36	31	0.119331476641649	0.303412442097789	4756	-0.605749166486401	0.388902609617527	47.4454640715803	-1.55758575927823
GCNT2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GCNT3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GCNT4	0	0	7	0	0	2	0.492334562129128	1	9407	-1.8693150502846	2.72256612268338	1.5634022493241	-0.686600422560975
GCNT7	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GCOM1	50	31	76	65	47	41	0.739354813209141	0.873611259333121	12338	-0.139073721942572	0.418005515367031	51.2555218256656	-0.332707863484666
GCSAM	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GCSAML	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GCSH	148	142	124	137	169	180	0.542017527094521	0.747910076852241	10032	0.141897010255196	0.232707720871181	149.307246815985	0.609764943440555
GDA	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GDAP1	613	465	523	720	594	487	0.593108907321141	0.784943011465425	10627	0.0723209308723703	0.135347225790826	560.59982297328	0.534336263265119
GDAP1L1	7	0	5	4	0	2	0.544393225382305	1	10078	-1.06597473378978	1.75850311628053	2.94528675449197	-0.606183022322111
GDAP2	231	120	167	236	246	243	0.0625959406930198	0.193559202683346	3809	0.40512903414546	0.217571427470174	204.194765327035	1.86205072447299
GDE1	2598	2134	2087	2582	2224	2156	0.389296855195506	0.62284949491006	8247	-0.0640856311463315	0.0744408592441029	2279.7406603589	-0.860893221774683
GDF1	144	128	128	129	127	83	0.174198556496375	0.387686081729402	5542	-0.340879149211007	0.250861137177128	122.503634907268	-1.3588360199863
GDF10	0	0	0	0	0	6	0.318334337686159	1	7383.5	3.4217465147723	3.42899325871475	1.0175783194304	0.997886626366489
GDF11	746	478	598	441	508	477	0.0022153972377292	0.0161796873263368	1528	-0.43763064833148	0.143029368682479	539.127750260244	-3.05972579172189
GDF15	84	76	71	76	73	55	0.370056826597053	0.605695230180199	8032	-0.279087967847662	0.311354603052276	72.1199610470687	-0.896366924117077
GDF2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GDF3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GDF5	0	0	0	0	5	0	0.415904414844161	1	8561	3.06725201747143	3.77022026561979	0.792500606369005	0.813547167374106
GDF6	12	16	15	44	9	9	0.59936519724147	1	10700	0.392606289017644	0.747375055657657	17.1376252650917	0.525313610677263
GDF7	107	114	57	88	86	89	0.584552758727298	0.778912516460418	10551	-0.173821436715616	0.317919492723282	89.8752258742817	-0.546746710076413
GDF9	2	2	6	3	5	3	0.982744275284317	1	14965	0.0297259231578805	1.37438481942371	3.49173193022892	0.0216285298977216
GDI1	729	618	536	658	629	572	0.351218914553991	0.587348411135939	7814	-0.112057786341011	0.120204321677297	619.465330824778	-0.932227600284157
GDI2	2452	2226	2526	2398	2392	2280	0.0752937800680647	0.221530944218284	4028	-0.123215552604525	0.0692739576477505	2369.22853314399	-1.77867061141592
GDNF	66	134	131	151	152	136	0.326433485362135	0.563334055688524	7513	0.29052188189363	0.296051231497084	127.989523844793	0.981322997457255
GDPD1	247	266	315	352	365	350	0.113401101759937	0.293100263244949	4658	0.265665662879714	0.167814699580547	313.819615958832	1.58308934523463
GDPD2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GDPD3	27	19	21	16	11	37	0.835808886568067	1	13539	-0.12997617212117	0.627124571679707	21.8895233739331	-0.207257342465531
GDPD4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
GDPD5	9	18	8	2	0	8	0.0964386485396139	1	4389	-1.8842745895325	1.13348701324063	7.75042688568995	-1.66236980884799
GDPGP1	70	56	53	44	67	94	0.747931720323345	0.878788106192787	12426	0.121203639069544	0.37714935415739	63.8747664576545	0.321367749231154
GEM	5	11	21	71	30	74	0.000244311105906848	0.00294939608272108	923	2.13396011085061	0.581753652568346	34.6646817076354	3.6681507738362
GEMIN2	325	317	333	552	328	366	0.163993330570502	0.37391310304651	5405	0.249557354264324	0.179309877354811	366.188993291895	1.39176579642911
GEMIN4	832	808	888	689	753	675	0.00106770179856866	0.00927430177301307	1283	-0.353579164393625	0.108060395746982	773.663913375584	-3.27205135562812
GEMIN5	452	380	358	462	468	411	0.560346684761781	0.761594328514033	10257	0.0785240204659617	0.13484531719377	418.214685427294	0.582326639887124
