rownames(count)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
PELI3	84	30	42	46	40	35	0.316599861320493	0.555576203053871	7361	-0.439991133084167	0.439345499324242	45.5118226561715	-1.00146953539052
PELO	434	382	432	464	508	434	0.56621381637523	0.766716220490538	10316	0.0760120132452543	0.132509028117757	439.191899899412	0.573636485943469
PELP1	1890	1470	1506	1848	1837	1661	0.577422199660369	0.774805250626103	10465	0.0439960758026452	0.078965732951796	1687.19635162757	0.557154023119145
PEMT	399	256	236	350	315	240	0.727521079944173	0.866918367159754	12220	-0.0674027118544602	0.193449737231204	295.574521590793	-0.348424933624505
PENK	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PEPD	982	857	979	790	942	897	0.079762492972922	0.230884859059298	4101	-0.192050623029591	0.10961381830941	905.488893348905	-1.75206580695405
PER1	225	250	240	676	549	527	2.58410409449316e-15	2.89758985383521e-13	99	1.18931929230027	0.1503657951734	403.234926264654	7.90950688571667
PER2	49	43	76	150	100	101	0.00349252197509886	0.0231745862163058	1684	0.957537440205497	0.32784581339004	84.8912346460315	2.92069442737189
PER3	29	56	59	51	57	49	0.980118052699399	0.991181502080146	14921	0.0102634460300227	0.411840824577415	50.2370405491998	0.0249209049164903
PERCC1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PERM1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PERP	2337	1723	1660	1889	1719	1728	0.0386302656771386	0.139012488294528	3234	-0.188510266036121	0.091151260485899	1830.13263085244	-2.06810377641769
PES1	524	495	536	589	470	570	0.832195160572238	0.923081382645125	13508	-0.0283106022855461	0.133611768351646	528.390843457083	-0.211887041349807
PET100	358	301	251	225	237	175	0.000894616489665067	0.00806098835371097	1237	-0.610082535261658	0.183664169860784	257.198834925434	-3.32172865139725
PET117	227	128	190	204	288	189	0.309148605507184	0.547607893686811	7287	0.234446402849609	0.230525137894658	201.608536380669	1.01701014037238
PEX1	150	133	113	155	125	107	0.585616508480326	0.780049059352063	10556	-0.132203248735728	0.242486129987393	129.486785779079	-0.545199219199058
PEX10	652	586	553	598	512	581	0.149546592898864	0.352482765746429	5188	-0.175941504667841	0.122085387130287	578.136110356494	-1.4411348385215
PEX11A	116	119	127	151	158	189	0.120173420685057	0.30478527370912	4769	0.367462752394733	0.236455503095583	142.502436728403	1.5540460999387
PEX11B	194	208	221	251	251	201	0.708202483865724	0.856387465514057	12019	0.0705341501392029	0.188457278296833	219.597337385048	0.374271297859384
PEX11G	40	15	17	21	3	12	0.146997067006972	1	5149	-1.07499678985672	0.741264422355484	17.8027054160322	-1.45022040372684
PEX12	112	55	92	128	91	67	0.880495570637411	0.948468852835381	13973	0.0492758675439084	0.327760628475562	89.3427270122734	0.150341021046652
PEX13	392	347	259	361	414	308	0.893580063105859	0.953077659544403	14113	0.0230064734599952	0.171978166220332	343.826867311828	0.133775548173483
PEX14	265	195	236	314	270	302	0.136821058610365	0.333813312446958	4996	0.258461870668454	0.173728550614958	261.021543609144	1.48773399509499
PEX16	64	64	74	116	97	81	0.143931672972363	0.344302836917323	5102	0.436828280037432	0.298930193919368	81.6403305768534	1.46130531114987
PEX19	652	417	564	715	688	576	0.170955496209231	0.383255880942775	5500	0.186313393659417	0.136080594133098	594.552704316381	1.36914006619627
PEX2	188	167	137	151	178	137	0.434545646729118	0.664997411681822	8738	-0.172905714181111	0.221266414478518	158.764703180066	-0.781436778774658
PEX26	973	674	896	1066	914	793	0.799127685975108	0.905308341872606	13065	0.0304333957804733	0.119592305148424	876.791703652095	0.254476203487365
PEX3	287	232	144	236	301	234	0.562934268960219	0.764214268467791	10279	0.130043029040136	0.224797898231327	236.529892486323	0.578488633849752
PEX5	1	3	0	0	0	8	0.675153797040962	1	11677	0.950094809209555	2.26706787417747	2.05819573998265	0.419085295165354
PEX5L	2	0	0	0	0	0	0.644898181406414	1	11250	-1.86468886645674	4.0460963429737	0.319271824611366	-0.460861212485683
PEX6	17	25	17	3	24	3	0.19411694186592	1	5840	-1.09205253618719	0.841013384996426	14.9752443030907	-1.29849602357023
PEX7	271	257	317	290	290	318	0.967492740565158	0.985643214857427	14800	-0.00699979899356917	0.171761202822742	289.540479865345	-0.0407530855544427
PF4	30	23	16	8	18	16	0.216195051164338	1	6146.5	-0.793424444035691	0.641561027770116	18.5359429716094	-1.23670922904
PF4V1	4	1	9	0	0	10	0.75831225577212	1	12533	-0.508802314443679	1.65357773623803	4.08908737220668	-0.307697850118151
PFAS	1244	1110	1265	819	958	1033	6.70135026026602e-05	0.00099854616428474	746	-0.45482971695964	0.11408827310821	1073.07616693553	-3.98664739651416
PFDN1	1472	1245	1265	1291	1353	1135	0.0419764958467088	0.14727594197039	3321	-0.170472433535403	0.0838215975764972	1286.23648345374	-2.03375309543375
PFDN2	1739	1720	1466	1733	1420	1536	0.070297976693961	0.210798984138212	3946	-0.168006248079282	0.0928218555916206	1596.29234993079	-1.80998588111019
PFDN4	1942	1627	1607	1741	1483	1517	0.00607696735309388	0.0355054813614185	1926	-0.220367787913214	0.080320690915198	1644.55365673783	-2.74359925695705
PFDN5	2814	2193	2157	2133	1797	1915	4.06899803373892e-06	9.15590158632808e-05	493	-0.383981239739367	0.0833323982561463	2159.62224530537	-4.60782658095462
PFDN6	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PFKFB1	0	0	0	6	0	0	0.355083024370175	1	7862.5	3.28728247946199	3.554684044417	0.921310882619554	0.924774871236448
PFKFB2	90	97	84	115	107	111	0.453447493312993	0.679785669254348	8979	0.199188332134247	0.265697829291724	100.018752059313	0.749679937789584
PFKFB3	573	572	414	593	456	556	0.731515670625793	0.868973296909248	12267	-0.0526030327331817	0.153312421794621	524.803547873802	-0.343110050167032
PFKFB4	19	10	23	17	29	24	0.573011575777246	1	10434	0.345084321125053	0.61226224159609	20.1386449774957	0.563621758260745
PFKL	768	658	598	707	815	685	0.782241198524872	0.89568839397491	12781	0.0321206182535751	0.11621081756673	699.927432537933	0.276399554930685
PFKM	529	476	516	439	412	338	0.000584752424768059	0.00585332431681716	1114	-0.454894887257112	0.132291115123957	450.687812218431	-3.43858986169158
PFKP	2302	2001	2212	2122	2251	1784	0.0189351425015756	0.0836980377972243	2582	-0.179200654072177	0.0763594014990154	2100.88582636562	-2.34680537765199
PFN1	8532	6956	6380	7352	6848	6664	0.0124926881583023	0.0617734214901174	2297	-0.159130900242763	0.0637055438258782	7078.53266368931	-2.49791290814037
PFN2	2375	1994	2147	1882	2367	2071	0.125424195484945	0.313685987240638	4848	-0.135061079986186	0.0881370637727171	2130.11515653608	-1.53239822391263
PFN3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PFN4	0	7	0	0	12	1	0.711121303137812	1	12053	0.724244254456754	1.95556406407573	3.33577155709793	0.370350564198498
PGA3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGA4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGA5	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGAM1	920	855	783	770	667	664	0.000287063795468293	0.00332988003499846	961	-0.380513594238499	0.104919993378517	774.777881265918	-3.62670242330011
PGAM2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGAM4	12	0	5	0	0	0	0.023139949781672	1	2746	-4.98256260535529	2.19388281179385	2.79006628779722	-2.27111611366391
PGAM5	915	1006	924	870	985	920	0.22176507422499	0.447078478478083	6215	-0.134265968273163	0.109887610435328	935.083706200643	-1.22184810226793
PGAP1	464	422	460	499	462	454	0.848038130717114	0.931440713277004	13652	-0.0242918885612047	0.126769681017015	457.576900609467	-0.191622226752658
PGAP2	236	182	195	193	158	153	0.0589885235931951	0.185758389601554	3737	-0.376395581998762	0.199332624901036	185.27233652976	-1.88827886145398
PGAP3	72	89	75	83	64	52	0.273435796986553	0.510324610347634	6833	-0.356325503518845	0.325356586261453	72.3912020021606	-1.09518454079336
PGAP4	361	359	280	423	370	374	0.416244758615941	0.647524252437718	8574	0.125924690105527	0.154897790352928	358.457506030729	0.812953430895385
PGAP6	372	384	343	340	281	261	0.00758670663043685	0.0421944039601601	2030	-0.419132944708146	0.156982747870269	329.730589458698	-2.66992997889499
PGBD1	27	6	19	35	15	32	0.362163839154741	1	7942	0.590070628740231	0.64754002004241	21.8955010662998	0.911249668710182
PGBD2	6	9	26	27	75	8	0.0884565284565225	1	4247	1.29118569250796	0.757917631824348	24.5204246077113	1.70359632536851
PGBD4	108	159	170	96	144	151	0.35812611713135	0.594118543826428	7894	-0.260347259166148	0.283312082043542	138.860329011537	-0.918941604213461
PGBD5	283	287	232	235	280	291	0.645916727184951	0.818997325925772	11283	-0.0844796376360746	0.183874396909161	267.39914397433	-0.459442092298526
PGC	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGD	1444	1161	1499	1441	1426	1191	0.236286922437127	0.465322179523602	6387	-0.113161317353542	0.0955497162479084	1351.62084581083	-1.18431871696971
PGF	41	45	73	67	85	58	0.429730604253508	0.660510734539949	8695	0.294464308533344	0.372903552689175	61.035731648982	0.789652730336919
PGGHG	10	15	4	16	38	7	0.239421442901384	1	6439	0.954080347682592	0.810993432937947	14.671859405401	1.17643412256286
PGGT1B	581	508	601	709	726	499	0.494872520571161	0.713730005308621	9433	0.0924548430156505	0.135449171577866	598.166406317522	0.682579612253301
PGK1	3557	3444	3275	3396	3988	3377	0.6809175796117	0.840197431695292	11746	-0.0299038562127367	0.0727213816389749	3488.84099640952	-0.411211332056291
PGK2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGLS	438	433	349	372	417	382	0.300221901134448	0.539369367938745	7170	-0.153934547148659	0.14859154463741	397.155935394766	-1.03595764835938
PGLYRP1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGLYRP2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGLYRP3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGLYRP4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGM1	558	419	423	454	563	447	0.860351588845952	0.938096747645508	13765	-0.0251194348247145	0.142783589505327	473.481572037148	-0.17592662372294
PGM2	459	451	390	540	460	435	0.749328682278576	0.87944850710469	12438	0.0433178042107096	0.135569511260769	452.530210169285	0.319524676366115
PGM2L1	232	219	237	206	210	222	0.267408372372158	0.502965154473623	6771	-0.203024354030306	0.18306140568895	220.601441362589	-1.10905055746855
PGM3	1618	1326	1392	1904	1897	1789	0.000212128787056241	0.00261471144984632	904	0.273806132890053	0.0739194178564321	1637.64964476926	3.7041164666887
PGM5	12	7	8	13	2	26	0.54898734320548	1	10123	0.547397922649227	0.913428635608365	11.3015810795369	0.599278259198265
PGP	1741	1391	1323	1941	1827	1665	0.02019220291791	0.0876970440499681	2638	0.193620264445931	0.083357946202985	1630.51286690174	2.32275713672751
PGPEP1	461	320	416	472	431	327	0.718975246830079	0.861730103116034	12136	-0.0567693285799428	0.157767654918177	400.384001060023	-0.359828689913563
PGPEP1L	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGR	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PGRMC1	2802	2742	2620	2745	2922	2640	0.284287720709426	0.522929244009169	6958	-0.071952484134623	0.0671990293177871	2733.07039210224	-1.07073695654675
PGRMC2	1029	859	857	978	795	827	0.0930511282331622	0.257012610869355	4321	-0.17253397712788	0.102728267386842	885.713227519668	-1.67951802864708
PGS1	644	574	558	705	762	627	0.208252753410319	0.428987533050279	6051	0.141548366212305	0.112484198604141	639.422811631898	1.25838444838326
PHACTR1	39	34	27	53	44	43	0.351202066120497	0.587348411135939	7813	0.390558208075168	0.418936906439681	39.4929198362248	0.932260209286196
PHACTR2	1459	1152	1382	1382	1112	1165	0.0216172397117197	0.0920141786962425	2694	-0.220303683231208	0.0959081892974012	1268.69013018782	-2.29702682164158
PHACTR3	8	18	39	19	9	13	0.27532679123692	1	6854	-0.789022033854399	0.723291146651556	17.8971539405958	-1.09087749450155
PHACTR4	2387	1858	2365	2557	2340	2202	0.91503472261414	0.96220523234055	14318	0.00848531942621019	0.0795322900262007	2267.1801766499	0.106690243967762
PHAF1	168	149	208	156	105	122	0.021239457303675	0.0910344461498441	2676	-0.555194011676903	0.241000942853805	151.391538770452	-2.30370057935289
PHAX	1545	1277	1378	1441	1327	1408	0.227342540126093	0.4543901998889	6279	-0.10011461526275	0.0829290120922984	1388.64280602653	-1.20723270103983
PHB	4682	3786	3674	3161	3576	2873	8.13833273673385e-09	3.58506475041597e-07	252	-0.429969216411874	0.0745753451904211	3613.11194866457	-5.76556790067801
PHB2	7114	5792	5587	6517	6500	6110	0.460700441061411	0.686843351628086	9038	-0.0427269606315601	0.0579196289168674	6225.93926101347	-0.737693963697289
PHC1	85	66	102	58	71	55	0.086771427226497	0.244852469151333	4217	-0.555136280038316	0.324133102081105	72.8142007274244	-1.71267999619308
PHC2	331	383	259	618	354	514	0.00988580602340277	0.0515222219088236	2175	0.510189610820272	0.197763378200667	405.480205978638	2.57979821877129
PHC3	670	530	569	739	726	611	0.22872283243711	0.455705591730349	6301	0.136265013489036	0.113209331991534	634.35208343579	1.20365530908023
PHETA1	17	13	12	8	31	23	0.484077653553833	1	9324	0.484678049132162	0.692635408244652	17.2028416717502	0.699759272140711
PHETA2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PHEX	2	2	1	9	3	4	0.276986489437852	1	6865	1.56984846954522	1.44405155231661	3.39120361674357	1.08711386863357
PHF1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PHF10	896	944	1003	1110	1274	1102	0.065479612062416	0.200410579957232	3853	0.194542676351772	0.10561666567202	1048.19524775771	1.84196949519218
PHF11	172	115	98	184	180	150	0.171336699374758	0.383495431503557	5509	0.329234777917366	0.240682536645202	147.587891310769	1.3679213394809
PHF12	275	213	247	292	304	183	0.932965517974804	0.969731778494665	14478	-0.0165897085162431	0.197228049054792	249.621287109438	-0.0841143467967595
PHF13	423	455	384	443	355	353	0.115814244254659	0.297467358970609	4701	-0.23463555638943	0.149203449302014	401.012437529949	-1.57258801647733
PHF14	976	821	1205	1210	1190	904	0.777303070978195	0.892700330118864	12738	0.0362890921119473	0.128304664920309	1042.54105699294	0.282835328976437
PHF19	302	225	296	284	388	231	0.84878536689767	0.932017609579836	13657	0.0373354604142274	0.195813531451551	284.894300247652	0.190668439190399
PHF2	276	238	231	257	292	278	0.726523605562079	0.865965270518628	12212	0.0595081668695449	0.170143102673852	260.332977846272	0.349753624650988
PHF20	1016	786	886	1174	1209	981	0.0195163288296462	0.0854946303552137	2610	0.22929118451386	0.0981756914081628	997.35920898324	2.33551891741295
PHF20L1	859	747	1008	1184	1119	1078	0.0131343524002764	0.0639829965436137	2331	0.273973107872515	0.110468329145317	990.31069621457	2.48010547450314
PHF21A	347	298	323	355	326	335	0.870439544264124	0.943351496717372	13868	-0.0241082051138049	0.147812237368011	328.696588487762	-0.163100197541711
PHF21B	18	41	8	25	14	64	0.433976305181651	0.664492546734001	8732	0.534585035642159	0.683258283242085	28.5889547947901	0.782405495481934
PHF23	502	443	505	519	348	365	0.0288385938110042	0.112843577686274	2957	-0.335789683575785	0.153631262811111	445.213448529267	-2.18568589121497
PHF24	0	5	0	5	0	4	0.741444584840955	1	12363	0.692056164208996	2.09751525353061	2.34912584030841	0.329940944669701
PHF3	1768	1580	2156	2689	2448	2259	0.000795939407913788	0.00740010332265574	1199	0.326207716606722	0.0972534204124365	2128.66224014553	3.35420302158347
PHF5A	1704	1443	1473	1601	1469	1238	0.0176250513369096	0.0794379597608743	2528	-0.198201998134895	0.0835096483180558	1478.86208592816	-2.37340238076468
PHF6	1261	1033	1343	1639	1832	1515	0.000235441245327916	0.00285331142400131	920	0.359550945563525	0.0977678938061515	1421.71230949531	3.67759733350114
PHF7	0	10	4	6	8	6	0.766519325475732	1	12623	0.367307224588885	1.23701279681262	5.71240089468727	0.296930820388696
PHF8	829	586	860	895	935	719	0.597029960515248	0.786694183033648	10680	0.0687914084386879	0.130120069992803	796.136738053907	0.528676386682643
PHGDH	2543	2359	2343	3254	3240	2915	3.22336175976724e-06	7.4546956031617e-05	480	0.280119935533204	0.0601625908868422	2749.31252920495	4.65604840822218
PHGR1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PHIP	899	900	1007	1298	1307	1238	0.000234376016652665	0.00284350618673359	919	0.355031650346932	0.0965086633233665	1098.59082254975	3.67875419802827
PHKA1	394	247	291	385	323	346	0.587733028907399	0.781996770947286	10569	0.0916740594823929	0.169101617668567	327.389295994116	0.542124083413978
PHKA2	246	252	256	327	249	296	0.526416394889663	0.736730761430931	9826	0.111270408254493	0.175647809580648	269.43028131564	0.633485885876667
PHKB	792	591	606	671	711	645	0.594005948765379	0.785488611478803	10635	-0.062034929254588	0.116379519180957	664.262109189111	-0.533039917084816
PHKG1	5	12	7	2	0	9	0.336166902837765	1	7637	-1.20166486771152	1.24943512950706	6.02301508480693	-0.961766512988642
PHKG2	470	399	340	538	486	545	0.0439587298006737	0.15230519959965	3367	0.286354177355358	0.142147646444968	458.62034911004	2.01448412630749
PHLDA1	56	42	52	59	42	47	0.763704257729214	0.885880978584326	12594	-0.113436581426711	0.377342063171967	49.3063731927003	-0.300620027550478
PHLDA2	0	0	0	3	0	0	0.566921955728703	1	10345.5	2.28929188112051	3.99813070238363	0.460655441309777	0.572590555820416
PHLDA3	246	195	240	297	272	247	0.339010880555613	0.575749223173058	7664	0.165349846296223	0.172938120823415	247.066827694453	0.956121446844327
PHLDB1	113	88	104	77	60	110	0.217417427588232	0.441476287480696	6156	-0.385162962330888	0.312271210105575	92.1086821878534	-1.23342450365716
PHLDB2	84	93	52	130	70	122	0.237615576340209	0.466614277897163	6419	0.39704122530974	0.336199917586009	91.0464984002234	1.18096764615704
PHLDB3	126	96	121	109	155	128	0.686747078114431	0.843908581439028	11801	0.10319565315172	0.255894990351164	121.625703684481	0.40327344044565
PHLPP1	166	144	143	150	162	166	0.950857737526464	0.978173639540476	14637	-0.0132744643579118	0.215390758413535	154.377063338135	-0.0616296839088415
PHLPP2	206	127	220	183	113	174	0.210823996127121	0.432838391160934	6079	-0.32158226680695	0.256997944019912	169.81614290733	-1.25130287727918
PHOSPHO1	0	0	6	3	0	0	0.666351882023119	1	11539.5	-1.17347465889873	2.7216673198092	1.50997784946461	-0.431160212108874
PHOSPHO2	18	28	21	66	44	45	0.0173722715108075	0.0784579276002741	2522	1.09749161086687	0.461376616039209	36.3430321515969	2.37873262907975
PHOX2A	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PHOX2B	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PHPT1	2357	2184	1903	2038	2614	1963	0.554607076441946	0.758026736712884	10175	-0.0577499180017288	0.0977369846104883	2163.6697552258	-0.590870674309012
PHRF1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PHTF1	122	118	138	94	175	124	0.887845885221707	0.951366623545488	14044	-0.0387770182992116	0.274954930919537	128.121697255093	-0.141030452407341
PHTF2	743	621	647	774	891	795	0.0681506281886247	0.205917290016854	3909	0.198813750920959	0.108998196151956	738.813523259569	1.82400955189928
PHYH	116	139	172	110	75	130	0.0631623273421928	0.195038941815211	3816	-0.536375769185918	0.288677166389537	124.526958452227	-1.85804709078424
PHYHD1	115	65	98	99	88	52	0.331652410534549	0.56886177523857	7578	-0.314546518101392	0.32401057237386	85.2044708459637	-0.970790909064697
PHYHIP	3	0	0	0	0	0	0.541006114290282	1	10005	-2.44545671867252	4.00047060884828	0.478907736917049	-0.611292259781544
PHYHIPL	11	9	7	3	4	9	0.407866746749109	1	8470	-0.821970589951455	0.993133679751572	7.22659412240305	-0.827653524102685
PHYKPL	442	392	367	612	556	511	0.00228775993307979	0.0166424790413622	1535	0.387071700140573	0.126905183831965	474.299886251638	3.05008580778776
PI15	20	0	3	1	3	0	0.124590112498053	1	4831	-2.56040809785541	1.66716125820033	4.3464316277824	-1.53578910573973
PI16	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PI3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PI4K2A	412	354	263	606	465	429	0.00742935933435411	0.041509603344063	2020	0.447017627814724	0.166987065596714	415.208170879061	2.6769595969445
PI4K2B	188	209	177	221	225	239	0.415367405064023	0.646695997443652	8545	0.158344532867264	0.194410720178106	208.842192286622	0.814484575347489
PI4KA	183	160	185	164	170	161	0.356111432478858	0.592149941873548	7871	-0.187819649999995	0.203532343666689	169.895415055076	-0.922800016038607
PI4KB	730	501	627	762	689	593	0.721446136726391	0.863386542022387	12160	0.044890175973717	0.125909706084167	643.450849284917	0.356526731495261
PIANP	10	12	15	0	3	3	0.0157896800314915	1	2458	-2.71142369636919	1.12332833121999	7.37110960739294	-2.41374104169922
PIAS1	924	764	1018	1138	1125	981	0.124778960104606	0.312774571600382	4834	0.164508081205821	0.10717000476543	982.94280515705	1.53501981796018
PIAS2	539	527	550	776	624	475	0.453639513362419	0.679785669254348	8984	0.107740797035511	0.14377685026198	576.024432061956	0.749361227758106
PIAS3	141	127	145	207	204	161	0.0808668641090532	0.233109077765412	4120	0.369790737989055	0.21183211902189	162.227280046487	1.74567832157145
PIAS4	405	301	378	429	258	376	0.520119601932532	0.732071472176117	9747	-0.119021544163693	0.185057138582927	355.654326699811	-0.643161053256842
PIBF1	266	275	235	320	352	368	0.050349421903873	0.166772802878026	3538	0.328781580804357	0.168004278134649	300.565674396979	1.95698338432103
PICALM	703	663	690	693	743	689	0.654204829265392	0.823406099853177	11403	-0.0481938119801612	0.107592654801313	693.660341143404	-0.447928458212681
PICK1	156	147	87	170	131	140	0.751420360984996	0.880848196358214	12459	0.0827959435702506	0.26137801006677	137.276843605782	0.316767059130568
PID1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PIDD1	55	99	103	65	91	96	0.699655005017078	0.851867699137347	11927	-0.13351687346596	0.346090316666493	85.3580034837205	-0.385786215436423
PIEZO1	638	625	494	309	331	386	2.42291216684923e-08	9.40445733013754e-07	286	-0.865775061894145	0.155192347384333	466.489832615478	-5.5787226399125
PIEZO2	9	7	20	21	9	19	0.646712919047963	1	11292	0.345799149302005	0.754470732407501	14.0720588120034	0.45833341765103
PIF1	28	46	40	38	23	13	0.151461500701462	0.355319974490053	5219	-0.752018931816725	0.524278510508864	31.4579402751594	-1.4343882435441
PIFO	1	11	2	17	8	10	0.266508101664859	1	6757	1.1739672317288	1.05654305832707	8.07031441373183	1.11113997908203
PIGA	239	198	173	356	292	261	0.00859915694572769	0.0464521855253154	2096	0.479185318864878	0.182366709664821	249.377640335593	2.62759206296802
PIGB	156	146	169	277	228	228	0.00564678292480566	0.0335572469209141	1891	0.53872073036971	0.194651497623619	198.166024794117	2.76761667362759
PIGBOS1	75	76	69	121	74	124	0.152040729807693	0.35607682312135	5229	0.442785731515477	0.309130130811339	89.103946114636	1.43236031490475
PIGC	241	253	272	396	399	303	0.0125953246926924	0.0620322535109044	2306	0.415125047177042	0.166382054909309	307.168159134756	2.49501093975139
PIGF	351	371	295	262	199	250	0.000665327294311413	0.00646176578665879	1148	-0.613054030351369	0.180125524504645	288.796293178798	-3.40348227735798
PIGG	305	267	362	295	364	280	0.606767823952541	0.793838015596447	10766	-0.0900943518963367	0.175044961885477	310.696086748628	-0.514692630544149
PIGH	272	138	209	284	256	220	0.326501334501393	0.563334055688524	7516	0.210239347437107	0.214270771468611	226.390598381815	0.981185375850043
PIGK	546	469	513	569	616	496	0.736120717794487	0.871366612096033	12309	0.0412452873045434	0.12239141582929	530.704777416589	0.336994935674833
PIGL	611	592	597	624	436	486	0.0191067985046317	0.084224172881317	2591	-0.319701937821116	0.136424162846512	556.204327632198	-2.34344071570963
PIGM	1916	1871	2085	1801	1689	1654	0.00028817719907122	0.00333582386536977	963	-0.289638660173133	0.0798848434486802	1833.16346409153	-3.62570229431823
PIGN	418	340	350	521	393	340	0.613875484626008	0.7981382838815	10839	0.0792578678430483	0.157086494131695	389.294822533617	0.504549218449051
PIGO	136	113	79	117	99	103	0.634276414872174	0.810346700597999	11132	-0.130631603794866	0.274599731761381	107.059440170571	-0.475716428989015
PIGP	1022	934	953	971	1072	941	0.530302475177621	0.739149830040675	9873	-0.0587383471435379	0.0936003125166041	977.093312007214	-0.627544348563133
PIGQ	230	242	133	187	174	179	0.271941459931335	0.508592830486353	6814	-0.25891262428595	0.235674513560989	190.331494649014	-1.09860256153217
PIGR	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PIGS	1484	1378	1352	1382	1451	1293	0.111239432640146	0.289331991972414	4627	-0.126586650238774	0.0794819320051141	1383.68904592546	-1.59264687011671
PIGT	1267	1173	1152	1299	971	1109	0.0706097463092014	0.211391260458049	3953	-0.184944168247441	0.102293308334495	1157.01781523439	-1.80797914603252
PIGU	93	108	94	135	115	120	0.381816568360485	0.616336443997345	8168	0.22526041686418	0.257571733175688	110.098493896601	0.874554106100344
PIGV	82	80	70	102	94	103	0.33594936606061	0.572525844304036	7633	0.271721887758711	0.282396601257354	87.8096633947801	0.962199568085754
PIGW	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PIGX	777	649	673	670	640	630	0.0518212904407399	0.169996496803384	3579	-0.206621330529873	0.106253059519123	670.108580051463	-1.94461535004256
PIGY	781	762	767	871	877	851	0.4627108475177	0.68882300097814	9050	0.0735015205637874	0.100085080710248	813.503128525994	0.734390381085657
PIGZ	0	0	0	0	1	1	0.657425335350679	1	11427.5	1.78955566804343	4.03534173164736	0.328096507845534	0.443470661730766
PIH1D1	667	500	466	760	734	791	0.00177313920252954	0.0136030534120805	1454	0.398533605916479	0.127497560836356	645.461858983455	3.12581357088079
PIH1D2	32	27	33	48	37	40	0.429259885766848	0.660269377767388	8688	0.345679591819028	0.437315139597385	35.7745680655178	0.790458780222607
PIK3AP1	39	22	37	9	23	34	0.276386903793835	0.513845422712336	6863	-0.63349497672536	0.582004062149945	27.4634857442982	-1.08847174431258
PIK3C2A	689	710	690	817	865	877	0.0764628057601236	0.223961373810853	4046	0.196826033982141	0.111101408486989	770.1750222661	1.77158900739941
PIK3C2B	69	95	81	48	94	45	0.173099335998425	0.385936077308399	5530	-0.499445723575633	0.366616164437599	72.2387095938691	-1.3623123365054
PIK3C2G	63	32	41	54	48	63	0.606707660813582	0.793838015596447	10763	0.20391448089562	0.396120653391944	49.5908882241535	0.514778714892847
PIK3C3	365	360	407	523	573	330	0.19418784730092	0.412728181674807	5841	0.225288979286865	0.173527526979172	421.555768550681	1.29828957519752
PIK3CA	165	202	191	336	239	312	0.00515665511484826	0.0314010029785686	1846	0.566808479260908	0.202642831103134	238.612808041823	2.79708132863794
PIK3CB	198	217	272	224	297	247	0.766596645448658	0.887381580930715	12624	0.0604385614343551	0.203613696198089	241.727028098003	0.296829548124093
PIK3CD	32	18	31	24	32	20	0.72954027359265	1	12247	-0.182754713782077	0.528594400943828	25.929755855875	-0.345737135042975
PIK3CG	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PIK3IP1	1	5	16	13	4	10	0.872997958783685	1	13887	0.169554448946651	1.06069896155551	8.18694815571198	0.159851621517571
PIK3R1	611	471	606	670	574	565	0.966317749935549	0.984950265543525	14792	0.00529337100998181	0.125355169699134	578.260680303639	0.0422269861122319
PIK3R2	418	398	283	317	272	251	0.00537041039247459	0.0323126968926073	1868	-0.485003055395165	0.174215051751889	322.454808099803	-2.78393313619015
PIK3R3	211	198	182	333	296	297	0.00121086459371355	0.0101677820384373	1328	0.551681806393274	0.17046638577819	249.689597088236	3.23630845972836
