rownames(count),DMSO.P0.1,DMSO.P0.2,DMSO.P0.3,TPG.P0.1,TPG.P0.2,TPG.P0.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
KIF11,252,322,198,222,172,137,0.279057887790654,0.612338846279546,5657.0,-0.244045914389263,0.22545945577383,205.291000873984,-1.08243814193394,0,7.681526576699893,ns
KIF13A,129,141,124,170,102,2,0.748588573431191,0.91557933292651,10815.0,-0.387104360164953,1.20781015275937,101.942315904248,-0.320500998671498,0,6.67160922334766,ns
KIF13B,44,20,40,11,17,55,0.929234949422033,0.980095559925536,12636.0,0.0708927490348583,0.798274938285999,32.614867347903,0.0888074341743389,0,5.0274578556510505,ns
KIF14,113,140,102,113,84,9,0.259559186719941,0.591804509806439,5426.0,-0.59880601298684,0.531123071654106,85.3870953572776,-1.12743363063093,0,6.4159461451684,ns
KIF18A,48,32,31,71,17,21,0.793363348919663,0.934186508464538,11268.0,0.176973714635616,0.675612359297044,34.9410458497527,0.261945644126097,0,5.126850886303749,ns
KIF18B,210,159,135,142,176,94,0.937061532761255,0.983044042938131,12699.0,-0.0236969373205255,0.300099300834315,147.064748289633,-0.0789636538793824,0,7.200307660959174,ns
KIF1A,260,322,293,280,244,154,0.625237455942151,0.860493343349422,9528.0,-0.104502634963879,0.213951366876244,247.405684066732,-0.488441071864366,0,7.950734835928478,ns
KIF1B,205,373,205,191,138,60,0.0150904504901029,0.11982169896368,1514.0,-0.743948148997903,0.306126177200284,177.992191666104,-2.43020102299573,0,7.475670142810899,ns
KIF1C,285,323,265,147,168,79,0.000431444816949,0.0092495308617585,561.0,-0.883162320823918,0.250893918542903,196.570719571674,-3.52006268606664,0,7.618904629079143,down
KIF20A,235,258,155,63,103,134,0.0410285367996852,0.222353152711415,2219.0,-0.726540623987072,0.355582353672183,150.603311453849,-2.04324150645811,0,7.234609681999194,ns
KIF21A,75,139,73,61,18,39,0.0549917107105829,0.264659985880825,2499.0,-0.955667754457198,0.498018125071996,61.9191966786806,-1.91894171385638,0,5.952314849392915,ns
KIF22,505,618,455,368,533,304,0.620021818913166,0.858282222707605,9472.0,-0.0913602125329455,0.184261059600992,444.729346488064,-0.495819424520738,0,8.796783797153331,ns
KIF23,861,967,788,751,651,494,0.122841238396834,0.410962885729827,3596.0,-0.182621750797774,0.118358298354924,718.959858613767,-1.54295688038824,0,9.489767413296732,ns
KIF26A,91,66,76,134,49,29,0.934234057094433,0.98201771498052,12674.0,0.0408194411621472,0.494667536343994,70.1750825716025,0.0825189408301117,0,6.132886951175164,ns
KIF27,10,19,11,46,3,1,0.71501464227937,0.903971523461998,10433.0,0.46365438458533,1.26983499429999,13.5323743433048,0.365129632327484,0,3.7583430866618692,ns
KIF2A,351,449,295,250,244,194,0.0549722725194728,0.264659985880825,2496.0,-0.363414166948923,0.189367440200408,281.550206859138,-1.91909531313472,0,8.13724840063463,ns
KIF2C,355,533,413,418,359,522,0.117860935705745,0.400553645918158,3537.0,0.348418406165855,0.222800219747208,430.308075652321,1.56381536140842,0,8.749226105576238,ns
KIF3A,109,90,140,63,64,122,0.807338178459914,0.940088627610447,11388.0,-0.107173432841874,0.439485053488505,98.7458157545975,-0.243861382750477,0,6.625647711743076,ns
KIF3B,169,307,169,192,219,84,0.739583561184186,0.911743695199079,10735.0,-0.0987014000685117,0.296931268992072,177.691255460516,-0.332404870674456,0,7.4732288750008244,ns
KIF4A,183,222,109,199,124,114,0.816997533999956,0.943268632179848,11481.0,0.0671650245010898,0.290244529847007,150.682529071223,0.231408407719152,0,7.235368342719332,ns
KIF5A,13,8,12,4,3,6,0.456184359326227,0.762665416462141,7725.0,-1.02860012392792,1.3804035319,7.42980509821449,-0.745144517641263,0,2.893324365874578,ns
KIF5B,511,656,569,558,433,273,0.240864529427863,0.569802851185859,5210.0,-0.199167548841617,0.169818114569179,474.608008003872,-1.17282864285059,0,8.890592632931966,ns
KIF7,151,138,116,154,179,130,0.0819884181785932,0.332866310271633,2961.0,0.484547250820377,0.278593347626819,142.617670287656,1.739263535716,0,7.156008932124756,ns
KIF9,59,107,73,75,135,159,0.0128412288207639,0.108303968462361,1426.0,1.01384708394915,0.407471479552458,104.268060115398,2.48814244634423,0,6.704153482147759,ns
KIFAP3,20,46,58,32,25,21,0.540092483585378,0.81830338877316,8618.0,-0.407359727515175,0.664889152639554,32.2778147729293,-0.612673143933829,0,5.012471005505141,ns
KIFBP,343,416,334,353,351,182,0.846596092532281,0.955617622577198,11726.0,-0.0385933706666425,0.199486709849058,314.335221126258,-0.193463367538841,0,8.29616012432715,ns
KIN,83,76,28,155,117,76,0.0040746689452597,0.0507834646680201,965.0,1.18304858047743,0.411878741359496,87.4799893441297,2.87232251068001,0,6.4508811395398045,ns
KIT,89,61,77,58,8,2,0.0342595994523492,0.198573591620918,2075.0,-1.63832073416138,0.773886853875624,44.709160167589,-2.11700292614699,0,5.482498540937136,ns
KITLG,42,97,127,62,47,65,0.52196875279375,0.810132686778994,8411.0,-0.310811481327783,0.485405105073526,71.5709890280384,-0.640313581540728,0,6.161303011051546,ns
KIZ,103,131,104,119,111,65,0.816489125026779,0.943268632179848,11467.0,0.0746300334819168,0.321593925905013,101.010755775676,0.232062944820543,0,6.658365111247305,ns
KLC1,339,448,250,392,363,315,0.0475815594468183,0.242999327162158,2355.0,0.365579536210719,0.18453485615895,341.120672945857,1.98108662948655,0,8.41413837906411,ns
KLC2,15,38,22,26,4,47,0.585274947767991,0.840823279187672,9132.0,0.488044377989657,0.894352187943167,25.7331987784813,0.545695962473199,0,4.6855588980536576,ns
KLC4,13,29,31,23,16,39,0.552807640715969,0.825792152388561,8731.0,0.465074387069533,0.783536275616401,25.6464697841508,0.593558207249132,0,4.680688348579021,ns
KLF10,75,129,72,199,165,158,1.87231035926464e-05,0.000705902090623,319.0,1.24620518038795,0.29119677345936,133.292651089374,4.27959817543059,0,7.058453431348042,up
KLF11,10,55,42,49,28,7,0.868664476400407,0.960305998538449,11957.0,-0.133601673733805,0.807968170272657,29.2410824120121,-0.165355119977956,0,4.869924811155111,ns
KLF12,46,75,24,77,61,32,0.307915323853058,0.643485180386764,5979.0,0.532715226204992,0.52247160991916,49.7029244864732,1.01960607254319,0,5.635258836373191,ns
KLF14,10,17,21,9,3,17,0.759473243046287,0.91910306912222,10977.0,-0.346756564201494,1.13255261473666,12.7878136137341,-0.306172587206574,0,3.67669771655344,ns
KLF15,29,73,51,150,94,107,0.0001583160190505,0.0041139635440723,462.0,1.51383164816366,0.400733840746691,84.8419564050511,3.77764863916391,0,6.406705983828937,up
KLF16,75,108,103,42,37,60,0.121107202657234,0.407998970968784,3570.0,-0.697213609033691,0.449773742938212,68.0580376344,-1.55014297739802,0,6.088693648542111,ns
KLF3,56,94,66,214,80,122,0.0011223949137546,0.0200220177397721,674.0,1.23886572727671,0.380264982164844,104.825284257592,3.25790116203669,0,6.711842932159955,up
KLF5,293,411,216,253,148,100,0.0224665212099557,0.154226512895055,1752.0,-0.601664993543282,0.263612208908523,218.045087252499,-2.28238667713629,0,7.7684826753728675,ns
KLF6,245,311,214,283,261,162,0.456395105419269,0.762826633733439,7727.0,0.156872354060638,0.210624616922054,235.729412444758,0.744795913949089,0,7.880987967628162,ns
KLF7,33,63,42,70,75,65,0.0372227405862485,0.208319172187441,2149.0,0.933829993211253,0.448242861456606,57.8520679798489,2.083312582328,0,5.854296625714485,ns
KLF9,157,346,231,598,423,324,1.8889974975179e-07,1.20206205834115e-05,189.0,1.16547197442319,0.223701528923612,341.599731560396,5.20994192588271,0,8.416163031019318,up
KLHDC10,443,620,424,380,287,145,0.0038872543889694,0.0490577214440037,953.0,-0.61518964288369,0.213077119537536,354.847012314378,-2.88716894718167,0,8.471053349187423,down
KLHDC2,129,139,140,105,114,86,0.654075494346883,0.873983289467015,9845.0,-0.136932983232109,0.305580540192737,114.965356620901,-0.44810766793508,0,6.845055378241162,ns
KLHDC3,326,422,259,217,156,175,0.0116223043796086,0.101364361692207,1379.0,-0.558360156142083,0.221272133745227,244.002439237123,-2.52340928200647,0,7.930751759930555,ns
KLHDC4,40,60,21,72,53,37,0.167211673128659,0.478594667472248,4213.0,0.732533257130657,0.530352770819087,45.39104674705,1.38121887437171,0,5.504335853032426,ns
KLHDC9,69,92,58,27,54,41,0.311055325259649,0.645596616493037,6033.0,-0.497587837847177,0.49119730010558,54.0692903061449,-1.01301012391604,0,5.756737515140736,ns
KLHL11,170,260,181,191,93,101,0.18995068249437,0.511900019617209,4503.0,-0.381916044594316,0.291377702247117,155.989334552336,-1.31072501996194,0,7.285303580948989,ns
KLHL12,260,248,197,214,191,194,0.761543032686849,0.919309249636127,11008.0,0.0710908874570239,0.234271491911298,211.798796371279,0.303455136077508,0,7.726550580454734,ns
KLHL13,36,50,21,34,39,32,0.599098323916922,0.849187453358729,9250.0,0.317356143146867,0.603685724403271,34.182138289686,0.525697611055101,0,5.095170743611035,ns
KLHL15,1323,1580,1140,1129,1019,761,0.0531385806546172,0.260324932600033,2455.0,-0.184038294416326,0.0951695925995353,1104.37328316406,-1.93379302558057,0,10.109012176656753,ns
KLHL18,107,113,79,169,265,107,0.0004411125325271,0.0093898414667327,565.0,1.13194723264575,0.322108425852459,138.6424097697,3.51418075963104,0,7.115224825356178,up
KLHL20,283,248,231,306,234,87,0.813784741810259,0.942635952013097,11446.0,-0.0700497047298461,0.297392498271001,218.895369579701,-0.235546307109646,0,7.774097626454123,ns
KLHL21,404,489,460,350,452,233,0.555894033067064,0.826483558762313,8775.0,-0.117299747435383,0.199167187757541,381.832340526109,-0.588951165882704,0,8.576795491418295,ns
KLHL23,610,706,583,362,381,342,0.0017448446812273,0.0277582632025422,756.0,-0.500322114389487,0.159819682241925,474.346849179223,-3.13054129110413,0,8.889798553955785,ns
KLHL24,77,54,103,113,76,1,0.869464539977728,0.960575894831576,11965.0,-0.211879970979669,1.28928857040786,66.2762405310901,-0.164338671607584,0,6.0504198639980356,ns
KLHL25,26,31,11,49,48,4,0.350537947829121,0.680316265699667,6523.0,0.795482068379762,0.852107732353568,26.3086807018613,0.933546355908069,0,4.71746699855632,ns
KLHL26,96,175,165,163,121,101,0.755071521618875,0.917868013699305,10872.0,0.0974691319731672,0.312441909826832,132.011749311011,0.311959211960997,0,7.0445225278310675,ns
KLHL28,70,87,96,82,35,13,0.147002422888906,0.449414880550299,3940.0,-0.785618894208575,0.541730967238688,58.9643878949193,-1.45020119158599,0,5.881771982934538,ns
KLHL29,30,24,25,23,12,34,0.841412924575924,0.953157506251731,11688.0,0.155191005100547,0.775619536606051,24.8262623890283,0.200086508624616,0,4.633795174014058,ns
KLHL36,117,147,62,98,56,27,0.183707121324934,0.502350236385929,4429.0,-0.589479427017236,0.443408632952934,77.0495845081368,-1.32942704135354,0,6.267715271878341,ns
KLHL42,352,442,293,176,196,260,0.101363173105223,0.372925935434847,3269.0,-0.419550921649485,0.25609222384837,275.439852364859,-1.6382805980782,0,8.105593502514102,ns
KLHL5,87,164,141,41,73,43,0.0123628878447272,0.106206037220381,1400.0,-1.01223489757013,0.404632841744514,85.4328579878753,-2.50161329764049,0,6.416719140600232,ns
KLHL7,113,194,122,69,132,58,0.250653935757147,0.58029160449494,5334.0,-0.418430966374124,0.364244980804871,107.698184137826,-1.14876247697228,0,6.750850115075244,ns
KLHL8,478,566,375,324,306,346,0.289456729118675,0.624783934154756,5771.0,-0.205563670223711,0.194053547415891,384.352621276815,-1.05931415818517,0,8.586286697421997,ns
KLHL9,371,612,339,444,400,211,0.849358823007359,0.956841379197218,11750.0,-0.0386503690002763,0.20349091172348,372.543929145431,-0.189936585732131,0,8.541266743197985,ns
KMT2A,507,620,623,765,536,503,0.0501060016837398,0.251093700937641,2400.0,0.317013340084764,0.161819277276189,578.912670690667,1.9590579405672,0,9.177201923025816,ns
KMT2B,206,233,238,210,196,198,0.580609040155618,0.838897756601588,9066.0,0.133425395813692,0.241495974816662,209.675431151152,0.552495319704544,0,7.712014012425358,ns
KMT2C,430,442,253,208,282,110,0.0164628512669315,0.126828671143701,1561.0,-0.630244995539634,0.262767467544654,267.222232612286,-2.39848943793825,0,8.061896233309579,ns
KMT2D,48,94,52,113,74,10,0.695509275130935,0.894048863815833,10265.0,0.233053361827031,0.595451077751392,59.9485102263505,0.391389604511446,0,5.905651996720993,ns
KMT2E,504,772,436,591,600,579,0.0189217816460308,0.137922586579886,1650.0,0.388498745750251,0.165525107173569,567.067429691885,2.34706838366746,0,9.147376485256297,ns
KMT5A,224,335,270,97,137,94,0.0001075741021158,0.0030370744745245,426.0,-1.02959256712494,0.26584944281026,179.883163679501,-3.87284079380138,0,7.490916352391013,down
KMT5B,309,392,187,267,253,193,0.995115973004627,0.998994165708995,13233.0,0.001379569274935,0.225373478083472,254.020217295479,0.0061212583071736,0,7.988799514454018,ns
KMT5C,65,126,88,119,162,116,0.0127417638040955,0.107616006511135,1424.0,0.833087351250802,0.33445147126028,111.953017658451,2.49090652258626,0,6.806749605881335,ns
KNL1,80,134,134,105,112,50,0.720965917125777,0.906870166059566,10483.0,-0.132813315103561,0.371850932592583,97.5830589484117,-0.357168164612558,0,6.608558803202888,ns
KNOP1,439,694,436,588,578,295,0.323275962842136,0.657207573546716,6190.0,0.178455429445083,0.180668942049589,480.536291085811,0.987748239518119,0,8.90850158017526,ns
KNSTRN,473,512,402,351,315,311,0.253596734205688,0.584191137961197,5362.0,-0.198720148838675,0.174062959553357,379.379876980294,-1.14165672782186,0,8.567499347304652,ns
KPNA1,137,191,207,198,133,93,0.757122649746891,0.918490428535996,10896.0,-0.0920134808706466,0.297526509098268,152.930960859983,-0.309261454212997,0,7.256736699530544,ns
KPNA2,1676,1913,1805,1372,1116,1010,0.0015053347176007,0.0250064373599227,724.0,-0.341573745431725,0.107627938959669,1419.40061370553,-3.17365313071471,0,10.471066119892818,ns
KPNA3,463,653,414,321,343,370,0.25994248867354,0.591923436864735,5434.0,-0.220053990939628,0.195338395851384,410.537511736002,-1.12652707103752,0,8.681370240092027,ns
KPNA4,443,565,417,355,305,230,0.016717524077782,0.12830993113177,1567.0,-0.390377403265623,0.16314245900218,364.882090285374,-2.39286207682089,0,8.511286529815834,ns
KPNA5,166,221,148,117,105,104,0.153574313114418,0.460149044301722,4021.0,-0.39520456940099,0.276944083097605,136.372009706133,-1.42701936427256,0,7.091403752010641,ns
KPNA6,806,1317,931,807,974,687,0.970414762555781,0.991688193496336,13018.0,0.0052274770968059,0.140947567844198,884.487504233133,0.0370880972035243,0,9.788697950883522,ns
KPNB1,4361,5269,3859,4779,4553,3911,4.86582162943808e-05,0.0015647389501939,374.0,0.279496013055431,0.0688078235277272,4342.43157729065,4.06198014594668,0,12.08428740155834,ns
KRAS,558,807,635,320,532,460,0.208406268706108,0.533064171054664,4761.0,-0.267559705214518,0.212693354541347,533.124660372784,-1.2579598727543,0,9.058329107136661,ns
KRBA1,35,87,45,145,111,59,0.0040533353083369,0.0506224961094168,963.0,1.20316021197691,0.418638909611165,78.0370431501189,2.87398085642449,0,6.286087209668284,ns
KRBOX4,17,54,25,56,74,4,0.358776052396973,0.686895077692908,6624.0,0.727194898262275,0.792410435565114,35.6630378676764,0.917699800033136,0,5.156357695493592,ns
KRCC1,32,35,39,26,8,24,0.454835877500209,0.761351579498262,7717.0,-0.562443680582959,0.752556603770999,26.3948796862314,-0.747377244136322,0,4.72218618478403,ns
KREMEN1,80,63,43,75,46,2,0.549086358202909,0.82345536945705,8707.0,-0.438768474723319,0.732342982526644,47.0578562928222,-0.599129759132164,0,5.556363695386731,ns
KRI1,265,454,371,416,405,192,0.494815841778552,0.788825125353317,8154.0,0.154814303768787,0.226777895114702,334.508751969992,0.682669286133394,0,8.385900147303724,ns
KRIT1,142,168,137,90,77,1,0.299161633304435,0.63524310800714,5877.0,-1.25500180862222,1.208786384441,92.6006547357041,-1.03823291259406,0,6.532950489027453,ns
KRR1,497,664,454,560,241,370,0.474079220662439,0.77666530870209,7924.0,-0.159837247861542,0.223280755596421,443.047773938095,-0.715857698683389,0,8.791318463063904,ns
KRT10,817,899,537,764,609,630,0.332879751382788,0.665814862777448,6296.0,0.148553775750406,0.153412396971384,686.797505292721,0.968329670112096,0,9.423740988712389,ns
KRT18,70,31,55,70,7,162,0.387764384551051,0.708007021860557,6988.0,1.01117745688547,1.17077958069943,71.4436328891004,0.863678760336241,0,6.1587335378581365,ns
KRT19,195,272,151,153,191,151,0.960032798697554,0.9901399903953,12905.0,0.012997471886498,0.259366254246075,178.300523804888,0.0501124247033563,0,7.478167131041639,ns
KRT8,115,123,84,102,162,148,0.0377960973101271,0.21105306864756,2153.0,0.699324656102205,0.336689807489442,122.983998411287,2.07705918191223,0,6.942326806847759,ns
KRTAP19-1,12,17,31,31,27,44,0.147890447280065,0.450562602539546,3953.0,1.07258704834952,0.741236978694184,28.2332371664512,1.44702312375061,0,4.819322649684002,ns
KRTCAP2,818,1292,705,840,574,520,0.12025662664317,0.405936944432884,3562.0,-0.231911988172523,0.149264584181367,745.039955959935,-1.55369734518359,0,9.541173988127396,ns
KSR1,27,114,55,171,45,49,0.189672265337288,0.511474227689918,4500.0,0.712054594424759,0.542911059800569,72.292089271257,1.31154925207514,0,6.175765880465708,ns
KTI12,244,392,237,321,254,182,0.670902977844354,0.882076853217095,10018.0,0.0894487517582418,0.210512701424642,258.512145145739,0.42490904896901,0,8.014088251088351,ns
KTN1,270,352,338,213,206,161,0.0405360714896901,0.221301557787791,2203.0,-0.44331593811861,0.216437046340087,244.852288529755,-2.0482442613915,0,7.935767870138736,ns
KXD1,391,507,343,328,334,170,0.128993263774016,0.422150199567373,3679.0,-0.301117839721538,0.198353892752489,325.001523038609,-1.51808384268657,0,8.344302668762278,ns
KYAT1,30,20,11,47,20,49,0.0779195045097551,0.325274758908104,2881.0,1.26995467691222,0.720383372549092,30.3789240566236,1.76288726989693,0,4.924998869083462,ns
KYAT3,45,41,10,53,70,97,0.0056193499326713,0.0628504558319039,1075.0,1.60251683784483,0.578692303514715,55.2101113029105,2.76920364779671,0,5.78686060447574,ns
L2HGDH,98,136,118,47,117,115,0.945124243572295,0.986548279590696,12767.0,0.0287423434116026,0.417579239151129,104.187340449962,0.0688308726028409,0,6.70303617967892,ns
L3MBTL1,44,16,28,12,22,83,0.298879903165518,0.63521748967743,5871.0,0.836559279793827,0.805283369303773,37.3148508856461,1.038838391158,0,5.2216780158503475,ns
L3MBTL2,180,154,119,146,157,152,0.267107449289208,0.600355315380547,5514.0,0.320191899562977,0.288526563569002,149.368454040247,1.10974842524821,0,7.222731679232264,ns
LACC1,18,27,7,18,32,1,0.836248466281995,0.951271942928743,11643.0,0.230796968149219,1.11660923302532,15.7424728389975,0.20669448301435,0,3.976590273111864,ns
LACTB,83,107,68,100,60,53,0.983626216636068,0.995797349114646,13130.0,0.0078979615575841,0.384835875097949,74.6521739149064,0.0205229347590681,0,6.222112367981123,ns
LACTB2,157,108,81,108,117,118,0.389265415043298,0.709685793957522,6999.0,0.302252401282371,0.351068348926188,113.598107148508,0.860950302717036,0,6.827794985618977,ns
LAGE3,382,586,336,390,388,260,0.900169683460726,0.971146689764339,12366.0,-0.0223222969164805,0.177942058334481,370.94510851944,-0.125446997328315,0,8.535061906200886,ns
LAMA2,1,17,11,3,27,11,0.501280132645437,0.793589068754333,8211.0,0.874129803270989,1.29986589248449,11.6201562424586,0.672476913445453,0,3.538557561969286,ns
LAMA4,88,132,57,90,84,68,0.714909634497841,0.903971523461998,10429.0,0.136285513260014,0.373108647011026,82.5695460047878,0.365270315635398,0,6.367537867703234,ns
LAMB1,121,118,139,88,55,65,0.102605714071883,0.374912814935485,3291.0,-0.589800042230203,0.361319530952551,93.5911836210487,-1.63235029303649,0,6.548300727844973,ns
LAMC1,171,221,95,92,165,249,0.215414382003319,0.540987423753166,4868.0,0.48526708550651,0.391719079027603,166.772120811078,1.23881401618509,0,7.381734324304976,ns
LAMP1,326,397,289,418,325,166,0.655843696624125,0.875246653605505,9860.0,0.0978461774255928,0.219553989332783,303.898615407613,0.445658845566615,0,8.24744629158748,ns
LAMP2,214,298,189,168,207,147,0.648115852379518,0.872043379392472,9782.0,-0.109089588330249,0.239031709375487,194.928119742548,-0.456381241699125,0,7.606798414217939,ns
LAMTOR1,336,548,413,344,250,257,0.124189942022431,0.412263989153678,3625.0,-0.301849277260383,0.196334662079739,340.627247547597,-1.53742224660152,0,8.412050033861963,ns
LAMTOR2,49,23,22,41,28,1,0.756072091740055,0.917956697694088,10888.0,-0.289229476295696,0.931067324776962,25.328922228146,-0.310642924092499,0,4.662713785076753,ns
LAMTOR3,140,141,160,131,77,122,0.721090068006416,0.906870166059566,10485.0,-0.120242439708621,0.33681136664885,125.827306915189,-0.357002321225051,0,6.975301238192439,ns
LAMTOR4,251,277,198,194,186,100,0.182365993188301,0.500642729987606,4412.0,-0.327230942958391,0.245391533041513,189.485286316519,-1.33350543477404,0,7.565942016100745,ns
LAMTOR5,380,413,276,298,257,216,0.364959254579452,0.690248541825861,6699.0,-0.172451285049917,0.190352870975388,292.826702962174,-0.905955787092985,0,8.193903309225005,ns
LANCL1,109,108,47,84,63,42,0.650206510947126,0.872043379392472,9810.0,-0.194140696268262,0.428117446989344,70.8574614946882,-0.453475319993428,0,6.146847875971227,ns
LANCL2,159,228,137,221,141,116,0.56006414765095,0.827489264364702,8862.0,0.155960322636915,0.267629913178524,159.187013495687,0.582746228867478,0,7.3145788351438785,ns
LAP3,63,42,46,61,64,72,0.1404352228902,0.440067173338088,3843.0,0.689875962427954,0.467975142308577,58.7617411859033,1.47417223706523,0,5.876805240322922,ns
LAPTM4A,543,695,573,550,526,327,0.531861602488906,0.814306208298842,8528.0,-0.0937890788594589,0.150022492994458,511.645799211578,-0.625166779910286,0,8.999001600472111,ns
LAPTM4B,510,847,798,591,450,380,0.0731625491230204,0.313252395266133,2809.0,-0.322784187186276,0.18014366668296,567.937292650304,-1.7918153501025,0,9.149587836799359,ns
LARGE1,117,199,68,85,91,57,0.306340032176171,0.642874574731089,5954.0,-0.384919442399843,0.37629037847853,95.1237760899583,-1.02293192814603,0,6.5717340811875715,ns
LARP1,1268,1701,1193,1201,988,833,0.0934850107957867,0.357135097981483,3148.0,-0.163438471214643,0.097441756761969,1141.48370887279,-1.6772939717609,0,10.156694554390139,ns
LARP1B,136,152,78,103,166,153,0.0993098594328403,0.369890695233578,3229.0,0.565879865946924,0.343330233677217,130.720409754734,1.64820866454464,0,7.030340600633782,ns
LARP4,344,302,253,188,173,221,0.236679643388995,0.566095178051066,5143.0,-0.301886623228394,0.255116858243638,239.496370218996,-1.18332683032687,0,7.903859980572352,ns
LARP4B,487,473,339,371,250,246,0.130164892685862,0.42458054119605,3691.0,-0.294350946146031,0.194489783681492,343.739044000123,-1.5134519694262,0,8.425169920990779,ns
LARP6,293,362,269,295,383,173,0.487930104314312,0.784536813447624,8070.0,0.155820553121926,0.224653233162701,283.760640621087,0.69360476556808,0,8.148530682208047,ns
LARP7,518,602,410,611,552,298,0.239606179459346,0.568933905791769,5188.0,0.202044505720992,0.171810684995988,476.58678118408,1.17597171401598,0,8.89659512664775,ns
LARS1,117,148,148,171,140,86,0.512504162376812,0.802781401775487,8338.0,0.194987712078179,0.297716866029779,130.214871782816,0.654943452409832,0,7.024750417249568,ns
LARS2,77,145,123,90,20,65,0.171243015527874,0.484141924718792,4270.0,-0.668464579563685,0.48856489121567,81.8586258308949,-1.36822066338083,0,6.3550625432027665,ns
LAS1L,198,219,239,363,195,178,0.11176628726097,0.390986950810844,3438.0,0.410337341208044,0.258024459191299,225.864460030114,1.59030404518287,0,7.819313469040257,ns
LASP1,313,309,286,179,234,75,0.0221884162993521,0.153279771873812,1741.0,-0.65847745862807,0.287905954961996,217.98482086095,-2.28712691515877,0,7.768083867753684,ns
LATS1,326,221,143,339,203,302,0.0403565763733368,0.220662338845082,2199.0,0.605917054394779,0.295557689414452,254.673123197264,2.05008049560544,0,7.992502903309086,ns
LATS2,92,265,185,70,142,271,0.702920092308132,0.897930955941572,10327.0,0.288124665435487,0.755475998661429,172.713112591169,0.381381626876293,0,7.432233807975179,ns
LAYN,11,24,37,5,16,14,0.462678012874854,0.768653560572226,7820.0,-0.717703979710624,0.977206858542821,17.4292898868369,-0.73444427189228,0,4.123441886519149,ns
LBH,40,129,50,287,320,243,4.40984547105487e-13,6.313953747663929e-11,84.0,2.31704604189328,0.31993025444829,183.231455495531,7.24234738564803,0,7.5175233831218,up
LBHD1,178,214,128,90,205,146,0.738428997110373,0.911697750252187,10669.5,0.11208762043096,0.335657518563352,156.287454548093,0.333934484502852,0,7.288058165248186,ns
LBR,678,724,576,423,428,437,0.069388214639903,0.304089671340796,2744.0,-0.301557149630782,0.166066334591379,524.219552330901,-1.81588369715505,0,9.034027354056795,ns
LCA5,21,69,36,26,71,19,0.764722162143922,0.920836348028129,11036.0,0.199478874416906,0.666516842070148,38.1423034699053,0.299285572135493,0,5.2533200676481675,ns
LCLAT1,174,172,105,59,230,27,0.750588349417849,0.916236444837321,10834.0,-0.259137475530014,0.815247219718715,119.875948227188,-0.317863672837086,0,6.9053984168825835,ns
LCMT1,259,219,225,195,147,124,0.189225524443553,0.511259073282433,4491.0,-0.329906149355014,0.251285527182279,186.782808945118,-1.31287365832138,0,7.545217868639619,ns
LCMT2,200,226,225,250,272,165,0.135258384928073,0.432877220737076,3762.0,0.345310814134037,0.231180724271904,217.648163357544,1.49368341682284,0,7.765854035647641,ns
LCOR,528,862,633,617,532,437,0.734415126269554,0.910548269777429,10628.0,-0.0504298153416161,0.148647240055407,575.692804905387,-0.33925833619796,0,9.16915537112387,ns
LCORL,110,214,101,106,78,61,0.161863715249957,0.471272722712363,4138.0,-0.478167378980503,0.341833597510913,103.303977555143,-1.39883084185497,0,6.690751993722173,ns
LCP1,162,249,194,177,165,126,0.760972276070171,0.919142377254219,11001.0,-0.0753197197885853,0.247595870819709,171.304753985584,-0.304204264551046,0,7.420421378886407,ns
LDAH,130,209,65,105,186,32,0.943053269193975,0.985926779259035,12749.0,-0.0332514832396114,0.465492909637449,111.714533513423,-0.0714328458096375,0,6.803673075361424,ns
LDB1,70,71,40,62,50,32,0.916539332504945,0.976657509991222,12507.0,-0.0500512816967716,0.477616262679229,51.3347693017631,-0.104793922669225,0,5.6818643965105755,ns
LDHB,1889,2360,1703,1851,1868,1305,0.556063849316577,0.826483558762313,8777.0,0.0490731685091545,0.0833588099897735,1758.26446292292,0.588698045415653,0,10.779936369166176,ns
LDLR,58,95,85,118,90,39,0.491414631672816,0.786613591012638,8121.0,0.287721212400913,0.418162615070315,77.0228412866467,0.688060582251075,0,6.267214438413695,ns
LDLRAD3,116,166,106,121,81,82,0.647795850760045,0.872043379392472,9778.0,-0.144515366882609,0.316346377095658,106.571404190282,-0.456826369277212,0,6.73567656814141,ns
LDLRAD4,5,52,31,10,53,21,0.733858284241038,0.910548269777429,10617.0,0.300495485567005,0.883816314101658,27.6512365762823,0.339997667810012,0,4.7892720947896175,ns
LDLRAP1,59,102,107,34,49,15,0.0183838402356303,0.135728941997499,1629.0,-1.20924970237073,0.512873122643199,56.4331983406126,-2.35779503542437,0,5.818472211249409,ns
LDOC1,95,146,118,60,111,228,0.198483900617846,0.521997814870314,4626.0,0.583507286600786,0.453779457886928,130.898097586667,1.28588299108547,0,7.032300319737591,ns
LEF1,257,221,185,176,146,126,0.261102018446858,0.593403471674464,5444.0,-0.283121701992077,0.251934648700427,177.398021191983,-1.12379025057699,0,7.470846106784417,ns
LEMD2,162,151,167,104,90,215,0.716868492696145,0.905001594794754,10446.0,0.142264091872395,0.392293435883649,150.200355495239,0.362647138237075,0,7.23074441721154,ns
