rownames(count),DMSO.P0.1,DMSO.P0.2,DMSO.P0.3,TPG.P0.1,TPG.P0.2,TPG.P0.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
AFF3,60,63,82,42,48,76,0.944474891305768,0.986456245235813,12759.0,0.0343550269235259,0.493275957757161,62.1192393094538,0.0696466681241311,0,5.956968257980283,ns
AFF4,201,69,132,158,108,57,0.751751882457428,0.916876573401834,10843.0,-0.134251848682428,0.424404132095733,116.662726653714,-0.316330211064356,0,6.866199888255749,ns
AFG3L2,321,416,229,503,341,299,0.005360728874996,0.0605560496676024,1064.0,0.542303101860753,0.194756519776541,340.696083066859,2.78451834363737,0,8.412341550850012,ns
AFMID,229,289,276,236,165,270,0.749331601375285,0.916154434252369,10819.0,0.0869132593068251,0.27201124989875,241.037239309076,0.319520826212801,0,7.913112244180866,ns
AFTPH,230,288,178,317,294,246,0.0025200806617628,0.0361251610477019,839.0,0.610773009171049,0.202181137337948,254.046314058511,3.02091984055929,0,7.988947722093449,up
AGA,47,73,76,115,66,85,0.0753806090024645,0.318423155505153,2846.0,0.728392390291852,0.40963689774927,76.6973800292357,1.77814155485985,0,6.2611053912154775,ns
AGAP1,151,168,169,121,209,37,0.636753711597236,0.866414400880186,9682.0,-0.193500082293401,0.409747290292689,134.701085094262,-0.472242494038657,0,7.0736176623552325,ns
AGAP3,180,185,203,181,204,128,0.649247824572354,0.872043379392472,9794.0,0.118347846149467,0.260215319387852,175.377788045921,0.454807374246361,0,7.45432222886182,ns
AGAP6,9,13,7,33,5,46,0.0450305830783393,0.23685136883826,2285.0,1.94666282111822,0.971209963761217,20.2498889270399,2.0043686676971,0,4.339842089558788,ns
AGBL5,13,52,52,15,30,1,0.229512393714776,0.558435273964721,5044.0,-1.14164134832974,0.95008844852075,24.7763565203104,-1.2016158601941,0,4.630892142876281,ns
AGFG1,194,222,192,124,71,90,0.0062565491189411,0.0676686297243755,1112.0,-0.801526356338614,0.293167275629898,140.249496737912,-2.73402396163234,0,7.131851783745896,ns
AGGF1,636,766,668,484,362,488,0.0890280717186019,0.347951041954951,3077.0,-0.313990843604661,0.184641078356814,547.690047944286,-1.70054706351899,0,9.097215855220831,ns
AGK,7,12,32,7,7,18,0.758167988149545,0.918733118223976,10967.0,-0.342715223645476,1.1131185823833,14.145706471079,-0.307887433620673,0,3.8222923251295207,ns
AGL,93,86,70,104,55,78,0.568544381392562,0.833028316184674,8944.0,0.224705980298392,0.39408511315993,79.1881993563674,0.5701965712346,0,6.307213550463716,ns
AGO1,81,115,98,56,98,48,0.530337977580875,0.813622557794521,8512.0,-0.251047369900336,0.40008175713776,78.9857671102462,-0.627490170250111,0,6.30352080426068,ns
AGO2,313,340,225,267,165,146,0.163301112336035,0.47310912212843,4159.0,-0.322501864731974,0.231340910782796,229.036515601447,-1.39405461680217,0,7.839433817255929,ns
AGO3,114,153,103,98,144,64,0.96740718470827,0.990923551720349,12989.0,0.0138076135350939,0.337921617069335,107.456308638811,0.0408604032344603,0,6.7476063740272005,ns
AGO4,16,17,20,6,11,1,0.261462663545994,0.593658949304828,5451.0,-1.36019200527875,1.21127674611684,10.9132934981302,-1.12294073971064,0,3.4480146499286484,ns
AGPAT2,151,144,121,174,118,77,0.803767568425466,0.938834361520826,11354.0,0.0760971116005651,0.306257659506943,125.09466560804,0.248474149913759,0,6.966876459974604,ns
AGPAT3,357,634,435,441,338,205,0.200602115646892,0.524259375246668,4656.0,-0.260064891631364,0.203201413933489,376.712711139247,-1.27983800209425,0,8.557320903676342,ns
AGPAT4,38,17,2,63,31,11,0.24144759674594,0.570172834491148,5222.0,1.0885125457317,0.929259576000208,25.6858202453447,1.17137619438582,0,4.682900240014566,ns
AGPS,60,192,102,59,34,5,0.005925859625731,0.0651245663132864,1094.0,-1.62363781942597,0.590015574612595,65.96352896715,-2.75185586497789,0,6.043596678126315,ns
AGTPBP1,37,51,16,22,43,6,0.73659026680919,0.910948189091427,10654.0,-0.269385571516794,0.800855811718835,26.7206705460094,-0.336372125387497,0,4.739884307087956,ns
AGTRAP,130,139,87,102,70,103,0.917903406881284,0.976978177792587,12522.0,-0.0363990680380875,0.35313170449723,102.015438055427,-0.103075049831367,0,6.672643682370245,ns
AHCTF1,30,45,46,84,61,6,0.487547136285613,0.784519497071945,8064.0,0.483255631984616,0.696117706382464,42.554080299841,0.694215400001768,0,5.411225566307816,ns
AHCY,132,256,193,301,275,191,0.0043360538424495,0.0525702818176827,992.0,0.692721010893967,0.242836827227577,219.775135784204,2.85261926208901,0,7.779884366280684,ns
AHCYL1,573,744,606,432,445,302,0.0048006354023024,0.0562741149936564,1026.0,-0.419161869891226,0.148632868808031,490.186030167905,-2.82011558582375,0,8.937185559139268,ns
AHCYL2,6,54,9,15,14,5,0.552838642537742,0.825792152388561,8732.0,-0.646771228723904,1.08973596500225,14.9215052638512,-0.593511868466751,0,3.899321175195902,ns
AHDC1,23,102,42,19,32,5,0.091062626270801,0.352044424994832,3111.0,-1.273309310391,0.753518253885398,32.6676173526018,-1.68981879845032,0,5.02978932900405,ns
AHI1,108,140,183,186,118,91,0.744653572930965,0.914058840747164,10780.0,0.107598930205137,0.330365069902694,133.32681735728,0.325697054585187,0,7.0588231830832076,ns
AHNAK,9,38,4,5,4,5,0.284956214762705,0.619965339173491,5722.0,-1.41114086767537,1.31974605319498,9.30604055559325,-1.06925181875644,0,3.2181674743534634,ns
AHR,85,71,90,119,118,27,0.535762827868615,0.816371408941573,8572.0,0.28725099027959,0.46388186186373,81.3110929437805,0.61923307181166,0,6.345380281668217,ns
AHSA1,376,476,433,466,482,288,0.222159655920538,0.549324461709768,4959.0,0.214026703855428,0.175315967143108,406.616486248646,1.22080553952466,0,8.667524900154085,ns
AIF1L,74,177,105,21,108,144,0.894683197671811,0.969314548920921,12317.0,0.0716924065790373,0.541562471199162,104.294207453357,0.1323806770072,0,6.704515221933611,ns
AIFM1,296,300,233,293,331,354,0.011357056618862,0.100066901065974,1365.0,0.569005454464893,0.224768639079641,301.274657802778,2.53151621505027,0,8.234935513221837,ns
AIFM2,18,98,60,81,68,98,0.0938517232907334,0.357682006551271,3155.0,0.87292641121196,0.52101924325859,70.6832885391091,1.67542067304933,0,6.143297257706959,ns
AIG1,194,239,281,233,159,226,0.742103660671992,0.912792056340974,10758.0,0.091657978832912,0.278537404506032,219.134531146495,0.329068833665129,0,7.775673031421222,ns
AIMP1,82,100,201,125,100,77,0.759605802531057,0.91910306912222,10980.0,-0.123161247647155,0.402489735737545,111.834886335394,-0.305998480735086,0,6.805226489691977,ns
AIMP2,589,704,464,792,597,411,0.0386224445786943,0.21465440894083,2164.0,0.311755020032365,0.150738315160624,569.607243413146,2.06818697489199,0,9.153823682233847,ns
AIP,96,104,96,68,124,63,0.851804980125785,0.957443293083711,11775.0,0.0708869735269769,0.379448288887411,89.2016806354307,0.186815899828739,0,6.478998986888997,ns
AJUBA,113,96,69,115,107,117,0.0789395769132843,0.327381479840024,2900.0,0.604898609306988,0.344304254217863,102.544869655214,1.75687230667859,0,6.680111505013965,ns
AK1,56,71,64,87,45,34,0.933070319978499,0.981547864810759,12667.0,0.0391228749325954,0.465845383612666,56.6374707240889,0.0839825322067046,0,5.82368493489709,ns
AK2,676,804,550,768,764,622,0.0019045090656544,0.0294794472749374,777.0,0.392265705904383,0.126344428103274,681.176223876583,3.10473292564786,0,9.411884269104187,ns
AK3,323,287,192,157,154,84,0.004869370795074,0.056913432995486,1029.0,-0.751593181109585,0.266943575958813,185.96897620871,-2.81555073355857,0,7.538918157328764,ns
AK4,93,156,86,101,58,55,0.351123032717584,0.680820416336923,6527.0,-0.345119212818168,0.370135491305846,85.4989451125022,-0.932413186318826,0,6.417834714998761,ns
AKAP1,319,399,361,301,238,221,0.262340816966971,0.594722631167294,5459.0,-0.218043384741993,0.194529512565154,294.276738084378,-1.12087560322737,0,8.20102969475541,ns
AKAP10,173,295,176,221,140,50,0.238724476488843,0.568292166326356,5168.0,-0.409700776439902,0.3477401135571,161.373995446791,-1.17818094740062,0,7.334264304557733,ns
AKAP11,33,80,36,41,49,30,0.96495256448201,0.990511313023058,12963.0,0.0240948145175017,0.548362406611883,42.2954724640891,0.0439395812458665,0,5.402431332625115,ns
AKAP12,91,87,97,108,103,104,0.153831599864352,0.460575716098722,4024.0,0.488928610029917,0.342836582721483,98.1111670383533,1.42612729991862,0,6.616345448599571,ns
AKAP13,173,216,187,305,368,204,8.73222558048195e-05,0.0025376057864397,413.0,0.883181672012983,0.225108455378322,239.525930185755,3.92336072196262,0,7.904038034986395,up
AKAP5,35,47,11,62,1,1,0.746977085312592,0.915229564492109,10798.0,-0.376410741786744,1.16670250261216,22.9308978430968,-0.322627868667452,0,4.519220938616551,ns
AKAP8,301,297,282,387,232,129,0.959888447166047,0.9901399903953,12904.0,-0.0131179942451391,0.260828453332229,257.62102990325,-0.0502935706497871,0,8.009106556902571,ns
AKAP9,768,873,606,979,516,302,0.795450162882568,0.934813280143507,11288.0,-0.0906548676466595,0.349694914604696,632.318409337304,-0.259239879851093,0,9.304507412565156,ns
AKIP1,232,222,157,272,263,243,0.0037838542098868,0.0481061464929271,946.0,0.65810143610165,0.227273172152803,229.758685307962,2.8956406507108,0,7.8439755888902924,up
AKIRIN1,1669,1967,1466,967,774,827,4.275643204513571e-09,3.47453789328951e-07,148.0,-0.679549933348145,0.115704302820963,1206.96124923501,-5.87316043379699,0,10.237163642251355,down
AKIRIN2,193,251,212,221,168,125,0.737751333401287,0.911650456546968,10661.0,-0.0797665011168725,0.238227969462427,186.350050227001,-0.334832644952939,0,7.541871397691692,ns
AKR1A1,161,283,170,268,203,279,0.0141590174844672,0.114623673657656,1485.0,0.641559371521701,0.261519008382634,225.692786534673,2.45320359498695,0,7.818216498437563,ns
AKR1B1,348,286,228,304,350,313,0.0335682685852088,0.196361418415327,2056.0,0.475252823595652,0.223625246674951,302.53328579384,2.1252198965104,0,8.240950071361539,ns
AKR7A2,216,282,259,258,307,180,0.257599073522255,0.589449021547215,5406.0,0.254035346653793,0.224396176755663,243.247533222476,1.13208411269147,0,7.926281364459443,ns
AKT1,224,280,243,150,97,45,0.0002772186862521,0.0064018004674454,520.0,-1.12658348606302,0.309866365540368,159.040575149111,-3.63570755444335,0,7.313251069111944,down
AKT2,467,622,445,575,300,250,0.364328012110311,0.689999674754359,6694.0,-0.184565296328637,0.203456430534601,417.710782946031,-0.907148994227774,0,8.706360576038113,ns
ALAD,62,35,33,67,37,62,0.224196934994359,0.551609844453491,4985.0,0.653540248036842,0.53769687909634,49.6534363760105,1.21544363273075,0,5.633821661000986,ns
ALAS1,172,148,91,215,160,113,0.0805924821091393,0.331102761776566,2926.0,0.520452478003008,0.297868021854453,145.264648983444,1.74725865087094,0,7.182539847037023,ns
ALCAM,39,123,19,45,58,126,0.153392336350742,0.45996865743774,4017.0,0.86328662681948,0.604690240600443,69.06420169996,1.42765100022494,0,6.109866201845821,ns
ALDH16A1,41,47,59,73,131,1,0.627135613420357,0.862128501143797,9550.0,0.634447800404548,1.30608659531527,55.8678443879473,0.485762431587779,0,5.80394625112321,ns
ALDH18A1,204,334,356,237,192,300,0.89361133945624,0.969019925193329,12307.0,0.0386986973657725,0.289366350677516,267.558994961617,0.133735996860603,0,8.063713220931833,ns
ALDH1A2,290,405,278,496,284,273,0.050288666351719,0.251589762983413,2404.0,0.398913612761831,0.203787245943576,326.173516743294,1.95750038681165,0,8.349495838733871,ns
ALDH1B1,266,246,206,296,174,85,0.607964196687935,0.853437934760186,9344.0,-0.153789928340316,0.299796192428161,199.602526066494,-0.512981592910549,0,7.640986168568852,ns
ALDH2,71,78,39,165,14,79,0.214291643946498,0.53971495004213,4850.0,0.745556665434115,0.60035932778346,72.2497581162279,1.24185072327722,0,6.174920852533861,ns
ALDH3A2,400,345,285,154,188,84,7.82267221925771e-05,0.0023173221374633,406.0,-1.01518565633444,0.257024071908458,225.774209659036,-3.9497687854545,0,7.818736885265376,down
ALDH4A1,20,10,47,105,32,18,0.150193171102448,0.454662287653948,3980.0,1.09561922632953,0.761455061314984,37.767337475652,1.43884948960411,0,5.239067175036407,ns
ALDH5A1,208,224,124,193,139,69,0.493614702761614,0.787742713172169,8145.0,-0.21395807847885,0.312543320811528,148.954837007213,-0.684570951390998,0,7.218731162727822,ns
ALDH6A1,69,101,146,67,107,3,0.532018557293119,0.814306208298842,8531.0,-0.687419796052657,1.09999904504975,76.7294873696825,-0.624927629843137,0,6.261709211163055,ns
ALDH7A1,363,414,286,511,300,339,0.0376518197786384,0.210524610170936,2151.0,0.409776177273857,0.197138085301176,359.382597950092,2.07862512536746,0,8.489376742031226,ns
ALDH9A1,505,406,361,640,370,372,0.0583140803434171,0.274605890481706,2554.0,0.383906226449037,0.202767796475006,431.718569998362,1.8933293803208,0,8.75394734017971,ns
ALDOA,952,1015,761,1030,804,666,0.176732371326431,0.492023933365787,4347.0,0.158985422244148,0.117689853702787,841.500782862911,1.35088469602188,0,9.716820803495029,ns
ALDOC,16,10,21,4,70,12,0.274357067778706,0.6071079974706,5607.0,1.09693593986636,1.00352422780609,22.4657180196235,1.09308366402323,0,4.489653267000044,ns
ALG1,119,154,111,117,61,177,0.502982272744537,0.794814567979572,8227.0,0.27119157209245,0.404881537334259,123.308198709622,0.669804738141375,0,6.946124916883501,ns
ALG10B,73,66,72,126,54,43,0.509961126365741,0.801880008305547,8297.0,0.294506426007017,0.446968006970037,69.4831945041582,0.658898224066314,0,6.118592178661671,ns
ALG11,743,1038,693,1055,909,608,0.0050262978468894,0.0579590452584274,1043.0,0.342624753269659,0.122132904449876,810.225248151229,2.8053435297633,0,9.662179232605816,ns
ALG12,43,121,47,104,72,27,0.653360812175873,0.873884618331765,9838.0,0.227415525130751,0.50638261393432,63.7214332837223,0.449098209284586,0,5.9937068125990285,ns
ALG13,293,449,384,555,551,357,0.0001927455855762,0.0047679827384048,486.0,0.658001895858186,0.176486581127637,423.245793806854,3.72833952391153,0,8.72535192054385,up
ALG14,173,165,122,178,152,71,0.872763382492657,0.961553263929386,12128.0,0.0493985167463758,0.308452699071561,136.344165029865,0.160149406683957,0,7.091109149928124,ns
ALG2,345,501,402,362,458,379,0.173329352690005,0.486820169870711,4301.0,0.26104349391384,0.191720512337822,399.777629690733,1.36158354017888,0,8.643053935401065,ns
ALG3,225,351,181,248,195,267,0.297653681398559,0.633719388596295,5862.0,0.268586284391479,0.257889500843704,238.598254667474,1.04147816608578,0,7.898439679615119,ns
ALG5,323,463,374,479,320,394,0.0750445294420479,0.317542357290046,2842.0,0.350738653803186,0.197022925633971,384.685046944676,1.78019209020776,0,8.58753394163948,ns
ALG6,63,47,29,43,21,1,0.267703042817839,0.600705009841884,5525.0,-0.939419391686563,0.847570152536068,30.7083428918533,-1.10836771313344,0,4.940558757438572,ns
ALG8,62,177,82,97,49,2,0.414247163420445,0.730949330172783,7271.0,-0.917143726639346,1.12334163909103,68.8406712876795,-0.816442384688483,0,6.105189260520626,ns
ALG9,65,116,86,69,89,74,0.743385574546699,0.913744970385146,10766.0,0.125336190635238,0.382854065474511,80.8689513349384,0.327373278588268,0,6.337513998370512,ns
ALKBH1,44,72,36,84,70,44,0.132737998588164,0.429029066879268,3724.0,0.679809634503851,0.452183896472156,56.3018942095338,1.50339196023473,0,5.81511155574935,ns
ALKBH2,162,289,287,254,69,172,0.438707058143191,0.749107712631737,7535.0,-0.285122922632403,0.36819586615188,197.303890946172,-0.77437839162157,0,7.624275596892436,ns
ALKBH3,185,201,127,199,77,102,0.627152428411664,0.862128501143797,9551.0,-0.160493862348546,0.330411919678047,140.667902539581,-0.485738718218554,0,7.136149363198533,ns
ALKBH4,485,666,368,559,358,338,0.875829492982603,0.962093546256521,12158.0,0.0281188067591427,0.179950904629991,439.991845264901,0.15625821285511,0,8.78133297510441,ns
ALKBH5,735,1025,778,460,489,400,1.76136193238789e-05,0.0006725047606612,315.0,-0.603312006455297,0.140528170582398,611.874806665434,-4.2931748414212,0,9.257092688641638,down
ALKBH6,91,169,135,110,82,218,0.267538526439596,0.600705009841884,5517.0,0.459086745546957,0.414058360250422,136.484622440593,1.10874888571095,0,7.092594603348889,ns
ALKBH7,45,52,56,57,38,52,0.627362284867095,0.862279744508338,9552.0,0.241345376821144,0.497165436189244,49.4268479975513,0.485442790776142,0,5.627223002107632,ns
ALKBH8,148,190,89,103,187,179,0.137340002385887,0.435483313655436,3799.0,0.515098475064656,0.346687926296934,148.438349120654,1.48576986965355,0,7.2137200508629125,ns
ALMS1,97,102,78,147,88,16,0.938503895558949,0.983650226744007,12710.0,0.0393814097050577,0.510449815806954,81.7091719607112,0.0771504043797152,0,6.352426126740961,ns
ALS2,75,89,75,65,118,86,0.20772438672929,0.532011444884809,4755.0,0.491907212708711,0.390449811741229,84.2286071539726,1.25984748338084,0,6.39623840406655,ns
ALX1,69,96,74,123,154,88,0.0068114285964662,0.0711120240709202,1152.0,0.900463159797267,0.332774533743917,99.5705421574483,2.7059256898853,0,6.637647080460431,ns
ALX4,37,33,41,9,35,56,0.736424108607559,0.910948189091427,10651.0,0.246483603939109,0.732290831913371,36.3284345206389,0.336592502865402,0,5.183027292791257,ns
ALYREF,259,491,298,348,325,272,0.392802043907109,0.712677958859633,7035.0,0.17310975241702,0.202574903453299,319.460271185669,0.854546883478727,0,8.319492715227815,ns
AMACR,94,108,69,229,88,62,0.075068278559057,0.317542357290046,2843.0,0.71350028224415,0.400832284287713,103.282908346615,1.78004694285555,0,6.690457720998795,ns
AMD1,1399,1766,1265,942,933,648,1.59568492823705e-07,1.03179046408102e-05,186.0,-0.519395370448317,0.0990992769020743,1091.31313784996,-5.24116206177329,0,10.091849407958282,ns
AMDHD2,36,68,27,48,28,22,0.855088721689117,0.958068617542133,11809.0,-0.110422289813914,0.60462454760269,35.4707358236133,-0.182629518188988,0,5.148557353496154,ns
AMFR,139,169,190,148,90,68,0.1483906820978,0.451364373695052,3960.0,-0.46370155439246,0.320847596359496,127.069898369483,-1.44523929633215,0,6.989478500082681,ns
AMIGO1,28,9,15,4,21,14,0.91668234682707,0.976657509991222,12510.0,-0.110948440181875,1.06055368324913,15.1978220185054,-0.104613695595277,0,3.9257926824877725,ns
AMIGO2,37,42,20,17,16,5,0.177740489188358,0.493772519203246,4356.0,-1.12169345783749,0.832274394969884,20.6460420156825,-1.34774476376638,0,4.367793328752415,ns
AMIGO3,24,7,14,33,24,51,0.0456175187610869,0.238229221945111,2303.0,1.57947936558418,0.790168229597932,27.3272697340481,1.99891530236274,0,4.772269422369695,ns
AMMECR1L,109,168,192,257,366,195,0.0001645047961771,0.0042319114340833,467.0,1.07044444043746,0.284081830796103,214.937585187085,3.76808484174322,0,7.7477739723160814,up
AMN1,30,18,22,27,18,10,0.868514196752688,0.960305998538449,11954.0,-0.137526405912406,0.83074404334404,19.9284541162449,-0.165546063211977,0,4.316757897120192,ns
AMOT,28,75,53,135,34,15,0.509033937289292,0.800909362085076,8291.0,0.42638235913501,0.645698608130857,52.3383197148846,0.660342695130295,0,5.709795703302437,ns
AMOTL1,254,243,152,125,125,102,0.0346209283679341,0.199663395444228,2084.0,-0.576578372119603,0.27290233639913,157.399972594835,-2.11276451395541,0,7.298291479430168,ns
AMOTL2,240,334,313,391,292,187,0.307565191009958,0.643207538215399,5974.0,0.22539057045059,0.22089657980759,281.805768926841,1.02034431971249,0,8.138557335549155,ns
