rownames(count),DMSO.Total.1,DMSO.Total.2,DMSO.Total.3,TPG.Total.1,TPG.Total.2,TPG.Total.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
PCDH18,29,29,39,51,25,45,0.638854394938553,0.814321120474553,11168.0,0.219965650972124,0.468708955861731,36.1128111457071,0.469301147804425,0,5.17443882390044,ns
PCDH19,27,27,21,25,54,9,0.848042814526636,1.0,13653.0,0.117623989233873,0.613851855704245,26.7830660489023,0.191616247700234,0,4.74324922061117,ns
PCDH7,2658,2284,2778,2863,2571,2500,0.438563615349441,0.668198558055743,8779.0,-0.057206596442201,0.0738510739911958,2593.74397459026,-0.774621049505942,0,11.340820364553071,ns
PCDH9,580,576,534,666,622,532,0.957291297993836,0.980622799013978,14701.0,0.0063737861204387,0.119018268389125,581.079821662109,0.0535530066661698,0,9.182592546874744,ns
PCDHA1,57,59,44,21,28,22,0.0035961387761163,0.0235381701377755,1705.0,-1.26859537542768,0.435707907717849,38.8431684410001,-2.9115729895111,0,5.279588981218124,down
PCDHA10,48,43,41,15,28,22,0.0195515645655481,0.0855843526191443,2612.0,-1.11161712033639,0.476099069346824,33.0709332230021,-2.33484413624553,0,5.047491852155147,ns
PCDHA11,34,26,41,10,17,18,0.0250210419167311,1.0,2820.0,-1.25155412052729,0.558460831711538,24.5762483359899,-2.24107770761935,0,4.619192794155219,ns
PCDHA12,34,19,38,9,16,18,0.051638691947155,1.0,3569.5,-1.15853402901811,0.595300354337192,22.4753614816282,-1.94613361234771,0,4.490272414344928,ns
PCDHA13,34,19,38,9,16,18,0.051638691947155,1.0,3569.5,-1.15853402901811,0.595300354337192,22.4753614816282,-1.94613361234771,0,4.490272414344928,ns
PCDHA2,57,59,44,21,28,22,0.0035961387761163,0.0235381701377755,1705.0,-1.26859537542768,0.435707907717849,38.8431684410001,-2.9115729895111,0,5.279588981218124,down
PCDHA3,57,59,44,21,28,22,0.0035961387761163,0.0235381701377755,1705.0,-1.26859537542768,0.435707907717849,38.8431684410001,-2.9115729895111,0,5.279588981218124,down
PCDHA4,57,59,44,21,28,22,0.0035961387761163,0.0235381701377755,1705.0,-1.26859537542768,0.435707907717849,38.8431684410001,-2.9115729895111,0,5.279588981218124,down
PCDHA5,57,59,44,21,28,22,0.0035961387761163,0.0235381701377755,1705.0,-1.26859537542768,0.435707907717849,38.8431684410001,-2.9115729895111,0,5.279588981218124,down
PCDHA6,57,59,44,21,28,22,0.0035961387761163,0.0235381701377755,1705.0,-1.26859537542768,0.435707907717849,38.8431684410001,-2.9115729895111,0,5.279588981218124,down
PCDHA7,57,59,44,21,28,22,0.0035961387761163,0.0235381701377755,1705.0,-1.26859537542768,0.435707907717849,38.8431684410001,-2.9115729895111,0,5.279588981218124,down
PCDHA8,57,59,44,21,28,22,0.0035961387761163,0.0235381701377755,1705.0,-1.26859537542768,0.435707907717849,38.8431684410001,-2.9115729895111,0,5.279588981218124,down
PCDHA9,57,59,44,21,28,22,0.0035961387761163,0.0235381701377755,1705.0,-1.26859537542768,0.435707907717849,38.8431684410001,-2.9115729895111,0,5.279588981218124,down
PCDHAC1,31,19,38,9,16,17,0.0558136532350952,1.0,3669.0,-1.1480138678681,0.60027251158621,21.8268573581394,-1.91248782129719,0,4.448032520213473,ns
PCDHAC2,28,19,35,9,12,9,0.0144999731779181,1.0,2409.0,-1.54399346951593,0.631585054048427,18.8325168394759,-2.44463268980006,0,4.2351539142334635,ns
PCDHGA1,586,504,578,514,441,370,0.0011363107169549,0.0097106891985506,1305.0,-0.432129323417374,0.132782990057106,497.226726218397,-3.254402715525,0,8.957760033925528,ns
PCDHGA10,505,423,501,408,382,306,0.0006280764907851,0.0062141507345863,1127.0,-0.481647021713621,0.140865788960526,419.719449080508,-3.41919088564924,0,8.713281506565103,ns
PCDHGA11,493,422,498,407,382,287,0.0007780796509642,0.0072705910819478,1193.0,-0.493874816386388,0.146965681823682,413.722677525096,-3.36047715533278,0,8.692520228460468,ns
PCDHGA12,441,357,394,302,276,228,1.46424588435078e-05,0.0002673452888516,606.5,-0.661423442985216,0.152612722201301,332.564458974685,-4.33399937727851,0,8.377490186419347,down
PCDHGA2,575,504,578,511,441,365,0.0012656188068141,0.0104769831278481,1347.0,-0.432067452534157,0.134029934774355,494.162093808866,-3.22366382749915,0,8.9488405384192,ns
PCDHGA3,572,504,578,511,441,365,0.0013691485132547,0.0111114028789694,1373.0,-0.429609511672227,0.134207795349267,493.683186071949,-3.20107718448245,0,8.94744170018958,ns
PCDHGA4,563,500,574,508,437,354,0.0015056615405095,0.0120160666866977,1397.0,-0.435331057430125,0.137173056922933,487.864313430263,-3.17359011452739,0,8.930336145840139,ns
PCDHGA5,562,499,554,495,437,342,0.001239128484886,0.0103347598127118,1337.0,-0.44376253135895,0.137399823161954,479.995009694537,-3.22971690317158,0,8.906875596595249,ns
PCDHGA6,562,498,554,495,429,342,0.0010090536906005,0.0088759944685866,1267.0,-0.451861164158017,0.137427772971061,478.546412479312,-3.28799015213008,0,8.902515043026414,ns
PCDHGA7,554,495,554,491,429,336,0.0011080864585558,0.0095481971997253,1291.5,-0.453971946697158,0.139189429721764,475.095750871254,-3.26154038855275,0,8.892074493504364,ns
PCDHGA8,554,495,554,491,429,336,0.0011080864585558,0.0095481971997253,1291.5,-0.453971946697158,0.139189429721764,475.095750871254,-3.26154038855275,0,8.892074493504364,ns
PCDHGA9,514,455,521,455,403,318,0.0017897509890789,0.0137020867101834,1457.0,-0.442963441320523,0.141835893332621,443.013587925673,-3.12307012641522,0,8.791207138966644,ns
PCDHGB1,441,357,394,302,276,228,1.46424588435078e-05,0.0002673452888516,606.5,-0.661423442985216,0.152612722201301,332.564458974685,-4.33399937727851,0,8.377490186419347,down
PCDHGB2,562,499,560,496,437,342,0.0011528142616261,0.0097989212238226,1312.0,-0.44812228844008,0.137870855833168,481.197883916462,-3.25030468355354,0,8.91048648800372,ns
PCDHGB3,441,357,394,302,276,228,1.46424588435078e-05,0.0002673452888516,606.5,-0.661423442985216,0.152612722201301,332.564458974685,-4.33399937727851,0,8.377490186419347,down
PCDHGB4,554,495,554,491,429,336,0.0011080864585558,0.0095481971997253,1291.5,-0.453971946697158,0.139189429721764,475.095750871254,-3.26154038855275,0,8.892074493504364,ns
PCDHGB5,554,495,554,491,429,336,0.0011080864585558,0.0095481971997253,1291.5,-0.453971946697158,0.139189429721764,475.095750871254,-3.26154038855275,0,8.892074493504364,ns
PCDHGB6,511,454,513,423,398,313,0.0005021568036555,0.0051918778698965,1077.0,-0.482695587497537,0.138721443458791,434.400846819649,-3.4796032643715,0,8.762883105304931,ns
PCDHGB7,493,422,498,407,382,294,0.0008200691745389,0.0075485803536959,1211.0,-0.484014483452954,0.144657657592382,414.909852231098,-3.34593060269796,0,8.696654104868571,ns
PCDHGC3,475,378,440,359,350,262,0.000678396572381,0.0065600003048795,1153.0,-0.511045594015985,0.150388722986969,376.077145770573,-3.39816432951735,0,8.55488482615751,ns
PCDHGC4,441,357,394,302,276,228,1.46424588435078e-05,0.0002673452888516,606.5,-0.661423442985216,0.152612722201301,332.564458974685,-4.33399937727851,0,8.377490186419347,down
PCDHGC5,453,374,410,336,324,248,0.0002945459041473,0.0033883461989012,969.0,-0.544174770544492,0.150322439084424,356.569114397105,-3.62005016588957,0,8.478037933579252,ns
PCED1A,737,673,572,588,712,583,0.184868165425342,0.402475290132716,5685.0,-0.167839269921527,0.126583822467396,641.243589403162,-1.32591405955335,0,9.32472868775368,ns
PCF11,178,181,235,113,106,86,6.17122437508468e-06,0.000131367892973,521.0,-1.06642134891688,0.235911142718165,150.93923078389,-4.52043653652636,0,7.237824016855351,down
PCGF1,21,17,27,31,44,9,0.679951399799902,1.0,11733.0,0.254123544997078,0.616013099608548,24.4049202027609,0.412529449712293,0,4.609100129418822,ns
PCGF3,393,418,384,367,357,384,0.161243706583366,0.370210214432666,5365.0,-0.205763670405959,0.146879532247282,383.445849474264,-1.40090091013867,0,8.582879043354419,ns
PCGF5,409,353,417,483,617,284,0.527506556307523,0.737605527342212,9840.0,0.125127894305531,0.198044564072271,422.094944660099,0.631816858451458,0,8.721423740327184,ns
PCGF6,614,534,605,792,731,693,0.0260144550802253,0.104734657733757,2865.0,0.241794534636728,0.108623081053658,655.268442210795,2.22599591441607,0,9.35594224284828,ns
PCID2,571,530,537,761,637,712,0.0214782109627968,0.0916574933116847,2685.0,0.270009686462608,0.117422525442016,619.352606094017,2.29947095283638,0,9.274617179553289,ns
PCIF1,50,15,33,27,52,28,0.918396834709549,0.964204217230399,14343.0,0.0538720817449712,0.525820568531169,33.5986166376854,0.10245335570546,0,5.070329928753405,ns
PCLAF,4958,4133,4573,4267,4325,3819,2.16525660263956e-05,0.000376747861221,638.0,-0.233510184545637,0.0549806919455671,4326.04491020354,-4.24713069775151,0,12.078832927167623,ns
PCLO,99,37,107,79,78,69,0.609044446182076,0.795224934964388,10790.0,-0.188511653455539,0.368591465570832,77.3946860839256,-0.511437922643146,0,6.274162609273221,ns
PCM1,1407,1273,1398,1781,1513,1461,0.139918409870769,0.338469005878275,5046.0,0.123174087540804,0.0834459119588119,1460.06565423572,1.47609492963061,0,10.51181752836372,ns
PCMT1,3045,2944,3019,3084,2994,2630,0.0196777876894436,0.0860012287954775,2616.0,-0.148403698787622,0.0636260651625667,2939.89241016576,-2.33243558922662,0,11.52154764307049,ns
PCMTD1,212,196,267,260,246,241,0.800276859926716,0.905830767990975,13073.0,0.0477326022915582,0.188674756787509,235.721755175754,0.2529888105027,0,7.880941103372525,ns
PCMTD2,324,283,251,326,275,257,0.561055230734124,0.762427973605032,10263.0,-0.0963123993874638,0.165691668989338,283.959122994471,-0.58127484607365,0,8.149539452963632,ns
PCNA,3129,3503,3199,3086,3390,3228,0.154115822910822,0.359330136714745,5256.0,-0.117872033665383,0.0827089074343506,3250.22659084016,-1.4251431595677,0,11.666324584368137,ns
PCNP,1487,1273,1441,1388,1521,1492,0.776910324123505,0.892433930887317,12736.0,-0.0248641340791145,0.0877513213186322,1426.53629728762,-0.283347688735429,0,10.478300740485073,ns
PCNT,613,486,596,625,718,722,0.125012215102512,0.31298164182521,4840.0,0.19580719507522,0.127638948764292,622.080843659051,1.53407088487397,0,9.28095827039919,ns
PCNX1,199,190,231,200,132,222,0.272808844029035,0.509754414671995,6825.0,-0.254767130106132,0.232320970222267,195.762522400374,-1.09661702024742,0,7.61296078555204,ns
PCNX2,953,732,822,956,792,817,0.573395617010492,0.771266781101839,10436.0,-0.0596533242552827,0.105945319306501,838.974523551691,-0.563057666405296,0,9.712483191972982,ns
PCNX3,26,26,43,14,22,11,0.0503103616798563,1.0,3537.0,-1.12258125362389,0.573531008984432,23.8684683290426,-1.95731570924417,0,4.577034084642043,ns
PCNX4,596,526,622,606,524,685,0.811334699112677,0.911662597581966,13189.0,-0.0330818574729755,0.138589144601831,591.196372428,-0.238704536116593,0,9.207493606930996,ns
PCOLCE,105,66,45,118,127,56,0.292640022852031,0.530820319357413,7079.0,0.384752261011141,0.365613224442218,84.2970681001673,1.05234776887002,0,6.397410549175643,ns
PCOLCE2,535,379,511,446,538,423,0.45668579104254,0.683350617969083,8997.0,-0.109767600798616,0.147474613906357,468.714927419288,-0.744315227489366,0,8.87256693161715,ns
PCSK1N,146,149,98,141,91,118,0.330645093171223,0.568011634059695,7565.0,-0.263893108364082,0.271267424307056,123.44130676622,-0.972815328040914,0,6.947681429439937,ns
PCSK5,255,254,213,260,225,256,0.750162351842127,0.880104868716916,12444.0,-0.0574678581873512,0.180475165505619,242.832223195325,-0.318425297055965,0,7.923816065896849,ns
PCSK6,1281,1147,1297,1332,1205,1136,0.169938402720763,0.382325846804045,5483.0,-0.117960718877744,0.085952031225183,1226.65118116943,-1.37240175940348,0,10.260509337458746,ns
PCSK7,219,157,133,169,174,145,0.505877426811654,0.721873607897366,9569.0,-0.149461357518279,0.224662499585591,164.694608994433,-0.665270607217373,0,7.363649521376402,ns
PCTP,161,189,182,267,157,189,0.670793459499099,0.834622046481506,11589.0,0.0973612708188617,0.22905339299221,189.600088952022,0.425059282235443,0,7.566815830860111,ns
PCYOX1,925,773,894,655,674,510,1.89323098440449e-07,6.21797549049532e-06,338.0,-0.593355631692625,0.113898187105599,737.512832018821,-5.20952656728859,0,9.52652434087062,down
PCYOX1L,322,240,304,235,229,196,0.0052662321341964,0.0318933131051361,1856.0,-0.485983526842959,0.174170105076513,253.533627026216,-2.79028095337869,0,7.986033299238296,ns
PCYT1A,448,431,439,541,599,459,0.174812769605625,0.388585613814987,5552.0,0.179061113699211,0.131963316000642,481.98713851505,1.35690068365924,0,8.91285083944963,ns
PCYT2,259,254,179,189,242,202,0.281413322674747,0.519527980915402,6928.0,-0.222039529751401,0.206136154970982,220.158724940787,-1.07714985652399,0,7.782400209517988,ns
PDAP1,1450,1588,1460,1345,1331,1269,0.001396629438281,0.0112825378317898,1380.0,-0.289459592782746,0.0905878508802188,1406.302694771,-3.19534672663212,0,10.457691440412553,ns
PDCD10,583,397,416,470,611,468,0.679257207866261,0.839318150548015,11724.0,0.0633248349124034,0.153152032144992,485.901501937321,0.413476948529501,0,8.924520081654034,ns
PDCD11,1166,850,1087,1425,1348,1273,0.0025616235267289,0.0182185053566319,1570.0,0.29090937798956,0.0964564654643404,1178.11022317673,3.01596556113813,0,10.202258807694129,ns
PDCD2,2258,2090,2085,2037,2107,2037,0.0283527115218728,0.1115320519505,2941.0,-0.152263367360567,0.0694514526367046,2094.75621856172,-2.19237124034029,0,11.032566641839077,ns
PDCD2L,1772,1444,1287,1995,2041,1725,0.0033948594377224,0.0226752915873388,1674.0,0.262550772137875,0.0896224536334417,1691.12385381158,2.92952001974544,0,10.723766607766835,ns
PDCD4,755,654,589,691,727,635,0.629327049258525,0.808000808248213,11070.0,-0.0545800487188822,0.113078434739381,670.67113806459,-0.482674250352655,0,9.389461707636219,ns
PDCD5,6034,5695,5060,5155,5247,4845,9.06093814853202e-05,0.001286259263259,784.0,-0.234606880569966,0.0599335028656085,5321.57150378145,-3.91445300796176,0,12.377636633004677,ns
PDCD6,1759,1510,1242,1412,1408,1504,0.146550568874843,0.34824606581812,5141.0,-0.149708939508082,0.103117834489313,1465.76593543618,-1.45182392793167,0,10.517439026096989,ns
PDCD6-AHRR,47,72,58,68,84,24,0.756238825034894,0.882584706082093,12509.0,-0.134888230361457,0.434529514633472,58.4751142674142,-0.310423632501089,0,5.869750870667643,ns
PDCD6IP,1111,959,1078,1249,1074,1081,0.853832324846775,0.934149406038041,13709.0,0.0167709812571843,0.0910324047716745,1084.42459642213,0.184230893375264,0,10.08271402586975,ns
PDCD7,358,359,331,463,423,407,0.141769791280412,0.341385347723179,5069.0,0.204562562486725,0.139230918081619,387.037098498303,1.46923230346587,0,8.59632804879129,ns
PDCL,249,205,218,287,249,244,0.484949317803906,0.704984375322069,9330.0,0.12038566999922,0.172382305754844,239.814372298434,0.698364425931439,0,7.905774313173797,ns
PDCL3,167,115,184,183,132,120,0.424708420803018,0.655363939301404,8648.0,-0.197925667165622,0.24794036902683,148.980550367396,-0.798279311846162,0,7.218980186770516,ns
PDE10A,410,387,398,371,432,448,0.862048232860492,0.939316551664007,13782.0,-0.0257103734908487,0.147958519990036,406.365480430962,-0.173767441662569,0,8.666634044330081,ns
PDE11A,66,19,38,33,54,30,0.77171883675401,0.889685478190994,12680.0,-0.143325914621844,0.494010406119358,39.3271154531535,-0.290127318871123,0,5.297452466928532,ns
PDE12,561,523,519,586,493,653,0.881648864474905,0.949101726692645,13984.0,0.0206834987062653,0.1389279556544,553.642334350358,0.148879313805768,0,9.112810452876142,ns
PDE1B,22,5,17,16,13,11,0.774849174083568,1.0,12709.0,-0.214689366107442,0.750562932026483,13.7709423015028,-0.286037795029113,0,3.783555376741686,ns
PDE3B,173,177,140,135,167,130,0.217970901556754,0.442135538278647,6164.0,-0.279325518928497,0.226736007401514,153.313283089569,-1.23194159643931,0,7.260338887536339,ns
PDE4A,179,115,172,121,102,90,0.0078144516265641,0.0430940027354638,2048.0,-0.667432318400723,0.250915976744188,129.434428809653,-2.65998334207781,0,7.016077606690629,down
PDE4C,3,9,4,5,12,4,0.808618247995488,1.0,13162.0,0.264273720210556,1.09109800750321,6.15196828475177,0.24220896600783,0,2.6210480657917286,ns
PDE4D,927,674,914,1227,1139,1193,0.0001728335088044,0.0022103972134085,871.0,0.41059563449336,0.109324975316509,1000.81934284275,3.75573498466051,0,9.966965862525502,ns
PDE4DIP,323,338,326,404,299,325,0.791318899123964,0.901293567146576,12855.0,-0.0427005744008692,0.161378844685285,334.162409332495,-0.264598339913403,0,8.384405640349737,ns
PDE5A,63,43,60,87,54,57,0.659773537631711,0.826933051964505,11455.0,0.157664215415343,0.358143926981062,59.9009334746418,0.440225852059974,0,5.904506580518169,ns
PDE6D,307,263,228,212,245,292,0.367273342486957,0.60267573909057,8005.0,-0.17560201111915,0.194768699416179,257.286948142019,-0.901592564131294,0,8.007234462515372,ns
PDE7A,107,193,93,139,139,202,0.540881173376449,0.747081457916249,9985.0,0.187778468720605,0.307087970989884,145.834304293309,0.61148102973656,0,7.188186311446388,ns
PDE8A,333,300,402,393,535,462,0.0493951845357339,0.164863482721342,3509.0,0.331218132087544,0.168544723698922,401.139191943682,1.96516464484057,0,8.647959116437193,ns
PDE8B,61,71,85,50,96,66,0.704939947061079,0.854204770295222,11988.0,-0.133969914567001,0.353799497156567,71.5124886747959,-0.378660556738199,0,6.160123305671569,ns
PDE9A,354,270,329,419,364,383,0.185081641822584,0.402599352469627,5689.0,0.198960917882804,0.150128600076282,349.797614666217,1.32526992046626,0,8.450376641067015,ns
PDF,1268,1137,1077,1417,1488,1231,0.0802615387913651,0.23184578249361,4111.0,0.151868883073944,0.086823369464087,1258.31389210868,1.74917057482734,0,10.297276138597137,ns
PDGFA,122,98,104,201,83,95,0.701763600424676,0.852627907196173,11950.0,0.12046204993194,0.314570881744232,115.49334974714,0.382940878901449,0,6.851665971606169,ns
PDGFC,290,230,271,333,345,345,0.0776562256412856,0.226381764927498,4067.0,0.280160606848811,0.158780689313745,299.551995553641,1.76445012337252,0,8.226662634246727,ns
PDGFD,4,13,16,23,11,16,0.539712072326246,1.0,9972.0,0.472929533299185,0.771187488787645,13.7732231589502,0.613248451479237,0,3.7837943080493406,ns
PDGFRA,2,6,22,3,3,18,0.712199360032603,1.0,12060.0,-0.400440268623719,1.08548669198128,9.23925555480766,-0.368903894982644,0,3.207776612392993,ns
PDGFRL,137,103,69,86,47,70,0.0397999906987447,0.141996827929368,3263.0,-0.692931329121009,0.337058571654612,85.0654496623027,-2.05581874307313,0,6.410501378124374,ns
PDHA1,1526,1363,1469,1340,1434,1272,0.0115785113775467,0.0582124342401022,2258.0,-0.202736633554787,0.0803001202638429,1395.4413951678,-2.52473636264371,0,10.446505820978517,ns
PDHB,1116,892,1090,1201,1132,1053,0.71870559219422,0.861686011334706,12132.0,0.0336018301091527,0.093289367980406,1072.29529353159,0.360189278120206,0,10.06648654106299,ns
PDHX,198,246,250,253,262,247,0.868036197201261,0.942323817748133,13840.0,0.0314534664005094,0.189303729357903,242.022302062176,0.166153442973343,0,7.91899618600191,ns
PDIA2,7,6,5,2,7,17,0.648714237621516,1.0,11314.0,0.476131111826178,1.04518061947531,7.37520724465094,0.455549120366582,0,2.8826835899217427,ns
PDIA3,706,645,612,1316,1119,1122,1.39198786749874e-14,1.39211327181113e-12,111.0,0.761052413826734,0.0988753303686193,905.941386126863,7.69709098305349,0,9.823273901547784,up
PDIA4,1041,962,861,3067,3052,2725,1.7331389926318e-90,1.13173976218856e-87,17.0,1.53049422500019,0.0758730653811034,1907.32827437147,20.1717726483391,0,10.897337455029742,up
PDIA5,242,215,235,338,231,313,0.173076369155188,0.385936077308399,5528.0,0.255955719917574,0.187873246237666,260.156254511864,1.36238514553467,0,8.023234581866504,ns
PDIA6,4873,4228,4273,5751,5125,5147,0.0020411823377318,0.0152586970580214,1492.0,0.166144420169297,0.053869990689074,4857.06137054895,3.08417391657346,0,12.245868000059602,ns
PDIK1L,277,206,193,345,339,346,0.0023367592286259,0.0169434122775814,1540.0,0.520188480575085,0.170905743709079,280.562444930997,3.04371561356396,0,8.13217809774233,ns
PDK1,369,297,348,540,453,383,0.0213089871475274,0.0911564802792683,2681.0,0.34168093360603,0.148397911439882,393.07738651875,2.30246457170963,0,8.618669558635517,ns
PDK2,103,109,122,129,142,116,0.654879152404021,0.823774897545274,11409.0,0.110826294939566,0.247936689638099,119.452094014901,0.44699433190519,0,6.900288334472557,ns
PDK3,774,642,670,663,666,593,0.0467491876978427,0.158752747823112,3441.0,-0.212244303843453,0.106732370036584,664.611911548803,-1.98856545367356,0,9.376368339829028,ns
PDK4,29,25,26,17,24,14,0.250876833853594,1.0,6564.0,-0.638594483197071,0.556159309244775,22.4801445080592,-1.14822223161964,0,4.490579404484915,ns
PDLIM1,2082,1956,1809,2032,2283,1831,0.754508591723493,0.88175596133514,12494.0,-0.0252989821592823,0.0809049624240445,1986.38297702776,-0.31270000505882,0,10.955928087685539,ns
PDLIM2,38,19,51,34,11,25,0.205495393528908,0.42567724641993,6014.0,-0.717519609605787,0.566739026637929,29.6209064590676,-1.26604940877697,0,4.8885438855476,ns
PDLIM3,340,372,353,435,430,418,0.238717007863997,0.467869351638408,6430.0,0.169118319560951,0.143539606754647,389.034529074463,1.17819968567996,0,8.603754398234898,ns
PDLIM5,2214,2110,2129,2155,1894,1921,0.0033291687970118,0.0223440766720847,1666.0,-0.209716059363147,0.0714392165322968,2063.72460166531,-2.93558733624041,0,11.011034744608867,ns
PDLIM7,114,101,109,101,85,103,0.329589316001513,0.567075479995783,7554.0,-0.2576224408247,0.264244019303569,101.951076482056,-0.974941425367655,0,6.671733198352625,ns
PDP1,76,85,147,175,109,99,0.532129020884135,0.740150819373019,9900.0,0.198811229221784,0.318220499833296,114.129532062129,0.624759339281831,0,6.834528340268891,ns
PDP2,1055,843,991,1068,1177,897,0.80771053570011,0.909647423841628,13155.0,0.025248248657037,0.10373975545946,996.647545060431,0.243380645589661,0,9.960939589189268,ns
PDPK1,727,519,602,716,513,622,0.52759017978928,0.737629544816222,9842.0,-0.0872473184026042,0.138117541405135,611.809387690948,-0.631688904356361,0,9.256938433760197,ns
PDPN,450,348,417,385,340,304,0.0215877003260243,0.0919589644356086,2692.0,-0.335146670168439,0.145871647074697,372.176352228599,-2.29754497799575,0,8.539842580458266,ns
PDPR,934,803,1019,1001,1069,973,0.650867451054785,0.821673155887377,11362.0,0.0475397002488322,0.105046776463304,960.487928534087,0.45255744011754,0,9.907623671907643,ns
PDRG1,631,651,625,968,1084,1042,4.44554876480484e-08,1.63953610757802e-06,301.0,0.602160735889594,0.110040549932212,824.774555696223,5.47217127014125,0,9.687856016009967,up
PDS5A,2093,1694,1937,2072,2006,2029,0.983274406443635,0.993205567418635,14967.0,0.0015483899158872,0.0738596162006677,1959.02592407058,0.020963958324403,0,10.935920773783973,ns
PDS5B,229,189,221,304,302,255,0.0515449238973712,0.169754910264889,3562.0,0.333823472442026,0.171462785700993,247.133222849737,1.94691501760718,0,7.949145159238265,ns
PDSS1,444,379,344,468,413,374,0.948249087108116,0.976757271595731,14615.0,0.0091795386185794,0.14142886505194,400.237320840859,0.0649056938638955,0,8.644711889955977,ns
PDSS2,310,330,314,317,336,310,0.583258602945598,0.778215595108063,10536.0,-0.0852877105517491,0.155455464514059,318.505278586507,-0.548631151811558,0,8.315173472232662,ns
PDX1,30,20,41,52,52,54,0.10405479816634,0.277071795261345,4510.0,0.70421322630334,0.433227099870559,40.9562775560632,1.62550594483528,0,5.3560126921722695,ns
PDXK,1392,1326,1205,1500,1528,1391,0.360001893268179,0.595852246484279,7919.0,0.0754240060674665,0.0823980555167137,1380.84720749872,0.915361480249584,0,10.43133797704659,ns
PDXP,973,817,776,949,907,845,0.84174981497549,0.928225307455654,13593.5,-0.019562841873,0.0979828571562274,871.374467570645,-0.199655760617475,0,9.767149030766076,ns
PDZD11,1147,937,886,952,814,792,0.00262941062473,0.0185681217208197,1582.0,-0.309056127479717,0.102743457049341,916.791778873342,-3.00803706976006,0,9.84045029688019,ns
PDZD2,23,6,3,3,4,2,0.0966739544344752,1.0,4392.0,-1.88406297674326,1.13416009814118,6.71371335686279,-1.66119666864591,0,2.747110942239442,ns
PDZD4,23,36,6,31,35,13,0.808930940027009,1.0,13167.0,0.160904255704944,0.665428660002727,23.7347767093061,0.24180541863689,0,4.5689305722135,ns
PDZD7,48,35,21,25,16,30,0.235419603062482,0.464273052690817,6378.0,-0.627180370295038,0.528591044334114,29.1187096771986,-1.18651342473106,0,4.863874522417415,ns
PDZD8,728,625,591,774,758,702,0.317442522169037,0.556293441586828,7371.0,0.106703164835133,0.106732276344645,690.494713665089,0.999727247365945,0,9.431486559220607,ns
PDZRN3,76,41,67,65,46,52,0.477028154388456,0.699721133967527,9241.0,-0.262156135698668,0.36866774961633,57.3450945147401,-0.711090503499403,0,5.841598173596661,ns
PEA15,948,678,742,1104,1056,1022,0.0011555229482625,0.0098069267956132,1314.0,0.337223471612833,0.103772650192479,913.77014101768,3.24963726942838,0,9.83568749059475,ns
PEAK1,132,218,261,158,300,163,0.750532344241502,0.880259857731105,12447.0,-0.0914482481336266,0.28762963570657,205.542880565559,-0.317937502889719,0,7.683295591593177,ns
PEBP1,8424,7982,7747,8041,7525,7562,0.0013876707340594,0.0112277935997036,1378.0,-0.158608300926898,0.0496084498468698,7851.05369148809,-3.19720332758807,0,12.938670576051033,ns
PECR,148,167,151,174,140,144,0.565267681240949,0.766028038731979,10305.0,-0.127544497268113,0.221803047221283,153.523547454506,-0.575034918888499,0,7.262316143027571,ns
PEDS1,595,492,499,434,449,372,0.0007103684976522,0.0067981040452051,1165.0,-0.432431728415105,0.127728807049348,472.003264756437,-3.38554581699049,0,8.882653028242418,ns
PEDS1-UBE2V1,1716,1619,1813,1427,1752,1468,0.0095453221496258,0.0503146349396946,2151.0,-0.244223987746788,0.0942266009987405,1629.16894676667,-2.59187941789444,0,10.669920505483171,ns
PEF1,1662,1286,1413,1425,1433,1333,0.0693852527920157,0.208738669713866,3933.0,-0.148790231168915,0.081937323211659,1416.69107619433,-1.81590300167071,0,10.4683094829803,ns
PEG10,4015,3294,3529,3543,3692,3326,0.0266227420981986,0.106538954589799,2883.0,-0.13033460186718,0.058788588745003,3546.2927877809,-2.21700511356906,0,11.792095937097756,ns
PELI1,125,133,137,326,306,203,5.68249140755782e-06,0.0001226840984726,514.0,0.971499236486251,0.214086995143001,200.920312820157,4.53787132580068,0,7.650479616083337,up
PELI2,238,213,251,273,259,193,0.763814836680513,0.885916675581483,12596.0,-0.0555418454769516,0.184846789556093,236.060280572999,-0.300475034542578,0,7.8830115043570155,ns
PELI3,84,30,42,46,40,35,0.316599861320493,0.555576203053871,7361.0,-0.439991133084167,0.439345499324242,45.5118226561715,-1.00146953539052,0,5.50816945936014,ns
PELO,434,382,432,464,508,434,0.56621381637523,0.766716220490538,10316.0,0.0760120132452543,0.132509028117757,439.191899899412,0.573636485943469,0,8.77870763646139,ns
PELP1,1890,1470,1506,1848,1837,1661,0.577422199660369,0.774805250626103,10465.0,0.0439960758026452,0.078965732951796,1687.19635162757,0.557154023119145,0,10.72041216524387,ns
PEMT,399,256,236,350,315,240,0.727521079944173,0.866918367159754,12220.0,-0.0674027118544602,0.193449737231204,295.574521590793,-0.348424933624505,0,8.207378104864974,ns
PEPD,982,857,979,790,942,897,0.079762492972922,0.230884859059298,4101.0,-0.192050623029591,0.10961381830941,905.488893348905,-1.75206580695405,0,9.822553135081888,ns
