rownames(count),DMSO.GFP.1,DMSO.GFP.2,DMSO.GFP.3,TPG.GFP.1,TPG.GFP.2,TPG.GFP.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
HPS6,247,209,167,77,189,143,0.0832706160397274,0.358602068365947,2552.0,-0.538781140728846,0.311071589449931,166.19819070251,-1.73201654860726,0,7.376760866234821,ns
HRK,312,140,316,251,353,315,0.0793308222464782,0.350482923909475,2487.0,0.42759057335614,0.243699387468235,272.152085494073,1.75458206029292,0,8.088269281213183,ns
HROB,122,29,89,165,49,86,0.226372841940876,0.580883157461597,4570.0,0.636665478460713,0.526276290460239,90.9265423729605,1.2097551989354,0,6.506629587990015,ns
HS1BP3,65,16,15,48,16,31,0.712522172282362,0.907318594736908,10627.0,0.26750218139562,0.725979210945455,31.7671150770325,0.368470856138219,0,4.989462172882071,ns
HS2ST1,379,312,242,235,238,208,0.213396180961429,0.567888468437037,4396.0,-0.323342763880888,0.259863148078493,265.665312692129,-1.24428094661279,0,8.053466060531566,ns
HS3ST3A1,610,541,673,725,1114,764,6.65225776755386e-05,0.002507230795802,258.0,0.6251096123298,0.1567322263171,725.610569334767,3.98839234928674,0,9.503051660271533,up
HS3ST3B1,200,129,189,141,219,138,0.780332577858194,0.933086910739997,11340.0,0.0743410287890629,0.266564549098786,163.937048835825,0.278885654676882,0,7.356998121890826,ns
HS6ST1,161,221,214,119,197,100,0.158349260464791,0.496545697761894,3665.0,-0.446528204485385,0.316541826669067,165.467651510323,-1.41064518766493,0,7.370405391295594,ns
HS6ST2,140,94,165,90,165,135,0.75598372372304,0.92382336006287,11077.0,0.0939487855447407,0.302320251475674,126.66195122118,0.31075915386469,0,6.984839399111505,ns
HS6ST3,29,62,57,44,82,42,0.656833410626522,0.886748781852394,9935.0,0.227557617630234,0.512183389271204,52.1368585021189,0.444289335415642,0,5.704231751025974,ns
HSBP1,766,617,651,488,528,437,0.054453359916423,0.287094652777436,2047.0,-0.347454242923608,0.180663463455932,569.795840567341,-1.92321256482698,0,9.154301279996032,ns
HSBP1L1,60,66,84,68,53,85,0.770246589684451,0.929248257168594,11236.0,0.124738972685595,0.427111673202599,69.2213670300186,0.292052361271863,0,6.113145527982087,ns
HSCB,251,211,301,286,306,212,0.355327071900151,0.706296084864486,6138.0,0.224575020173104,0.242966122164165,257.681340252674,0.924305899821562,0,8.009444259375778,ns
HSD11B1L,13,3,3,24,14,1,0.282325627704955,1.0,5291.0,1.30700515889422,1.21569472169787,9.91578272105225,1.07510967643984,0,3.3097266588091854,ns
HSD17B10,326,146,396,236,196,191,0.377175845901823,0.724583683189994,6424.0,-0.26195159895539,0.296623356328444,239.671535260581,-0.883111843240482,0,7.904914766359124,ns
HSD17B11,76,48,67,83,63,35,0.80965220301419,0.944505062009762,11757.0,0.113646968752539,0.471809415852058,61.4914541383192,0.24087473656561,0,5.942314018689607,ns
HSD17B12,414,223,423,278,525,356,0.225085586565376,0.579355433730303,4555.0,0.262323656278427,0.2162396013252,355.072963133347,1.21311570438905,0,8.471971700968728,ns
HSD17B4,258,167,224,257,392,142,0.167848646914237,0.510394005969753,3790.0,0.411511785569029,0.29838082708208,233.68172840947,1.37914955727309,0,7.868401123880153,ns
HSD17B7,79,70,113,134,250,254,5.37569383356163e-06,0.0002795360793452,187.0,1.3980982611035,0.307303725629565,147.758866113961,4.54956495642625,0,7.207100890159784,up
HSDL1,90,70,74,40,64,93,0.754254803276653,0.923285731853279,11064.0,-0.131566681811999,0.420295132317132,70.0251282717802,-0.313034036551072,0,6.129800815913194,ns
HSDL2,125,108,186,93,112,87,0.245514376922136,0.599351097085962,4831.0,-0.37530128130388,0.323169616107879,114.949639615688,-1.16131363407196,0,6.844858132773186,ns
HSF2,320,312,439,331,472,413,0.128041190897547,0.449646999020492,3220.0,0.303867288103027,0.199666802271414,374.168023278131,1.52187186175281,0,8.547542459659471,ns
HSP90AA1,4682,4414,5064,2101,3415,2611,5.878192703388831e-09,6.01679429976347e-07,95.0,-0.700323089683315,0.120326567662857,3598.11556086154,-5.82018670760683,0,11.813025807106005,down
HSP90AB1,2344,1204,2251,1608,1598,1650,0.675545561505288,0.894098232315304,10159.0,-0.0683439757328952,0.163287761907143,1724.2024868081,-0.418549283391858,0,10.751713496188772,ns
HSP90B1,1336,740,1158,5133,7855,6327,2.40983788269561e-115,3.90554392855535e-112,6.0,2.72089366209811,0.119190325505431,3763.43709127453,22.8281418861813,0,11.877835140582354,up
HSPA12A,119,111,58,28,81,100,0.386105169092358,0.730357631070544,6527.0,-0.412132620446725,0.475518112066771,80.8748757568046,-0.866702255893997,0,6.337619685668804,ns
HSPA13,104,130,122,151,210,260,0.0033323140907634,0.0493202773494428,676.0,0.898893699546474,0.306236305637448,162.77675956372,2.93529435602149,0,7.346750923435424,up
HSPA14,238,201,264,141,365,258,0.441880899538975,0.774254033581634,7234.0,0.202072939807208,0.262766510098325,235.509513607752,0.769020906551575,0,7.879641529687092,ns
HSPA2,2,16,20,12,16,9,0.976504062982574,1.0,13695.0,0.0295557869150745,1.00352232008201,12.5117905077543,0.0294520473771418,0,3.645216356958389,ns
HSPA4,761,720,688,579,730,613,0.722747569756662,0.910663468974187,10733.0,-0.0607058635506211,0.171104066696041,672.0969166362,-0.354789133436918,0,9.392525474964488,ns
HSPA4L,117,81,113,13,67,105,0.203540980339266,0.556811606988363,4276.0,-0.658642688686125,0.51799319037985,78.4968693154098,-1.27152769750339,0,6.29456321114386,ns
HSPA5,1036,840,982,7967,11598,9855,6.83316590947904e-263,6.644570530377421e-259,1.0,3.48340472974697,0.1005667432633,5440.02454479561,34.6377402381108,0,12.40939744543458,up
HSPA8,624,311,617,279,316,281,0.0024608519512973,0.0401686459020885,612.0,-0.647169237009544,0.213720232000556,386.32384187908,-3.02811404868708,0,8.593666905654961,down
HSPA9,977,596,878,830,1458,1019,0.0001914450688281,0.0057635041773516,325.0,0.557511078950173,0.149464947303445,931.936861243191,3.73004566628126,0,9.864088405322798,ns
HSPB1,54,30,51,77,16,43,0.640605521201364,0.877759347420383,9766.0,0.288290440112701,0.617519526792466,46.0315188943618,0.466852346532498,0,5.52455014260254,ns
HSPB11,441,401,376,168,267,376,0.0614137605518375,0.302067479820975,2198.0,-0.484201566771112,0.258861449844723,330.01261047375,-1.87050473162983,0,8.366377343701393,ns
HSPB8,146,91,178,134,205,128,0.290038727419024,0.648055281576882,5381.0,0.313435737821215,0.296242794275107,142.331009569358,1.05803666410918,0,7.153106204963992,ns
HSPBAP1,13,20,30,7,17,27,0.785633133532059,1.0,11385.0,-0.21615167817391,0.794717519836149,18.4740574749288,-0.271985545528775,0,4.207428856501947,ns
HSPBP1,36,27,27,31,23,20,0.855379505090501,0.962141157605556,12380.0,-0.114013994830751,0.625560441071854,27.1717054358446,-0.182258959078992,0,4.764033214242596,ns
HSPD1,1405,1367,1451,921,1035,1247,0.095074340939637,0.385079015681387,2722.0,-0.273526976888713,0.163865418788907,1218.45014258927,-1.669217208306,0,10.2508315037079,ns
HSPE1,567,598,520,398,484,395,0.147215666278406,0.481414812234426,3491.0,-0.293541232391209,0.202520905326731,487.539649442446,-1.44943669848618,0,8.929375741412219,ns
HSPE1-MOB4,17,22,21,8,13,11,0.309964834438063,1.0,5602.0,-0.823935392740479,0.811522487591263,15.0064534844611,-1.0152958240086,0,3.9075111561273985,ns
HSPH1,818,681,964,479,754,528,0.0205560856665768,0.162114661007131,1325.0,-0.365452549696839,0.157791986423537,680.583287208193,-2.31603998390584,0,9.41062791386944,ns
HTATIP2,142,103,158,77,40,89,0.0565108615158427,0.291542691102839,2091.0,-0.76834972845302,0.402894318840954,99.061463271528,-1.90707511255907,0,6.630252026570221,ns
HTATSF1,288,328,283,216,406,255,0.895564080653912,0.973779432779451,12793.0,0.0324020445990228,0.246840712396536,290.275609278639,0.131267019465454,0,8.181279542824107,ns
HTD2,643,502,646,587,746,712,0.0319630958569392,0.210148170461715,1615.0,0.326444581678736,0.152197710206399,628.712295744928,2.14487183306527,0,9.296256167996503,ns
HTRA1,5,4,29,39,28,3,0.256706067861851,1.0,4971.0,1.14094533416317,1.00593749725102,18.127073359111,1.13421095970783,0,4.180074113674743,ns
HTRA2,72,86,92,72,81,63,0.808442722926628,0.944220327375973,11742.0,-0.0940126814803179,0.38778428951124,76.9575447980474,-0.242435508665941,0,6.265990867953434,ns
HTRA3,11,9,17,3,1,4,0.103888206106997,1.0,2878.0,-2.00617012769306,1.23358776765601,7.14550570833026,-1.6262889275443,0,2.837036118680397,ns
HUNK,97,112,124,122,133,123,0.341754576495175,0.694185012601528,5994.0,0.305868771047308,0.321728655799769,118.046168745131,0.950704158717116,0,6.883207408621287,ns
HUS1,152,96,118,79,96,120,0.619050926403407,0.868260667582105,9471.0,-0.164161214468577,0.330174124562668,107.223219877511,-0.497195880161768,0,6.744473554289063,ns
HUWE1,229,154,248,105,265,215,0.98640760476868,0.996821339261889,13795.0,-0.0047958179157605,0.281504761654692,193.782796912425,-0.0170363651668647,0,7.598296690812827,ns
HYAL2,86,48,103,97,40,50,0.856269555533087,0.962251838437968,12391.0,-0.0884651961647985,0.488421004219787,70.1606385608016,-0.181124880790322,0,6.1325899732901545,ns
HYI,15,11,19,29,1,13,0.81194499889847,1.0,11782.0,0.242426315286896,1.01895071155498,15.2250690519355,0.237917607336412,0,3.9283768662478042,ns
HYKK,52,51,28,37,76,30,0.743831792086716,0.91894554011577,10963.0,0.176914755213255,0.541382487394379,44.7534267987149,0.326783298929243,0,5.483926249582275,ns
HYLS1,20,31,25,40,37,27,0.356292439934324,0.706987415235237,6148.0,0.562711073369544,0.610016115538185,30.4642130705741,0.922452799256121,0,4.929043569073431,ns
HYPK,1189,934,901,538,901,765,0.0319305484400683,0.210148170461715,1612.0,-0.352990327598894,0.164542855077202,846.147612331292,-2.14527897570073,0,9.72476555643155,ns
IAH1,280,216,255,164,217,183,0.216016440326117,0.570491757768662,4429.0,-0.284234653399401,0.229742063516622,213.423185541131,-1.23719030398121,0,7.737573103745017,ns
IARS1,340,226,372,506,640,700,1.40532416132088e-09,1.66650879813222e-07,82.0,1.12830634939538,0.186346961802163,460.193694591132,6.05486850165688,0,8.846097406182393,up
IARS2,211,84,153,119,129,143,0.97669395774923,0.99453627483821,13697.0,-0.0094083270223856,0.322049155763198,135.092249427523,-0.0292139471693059,0,7.077801095872582,ns
IBA57,410,201,369,149,346,345,0.731721949028191,0.913618930707516,10837.0,-0.0920150869738974,0.268394000011075,288.538961444243,-0.342835856874969,0,8.172622329051855,ns
ICA1,19,19,9,3,15,14,0.571448154436733,1.0,8918.0,-0.533402974178828,0.942541276955382,12.7806943079949,-0.56592001562185,0,3.67589430734541,ns
ICA1L,66,45,79,51,103,46,0.66768071235995,0.892390879445135,10062.0,0.18618381166219,0.433658016133436,62.3706590038432,0.429333264313282,0,5.9627955972961235,ns
ICE1,208,145,215,163,260,186,0.349275330977296,0.699888937875417,6083.0,0.227778590771299,0.243354277548783,190.503771744982,0.935995837285573,0,7.573675751398379,ns
ICE2,225,146,227,176,397,252,0.023512392263352,0.175737511428774,1404.0,0.570389606327922,0.251827120318497,228.575343073117,2.26500468101499,0,7.8365259750213125,ns
ICMT,852,751,1050,558,735,737,0.103651892796523,0.4013982499217,2874.0,-0.255585744497519,0.157051455231974,760.377215853652,-1.62740131328299,0,9.57057149310862,ns
ID1,739,365,651,593,1088,760,0.0008429949100902,0.0183384396101074,455.0,0.613473831264731,0.183769568982336,675.507917044377,3.33827757589015,0,9.399828868006258,up
ID2,3886,3221,3535,2754,4761,3706,0.137033650162302,0.465101296397288,3343.0,0.177495743842483,0.119370718291756,3554.69064811221,1.48692867381985,0,11.795508297431166,ns
ID3,9,10,15,40,16,23,0.0673997558065257,1.0,2288.0,1.43061070228803,0.782182325177449,19.7458982364582,1.82899901498474,0,4.303481092050459,ns
ID4,1447,1311,1547,1644,2742,2002,2.22208940521107e-07,1.56576792581685e-05,138.0,0.671646610116309,0.129668301297891,1750.99132182119,5.17972861056701,0,10.773956218235638,up
IDE,168,85,165,67,132,129,0.527256012232985,0.821171489858475,8402.0,-0.210134742413702,0.332386346489354,118.385689821954,-0.632200283294225,0,6.887350891766728,ns
IDH1,157,84,108,137,140,119,0.272216234943668,0.629047212117925,5162.0,0.351224902721934,0.319884796977998,122.199934884571,1.09797310169165,0,6.933099706177426,ns
IDH2,136,92,98,75,68,125,0.740931733140107,0.91757770925298,10935.0,-0.125499418030939,0.379588398974667,97.3503988512264,-0.330619740671565,0,6.60511498466506,ns
IDH3A,314,196,286,236,165,133,0.20965478708551,0.564083473643002,4349.0,-0.376837907023315,0.300385274451275,217.377733177816,-1.25451524783197,0,7.764060357006605,ns
IDH3B,179,134,189,102,103,178,0.463408452367302,0.784760576880385,7550.0,-0.234687526924877,0.320066597547173,144.127837894937,-0.733245920453438,0,7.171205204775061,ns
IDH3G,87,34,72,77,23,67,0.910923311760117,0.976363300520425,12977.0,0.0611660042790433,0.546740118387885,59.5748036458738,0.111874000502098,0,5.8966303862950875,ns
IDI1,1209,957,1322,2569,4297,2831,1.99446823816371e-36,1.2929472765269299e-33,15.0,1.58900992161715,0.12606692805192,2173.14961944936,12.6044946614604,0,11.085571790891692,up
IDNK,47,8,12,5,3,3,0.0260684851020664,1.0,1471.0,-2.35108629709628,1.05657776855148,11.8190748248047,-2.22519001163494,0,3.56304520333804,ns
IDS,81,68,78,4,60,45,0.0916032627779198,0.376797854167721,2676.0,-1.03385877378269,0.612838464466278,52.7794919526764,-1.68700046378955,0,5.721905558456395,ns
IER2,29,9,18,39,39,35,0.0548955703301053,0.288075836961653,2056.0,1.21319861820758,0.631972416772912,27.9721323562616,1.9197018509172,0,4.805918331631181,ns
IER3IP1,362,423,411,182,371,259,0.0390069198976717,0.237361257249662,1756.0,-0.490808708774391,0.23778179713916,325.888503636451,-2.06411388373497,0,8.348234648818908,ns
IER5,1433,1130,1200,613,1406,985,0.165939228386439,0.507776306956552,3765.0,-0.242891329754695,0.175325909037097,1086.76877512243,-1.38537042864156,0,10.085829304632393,ns
IFFO1,174,131,139,101,117,114,0.341569690429267,0.694185012601528,5990.0,-0.283327901878921,0.297904885522089,126.508448506477,-0.951068329686432,0,6.98308992419152,ns
IFFO2,75,60,74,35,38,64,0.303657083159266,0.661312760725801,5535.0,-0.466671304958668,0.45368566990425,56.2433968211414,-1.02862253739943,0,5.813611823526603,ns
IFI30,61,89,135,68,49,79,0.38394402833058,0.729108590324717,6501.0,-0.383646683852266,0.440642816837118,79.4567084032947,-0.870652304299516,0,6.3120971240470265,ns
IFI6,33,1,9,13,23,17,0.592875568282081,1.0,9192.0,0.526866068515017,0.985397543290079,15.0078166805356,0.534673616859139,0,3.907642205538694,ns
IFIH1,37,49,47,45,43,49,0.744057812523507,0.918991257332475,10967.0,0.162291528635554,0.497088000390489,45.1168014522689,0.326484502760206,0,5.49559288663739,ns
IFIT5,216,259,276,129,304,282,0.988881369876655,0.997498178493837,13827.0,-0.0039521670720774,0.283602475487346,238.123809912003,-0.0139355873579241,0,7.895568072140929,ns
IFITM2,159,40,115,38,62,26,0.0193690775243384,0.156954091538889,1289.0,-1.13688403746975,0.486190618966099,67.6176141566122,-2.33835041878712,0,6.0793272074636935,ns
IFNAR1,497,387,397,267,487,403,0.818162207103096,0.945413168129736,11866.0,-0.0459540592084202,0.199879031834347,394.784039939763,-0.229909354606566,0,8.624919856455612,ns
IFNAR2,330,196,335,188,165,161,0.0309333642283548,0.206448890704545,1587.0,-0.559794027478663,0.259412643792912,221.664721464277,-2.15792884762218,0,7.79223536945918,ns
IFNGR1,210,128,225,265,328,269,0.0008838497580198,0.0189307379889546,462.0,0.771996811605723,0.232172101859321,233.84210966753,3.32510583926011,0,7.869390939739308,up
IFNLR1,61,37,67,54,66,52,0.61424625048788,0.866395494595902,9421.0,0.218936403643431,0.434379073973017,54.7210588373606,0.504021525809116,0,5.774024241131459,ns
IFRD1,218,256,261,407,740,736,1.51649793914893e-10,2.02005835072387e-08,73.0,1.44008183701618,0.224882558549852,433.365387766094,6.40370621137765,0,8.759440121950497,up
IFRD2,183,106,195,82,147,171,0.667299151241522,0.89205622032892,10059.0,-0.134756255598607,0.313490378351095,141.253857239234,-0.429857708256953,0,7.142146453719782,ns
IFT140,20,27,69,45,20,34,0.993391971500136,0.998216858092824,13890.0,-0.0053748926038349,0.648982491300608,35.7628475266988,-0.0082820302178927,0,5.160389706942535,ns
IFT172,109,36,64,55,92,82,0.491535289118368,0.802482959517754,7901.0,0.294652075768834,0.428354936944461,69.9572490251627,0.687868985170674,0,6.128401653217989,ns
IFT20,178,102,161,76,56,80,0.0150775599359788,0.135753882238387,1154.0,-0.864883872222367,0.355844499834058,104.913378372391,-2.4305107220308,0,6.713054849394785,ns
IFT22,253,278,291,224,279,339,0.544777407481004,0.831154632112709,8597.0,0.147347123139226,0.243305855486978,274.667890987667,0.605604508959761,0,8.101544457231112,ns
IFT27,38,17,25,10,21,9,0.240958195071011,1.0,4771.0,-0.875563840888379,0.746688949318778,18.7889060421406,-1.17259515048023,0,4.2318091651832,ns
IFT43,76,43,27,27,73,73,0.530928754518999,0.823753357447304,8448.0,0.33322019513279,0.531800358816963,51.3705193015321,0.62658888736756,0,5.682868752764532,ns
IFT46,114,108,101,99,140,126,0.370105405661546,0.719780992930575,6345.0,0.28288573520736,0.315623484289039,113.21349505954,0.896275940443966,0,6.822902127582861,ns
IFT52,105,108,92,58,62,120,0.573744148095836,0.843851165941747,8945.0,-0.229222648030372,0.407473688662239,90.0116163908448,-0.562545888012854,0,6.49203929441871,ns
IFT57,156,236,166,124,166,130,0.291708910402916,0.64868786171717,5404.0,-0.339181049447032,0.321687630561801,162.474143325392,-1.05438014155123,0,7.344066330904379,ns
IFT74,84,92,123,136,134,154,0.0482127004702884,0.269866209384373,1920.0,0.645347661543482,0.32667745333972,120.574712560928,1.97548883446317,0,6.913783560625784,ns
IFT80,38,45,49,3,33,39,0.267801444238282,0.625534769102343,5101.0,-0.783057327214573,0.706641279778391,33.0511361322363,-1.10813980108853,0,5.046627960089948,ns
IFT81,82,82,112,62,122,94,0.765065750571319,0.926693990851458,11191.0,0.106786046117666,0.357340858248374,89.6675522467239,0.298835253939652,0,6.486514110337116,ns
IFT88,27,20,36,8,45,18,0.805480816974661,1.0,11709.0,-0.175220217731486,0.711524710730836,23.9969505142599,-0.246260200227636,0,4.584779177492773,ns
IFTAP,208,236,178,167,239,148,0.771986576677632,0.929966088689035,11253.0,-0.0835396894892663,0.288289231124168,193.893954054684,-0.289777350210092,0,7.5991240082203895,ns
IGBP1,294,237,283,239,309,215,0.87465802677039,0.967181802368897,12588.0,0.0350086247626503,0.22193226830486,257.492882470865,0.157744635469414,0,8.008388744144742,ns
IGDCC3,61,33,82,23,53,20,0.164141062329292,0.505631124123401,3741.0,-0.751550168625494,0.540186810892791,42.4017320624856,-1.39127826424228,0,5.406051293329621,ns
IGDCC4,43,17,19,17,19,18,0.594257221225087,1.0,9204.0,-0.375411560885168,0.704764036309262,21.3186422059032,-0.532676955043193,0,4.414043650001817,ns
IGF1R,170,136,199,91,186,148,0.61720093316143,0.867666115815717,9446.0,-0.142535955062158,0.285173849028479,149.257679577213,-0.499821268842656,0,7.221661352440227,ns
IGF2BP1,1027,775,1129,549,961,672,0.0388620093373664,0.236924250029185,1753.0,-0.309509749862235,0.14983685265403,820.468802760409,-2.06564502910967,0,9.680304667988395,ns
IGF2BP2,308,193,272,265,269,234,0.503217939640252,0.808140585476764,8042.0,0.155640006563568,0.232494526190207,252.249245736472,0.669435143760059,0,7.97870614523568,ns
IGF2BP3,247,215,282,250,401,247,0.0880065167976651,0.368588118626108,2625.0,0.382782179954325,0.224372975741457,267.559243191064,1.70600839378893,0,8.063714559400108,ns
IGF2R,214,140,245,164,158,174,0.715508765916111,0.908871427092134,10648.0,-0.0987488281999531,0.270939838408163,178.097867401503,-0.364467731213418,0,7.476526431044709,ns
IGFBP2,125,115,191,67,175,161,0.993679835445777,0.998216858092824,13894.0,-0.0027168608518833,0.342984528279787,133.523964821167,-0.0079212344227581,0,7.060954889184267,ns
IGFBP5,79,57,91,20,62,28,0.0450378092984933,0.26052805331264,1855.0,-0.963309300649975,0.480621035447252,52.8788263220786,-2.00430116370905,0,5.724618250588714,ns
IGFBPL1,5,3,8,4,4,6,0.995383455809737,1.0,13915.0,-0.0078974006775392,1.36491250878502,4.84633897124108,-0.0057860123829981,0,2.2768953158552385,ns
IGFLR1,168,104,202,231,151,90,0.569163970219432,0.841597207705676,8893.0,0.213944225295408,0.375813352007095,156.79268430414,0.569283193779045,0,7.292714436955156,ns
IGHMBP2,81,46,105,60,75,79,0.896080876451457,0.973900798325022,12801.0,0.0520769741634419,0.398709783163646,71.8568013155365,0.13061373551014,0,6.167052810509614,ns
IGSF3,52,53,73,2,31,37,0.0582303920856094,0.295220194285957,2130.0,-1.29839215953906,0.685543799652948,39.1477263436198,-1.89395945262194,0,5.290856614714341,ns
IGSF8,41,4,24,29,5,7,0.703347263554293,1.0,10538.0,-0.370102379160593,0.971892390142869,17.7966973177111,-0.380805923489315,0,4.15353762790763,ns
IK,541,489,546,397,726,442,0.66232398625453,0.888213824622679,10018.0,0.0822234880946906,0.188280753314563,509.535916374106,0.436706814940978,0,8.993040033022615,ns
IKBIP,344,254,383,147,327,231,0.11153231335813,0.419749813148211,2975.0,-0.373176296499357,0.234503938722063,268.673764255875,-1.59134340571418,0,8.069711640169718,ns
IKBKB,44,58,63,16,81,111,0.498075998762209,0.805494637948898,7981.0,0.379553046004739,0.56020924826937,60.3475683494702,0.677520135872936,0,5.9152237349507075,ns
IKZF2,21,10,22,8,22,6,0.606258262278788,1.0,9327.0,-0.451504425297554,0.875990063704012,13.8516595054176,-0.515421856942561,0,3.791986924361375,ns
IKZF3,33,21,65,13,20,26,0.19110860545143,0.543023687948633,4094.0,-0.846519203282661,0.647529207624295,27.9670373418658,-1.30730659453716,0,4.805655526442543,ns
IKZF4,228,161,246,102,183,241,0.62204578147131,0.869720367024839,9567.0,-0.144599494993817,0.293333215361283,186.719718243044,-0.492953022097146,0,7.544730478931393,ns
IKZF5,190,133,148,86,220,206,0.499903390734304,0.80721696637336,7998.0,0.212093953135291,0.314380110714166,158.056173263846,0.674641766152081,0,7.304293574040921,ns
IL10RB,454,334,458,318,338,234,0.126522787435034,0.4473316335826,3196.0,-0.331826131959141,0.21716956591842,347.148533566836,-1.52795871997917,0,8.439409266959155,ns
IL11RA,16,2,13,23,3,6,0.709395949891602,1.0,10590.0,0.426379251553557,1.14412790285772,10.6444515042771,0.372667470558649,0,3.412029706260782,ns
IL13RA1,99,60,113,65,48,30,0.111123066866039,0.419146897674693,2969.0,-0.724598143559685,0.454816615205746,66.9080076374277,-1.59316550744721,0,6.064106979707234,ns
IL15RA,45,89,73,22,63,39,0.159165883967779,0.498142599196229,3678.0,-0.724010253199629,0.514254765364044,54.1024520499249,-1.40788243875017,0,5.757622076741675,ns
IL17D,37,35,18,51,25,24,0.620649051498401,0.868920703502023,9489.0,0.321850479142984,0.650294052345573,32.6111494115509,0.494930682484468,0,5.027293386054107,ns
IL17RA,125,65,129,117,202,120,0.0603475772253273,0.300612828860281,2170.0,0.600861084976082,0.319905496335323,122.114405485374,1.87824558145842,0,6.932089590725949,ns
IL20RA,37,25,1,21,10,20,0.878965590504439,1.0,12628.0,-0.146898377953517,0.964655611068143,19.293347427498,-0.152280644271441,0,4.27003156995295,ns
IL4R,15,25,18,6,22,8,0.41830037053744,1.0,6958.0,-0.692792772863104,0.855961824590826,15.2465945178414,-0.809373447459854,0,3.93041513291544,ns
IL6R,31,27,47,2,42,17,0.326151996516936,1.0,5810.0,-0.773611549078351,0.787876724372151,25.6455477020173,-0.981894153168228,0,4.68063647761014,ns
IL6ST,237,193,266,170,204,150,0.274318517863936,0.630337681379554,5191.0,-0.270472214872869,0.247419751215427,198.223666674602,-1.09317147699081,0,7.630985411409736,ns
ILF2,1121,674,1048,1026,1427,1393,3.0942469709204e-05,0.0013021036163912,231.0,0.583415169020761,0.140028036497045,1091.22595297754,4.16641683776715,0,10.091734146624658,ns
ILF3,699,496,756,705,953,698,0.0071348719282806,0.0840998570167874,857.0,0.412164371343636,0.153193462495546,702.698320762464,2.69048277014836,0,9.456761640733575,ns
ILK,40,12,13,6,18,14,0.444420087866764,1.0,7271.0,-0.646580042149945,0.845478341346679,16.0060047463566,-0.764750568441612,0,4.000541337037268,ns
ILKAP,220,162,249,159,196,233,0.858736577541953,0.963379137356213,12406.0,0.0450050702288263,0.252862076843381,198.339000627848,0.177982680481984,0,7.631824581310511,ns
ILRUN,282,203,294,210,266,214,0.882242437649006,0.969496936367024,12669.0,-0.0326340635857612,0.220311182798345,238.576001015162,-0.148127131683696,0,7.898305115633625,ns
ILVBL,113,37,97,94,54,60,0.991531961615745,0.997864488825867,13869.0,0.0049435346864243,0.465786262865652,74.1155130936034,0.0106133114703947,0,6.211703639048734,ns
IMMP1L,249,224,208,222,200,188,0.948709342124488,0.987665821358866,13383.0,-0.0172137762415143,0.267595315334297,214.107662658597,-0.0643276442265435,0,7.742192618761739,ns
IMMP2L,73,25,56,35,39,67,0.896626645833179,0.973977602247693,12805.0,0.0674894932415918,0.519454082699999,47.3415478244718,0.129923886420908,0,5.5650349704188,ns
IMMT,279,262,239,237,312,382,0.129992725852131,0.453472629713362,3246.0,0.366599513608099,0.242118823907774,282.621499368673,1.51413057312612,0,8.142727407225717,ns
IMP3,3885,3060,4098,2955,3366,3193,0.534869939429523,0.825698569774992,8491.0,-0.070050160153878,0.112876857641986,3355.6620361708,-0.620589212148848,0,11.712381707444386,ns
IMP4,383,210,367,370,320,246,0.536942115113875,0.827084706342541,8513.0,0.156833226944016,0.254004098966222,310.465690149118,0.61744368528821,0,8.278290033464632,ns
IMPA1,60,97,81,97,170,161,0.0129681920066189,0.124116829795632,1079.0,0.909121072931505,0.365896260855951,110.601243064563,2.4846416052593,0,6.7892237901122865,ns
IMPA2,35,53,32,48,30,25,0.874579538823114,0.967181802368897,12587.0,-0.0938540191136546,0.594598956526369,38.0641411443224,-0.157844237840489,0,5.25036062138044,ns
IMPACT,98,66,73,87,128,46,0.532437816754388,0.82469342626946,8466.0,0.260269845057965,0.416906034659333,80.9781693542832,0.624288984616498,0,6.339461123758119,ns
IMPDH1,286,202,332,201,110,162,0.0621655912651576,0.304273514830473,2209.0,-0.583952113510475,0.313092112008222,211.088426223624,-1.86511282499234,0,7.721703669039965,ns
IMPDH2,168,80,121,159,179,174,0.0300008114677481,0.20258881299471,1565.0,0.643413188525379,0.296492888813106,144.411066716102,2.17007966397114,0,7.174037494912986,ns
INA,164,85,126,106,92,90,0.570325862978665,0.842153081982151,8907.0,-0.19453711578284,0.342753406227383,107.714542089139,-0.567571648445659,0,6.751069225020112,ns
INAFM1,14,8,13,57,30,28,0.0050155179849226,0.0670851401449629,755.0,1.94211046046125,0.692119012909445,26.1253875523231,2.80603541332761,0,4.707380533637535,ns
INAFM2,503,373,558,516,564,409,0.279572850323358,0.635921964103937,5265.0,0.209056235138999,0.19334155090164,478.8941272628,1.08127939475024,0,8.903562933511544,ns
INCENP,43,65,78,23,40,20,0.0397813586546621,0.239971421561994,1773.0,-1.08616479584277,0.528287184593003,43.5555957839116,-2.0560120092248,0,5.444786175160158,ns
INF2,122,81,144,65,64,69,0.0757787764232455,0.343690681874832,2416.0,-0.638780685702587,0.359730151790752,87.6131508686877,-1.77572183627841,0,6.4530755317121296,ns
ING1,386,269,275,282,364,314,0.403721137982455,0.745633670381269,6772.0,0.177053766438025,0.212041985662304,309.129542733783,0.834993908800681,0,8.272067725300074,ns
