gene_name	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
IER3	0	0	0	0	0	0
IER3IP1	504	553	571	487	628	410
IER5	1249	1114	1269	1205	1003	1006
IER5L	10	4	5	11	0	9
IFFO1	295	259	319	470	453	305
IFFO2	57	69	87	64	78	76
IFI16	0	0	0	0	0	0
IFI27	0	0	0	0	0	0
IFI27L1	0	0	0	0	0	0
IFI27L2	0	0	0	0	0	0
IFI30	650	526	490	405	426	370
IFI35	17	8	15	22	22	28
IFI44	0	0	0	0	0	0
IFI44L	2	5	1	6	2	3
IFI6	308	198	203	237	276	238
IFIH1	85	51	98	82	71	79
IFIT1	12	31	19	10	16	21
IFIT1B	0	0	0	0	0	0
IFIT2	5	1	0	3	0	4
IFIT3	11	5	3	15	9	19
IFIT5	489	367	415	621	542	494
IFITM1	77	86	62	88	40	89
IFITM10	0	0	0	3	0	0
IFITM2	679	564	433	373	563	430
IFITM3	17	11	10	6	12	1
IFITM5	0	0	0	0	0	0
IFNA1	0	0	0	0	0	0
IFNA10	0	0	0	0	0	0
IFNA13	0	0	0	0	0	0
IFNA14	0	0	0	0	0	0
IFNA16	0	0	0	0	0	0
IFNA17	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0
IFNA21	0	0	0	0	0	0
IFNA4	0	0	0	0	0	0
IFNA5	0	0	0	0	0	0
IFNA6	0	0	0	0	0	0
IFNA7	0	0	0	0	0	0
IFNA8	0	0	0	0	0	0
IFNAR1	1081	937	1189	1168	1143	1119
IFNAR2	469	552	507	412	444	396
IFNB1	0	4	0	0	0	0
IFNE	0	0	0	0	0	0
IFNG	0	0	0	0	0	0
IFNGR1	265	219	284	431	394	381
IFNGR2	4	0	8	2	0	0
IFNK	0	0	0	0	0	0
IFNL1	0	0	0	0	0	0
IFNL2	0	0	0	0	0	0
IFNL3	0	0	0	0	0	0
IFNL4	0	0	0	0	0	0
IFNLR1	71	64	92	84	42	83
IFNW1	0	0	0	0	0	0
IFRD1	679	596	575	1363	1465	1394
IFRD2	544	525	566	534	590	603
IFT122	138	96	118	142	118	92
IFT140	174	207	175	193	184	120
IFT172	134	162	175	171	141	162
IFT20	633	566	532	624	609	637
IFT22	574	539	500	569	620	467
IFT27	394	343	312	398	342	356
IFT43	419	279	256	310	278	255
IFT46	162	151	159	255	190	228
IFT52	307	261	205	272	216	272
IFT57	776	664	691	791	746	632
IFT74	419	406	420	492	535	375
IFT80	260	226	279	322	341	321
IFT81	331	310	401	442	419	422
IFT88	104	131	129	152	125	160
IFTAP	491	507	486	390	390	347
IGBP1	543	595	595	746	591	699
IGBP1P2	0	5	0	0	0	0
IGDCC3	136	189	102	93	89	68
IGDCC4	47	33	48	38	77	24
IGF1	0	0	0	0	0	0
IGF1R	836	590	731	478	523	518
IGF2	15	28	43	39	21	9
IGF2BP1	4536	3593	3950	3988	3568	3506
IGF2BP2	1278	1217	1162	1574	1278	1117
IGF2BP3	1062	981	1086	1124	1171	1109
IGF2R	1159	1034	1116	609	723	688
IGFALS	0	0	0	0	0	0
IGFBP1	0	0	0	0	0	0
IGFBP2	404	239	275	328	217	271
IGFBP3	1	0	0	0	0	4
IGFBP4	9	3	16	32	4	5
IGFBP5	252	167	204	172	169	201
IGFBP6	3	1	0	1	1	8
IGFBP7	102	37	51	49	31	48
IGFBPL1	48	37	59	23	36	34
IGFL1	0	0	0	0	0	0
IGFL2	0	0	0	1	0	0
IGFL3	0	0	0	0	0	0
IGFL4	0	0	0	0	0	0
IGFLR1	476	367	301	383	339	300
IGFN1	0	1	4	8	0	3
IGHA1	0	0	0	0	0	0
IGHA2	0	0	0	0	0	0
IGHD	0	0	0	0	0	0
IGHD3-10	0	0	0	0	0	0
IGHD3-9	0	0	0	0	0	0
IGHE	0	0	0	0	0	0
IGHG1	0	0	0	0	0	0
IGHG2	0	0	0	0	0	0
IGHG3	0	0	0	0	0	0
IGHG4	0	0	0	0	0	0
IGHM	0	0	0	0	0	0
IGHMBP2	256	167	175	277	314	268
IGIP	34	21	18	15	7	12
IGKC	0	0	0	0	0	0
IGLC1	0	0	0	0	0	0
IGLC2	0	0	0	0	0	0
IGLC3	0	0	0	0	0	0
IGLC7	0	0	0	0	0	0
IGLL1	0	0	0	0	0	0
IGLL5	0	0	0	0	0	0
IGLON5	0	0	0	0	0	0
IGLV4-3	0	0	0	0	0	0
IGLV5-48	0	0	0	0	0	0
IGSF1	0	0	0	3	0	0
IGSF10	8	2	7	1	8	11
IGSF11	13	5	4	4	6	1
IGSF21	0	3	2	4	3	6
IGSF22	0	0	0	0	0	0
IGSF23	0	0	0	0	0	0
IGSF3	296	181	291	164	163	151
IGSF5	18	0	4	7	0	1
IGSF6	0	0	0	0	0	0
IGSF8	65	60	62	50	57	44
IGSF9	9	7	2	1	0	7
IGSF9B	60	62	41	59	39	17
IHH	0	0	0	0	0	0
IHO1	10	0	0	0	0	0
IK	1820	1528	1672	1581	1691	1463
IKBIP	668	691	611	708	696	512
IKBKB	309	295	296	361	237	259
IKBKE	15	8	27	33	23	21
IKBKG	13	4	10	0	2	0
IKZF1	1	1	0	6	1	3
IKZF2	51	46	40	60	29	65
IKZF3	93	59	66	52	51	64
IKZF4	294	324	358	274	288	217
IKZF5	295	263	273	413	481	386
IL10	0	0	0	0	0	0
IL10RA	8	5	4	5	0	4
IL10RB	759	688	637	648	642	610
IL11	1	0	0	4	0	0
IL11RA	116	75	137	123	96	86
IL12A	18	4	7	29	40	18
IL12B	0	0	0	0	0	0
IL12RB1	0	0	0	7	0	0
IL12RB2	45	39	33	75	24	29
IL13	0	0	0	0	0	0
IL13RA1	191	227	232	210	260	203
IL13RA2	0	0	0	0	0	0
IL15	25	23	2	23	29	11
IL15RA	58	44	40	63	62	54
IL16	0	0	0	0	0	0
IL17A	0	0	0	0	0	0
IL17B	0	0	0	0	0	0
IL17C	0	1	0	0	0	0
IL17D	49	28	71	66	35	62
IL17F	0	0	2	0	0	0
IL17RA	219	226	201	243	212	201
IL17RB	64	49	42	45	40	42
IL17RC	4	5	1	3	10	14
IL17RD	33	28	28	24	26	23
IL17RE	7	0	0	0	0	0
IL17REL	0	0	0	0	0	0
IL18	9	13	4	6	0	2
IL18BP	20	15	12	10	8	24
IL18R1	7	17	30	19	9	7
IL18RAP	0	0	0	0	0	0
IL19	0	0	0	0	0	0
IL1A	0	0	0	0	0	0
IL1B	0	0	0	0	0	0
IL1F10	0	0	0	0	0	0
IL1R1	2	0	6	0	0	0
IL1R2	0	0	0	1	14	0
IL1RAP	76	40	37	74	34	67
IL1RAPL1	0	0	0	0	0	0
IL1RAPL2	0	0	0	0	0	0
IL1RL1	0	0	0	0	0	0
IL1RL2	0	0	0	0	0	0
IL1RN	0	0	0	0	0	0
IL2	0	0	0	0	0	0
IL20	0	0	0	0	0	1
IL20RA	46	28	26	68	55	29
IL20RB	32	8	18	28	26	21
IL21	0	0	0	0	0	0
IL21R	0	0	0	0	0	2
IL22	0	0	0	0	0	0
IL22RA1	0	3	0	0	17	0
IL22RA2	0	0	0	0	0	0
IL23A	14	16	7	36	9	15
IL23R	0	0	0	0	0	0
IL24	0	0	0	0	0	0
IL25	0	0	0	0	0	0
IL26	0	0	9	3	0	0
IL27	0	0	0	0	0	0
IL27RA	0	0	0	0	0	0
IL2RA	0	0	0	0	0	0
IL2RB	0	0	0	0	0	0
IL2RG	0	0	0	3	0	0
IL3	0	0	0	0	6	0
IL31	0	0	0	0	0	0
IL31RA	0	0	0	0	0	0
IL32	13	26	8	20	12	20
IL33	0	0	0	0	0	0
IL34	0	0	0	0	0	0
IL36B	0	0	0	0	0	0
IL36G	0	0	2	0	0	0
IL36RN	0	0	0	0	0	0
IL37	0	0	0	0	0	7
IL3RA	0	0	0	0	0	0
IL4	0	0	0	0	0	0
IL4I1	0	0	1	0	0	0
IL4R	57	30	22	44	33	19
IL5	0	0	0	0	0	0
IL5RA	0	0	0	0	8	0
IL6	0	4	0	0	0	0
IL6R	83	69	60	67	59	38
IL6ST	693	712	856	923	759	799
IL7	0	0	0	0	0	0
IL7R	0	0	0	0	0	0
IL9	0	0	0	0	0	0
IL9R	0	0	0	0	0	0
ILDR1	0	0	0	0	0	0
ILDR2	57	65	101	54	29	66
ILF2	3299	2722	2906	3630	3292	2973
ILF3	4675	4096	4392	4538	4410	4035
ILK	131	207	118	115	151	155
ILKAP	741	509	706	657	653	618
ILRUN	587	501	567	696	559	652
ILVBL	421	367	436	327	300	324
IMMP1L	527	484	554	710	670	626
IMMP2L	173	147	120	123	165	171
IMMT	1367	1188	1411	1533	1698	1378
IMP3	3230	2961	3179	3514	3300	3217
IMP4	699	735	597	719	751	808
IMPA1	369	329	348	450	352	339
IMPA2	192	173	215	176	237	162
IMPACT	169	274	248	252	319	220
IMPDH1	819	738	686	553	627	606
IMPDH2	757	725	700	972	718	823
IMPG1	0	0	0	0	0	0
IMPG2	0	0	0	0	0	0
INA	845	621	645	632	621	547
INAFM1	60	38	38	88	95	93
INAFM2	591	508	473	550	692	665
INAVA	4	5	5	12	23	6
INCA1	4	7	6	4	6	32
INCENP	110	50	116	66	72	59
INF2	381	222	259	266	321	322
ING1	391	305	312	428	419	488
ING2	133	154	138	241	217	222
ING3	1376	1174	1416	2001	1984	1882
ING4	153	86	125	195	174	201
ING5	321	284	303	406	335	306
INHA	0	0	0	0	0	0
INHBA	1	2	2	11	3	18
INHBB	13	9	19	43	21	8
INHBC	1	0	0	0	6	0
INHBE	12	14	13	31	51	24
INIP	536	384	376	580	537	536
INKA1	0	3	3	5	11	9
INKA2	73	49	62	89	74	98
INMT	0	0	0	0	0	0
INMT-MINDY4	157	107	142	217	248	189
INO80	432	359	507	611	485	497
INO80B	46	31	69	39	37	57
INO80B-WBP1	333	306	275	313	368	227
INO80C	263	214	211	233	284	232
INO80D	0	0	0	0	0	0
INO80E	694	498	615	648	729	722
INPP1	209	183	119	254	179	176
INPP4A	279	200	300	312	298	250
INPP4B	158	200	152	156	219	244
INPP5A	300	255	283	223	292	286
INPP5B	335	271	312	390	388	338
INPP5D	0	0	0	0	0	0
INPP5E	278	273	220	457	466	330
INPP5F	245	328	305	311	234	253
INPP5J	86	69	74	99	210	108
INPP5K	211	205	231	280	290	274
INPPL1	342	210	328	343	279	302
INS	0	0	0	0	0	0
INS-IGF2	7	0	0	3	8	0
INSC	0	0	0	0	0	2
INSIG1	2198	1992	2022	2752	2619	2460
INSIG2	138	106	104	115	128	86
INSL3	0	0	6	2	0	0
INSL4	0	0	0	0	0	0
INSL5	0	0	0	0	0	0
INSL6	0	0	0	2	0	0
INSM1	113	77	102	184	181	176
INSM2	4	0	18	12	12	4
INSR	357	334	330	327	311	303
INSRR	0	0	0	0	0	0
INSYN1	5	4	2	8	1	6
INSYN2A	8	0	0	0	0	1
INSYN2B	8	6	13	2	0	8
INTS1	206	161	148	84	78	61
INTS10	1011	899	1073	975	993	1078
INTS11	517	492	547	583	602	557
INTS12	239	196	213	412	370	338
INTS13	565	447	500	543	630	500
INTS14	804	707	718	936	820	768
INTS2	394	296	412	442	402	492
INTS3	0	0	0	0	1	0
INTS4	324	268	226	275	223	228
INTS5	177	162	155	216	142	166
INTS6	815	728	879	1009	1054	867
INTS6L	36	32	17	27	34	47
INTS7	959	805	809	1256	1334	1145
INTS8	322	315	296	356	415	334
INTS9	160	135	177	186	151	188
INTU	218	235	174	216	247	198
INVS	411	279	424	516	405	477
IP6K1	265	204	184	146	249	232
IP6K2	460	520	509	553	448	415
IP6K3	0	0	0	0	0	0
IPCEF1	0	12	0	6	0	4
IPMK	210	191	161	221	198	208
IPO11	696	551	626	787	775	629
IPO13	185	229	150	153	197	155
IPO4	0	0	0	2	0	0
IPO5	4420	3710	4543	4714	4693	4496
IPO7	3323	2914	3253	3554	3629	3252
IPO8	1035	830	896	976	1055	912
IPO9	3060	2287	2642	2865	2688	2366
IPP	299	254	343	277	241	279
IPPK	72	78	106	119	87	111
IQANK1	0	0	0	0	0	0
IQCA1	0	0	0	0	0	0
IQCA1L	0	0	0	0	0	0
IQCB1	440	461	472	768	541	638
IQCC	38	56	54	92	169	71
IQCD	23	9	22	22	2	2
IQCE	142	154	178	169	156	158
IQCF1	0	0	0	0	0	0
IQCF2	0	0	0	0	0	0
IQCF3	0	0	0	0	0	0
IQCF5	0	0	0	0	0	0
IQCF6	0	0	0	0	0	0
IQCG	83	82	57	61	14	73
IQCH	82	38	73	124	69	80
IQCJ	0	0	0	0	0	0
IQCJ-SCHIP1	361	369	281	466	305	377
IQCK	244	214	228	263	302	173
IQCM	5	1	2	0	17	8
IQCN	2	1	0	0	0	3
IQGAP1	674	570	581	913	963	998
IQGAP2	475	449	592	466	596	520
IQGAP3	137	130	128	124	227	150
IQSEC1	183	195	215	154	136	179
IQSEC2	123	77	98	74	77	61
IQSEC3	5	0	0	0	0	0
IQUB	0	0	0	2	0	3
IRAG1	12	3	9	0	0	0
IRAG2	0	0	0	2	0	0
IRAK1	3924	3426	3246	3671	3117	3057
IRAK1BP1	529	426	336	549	478	454
IRAK2	33	28	20	31	43	46
IRAK3	18	0	8	9	0	20
IRAK4	295	250	242	402	292	322
IREB2	1915	1682	1902	2239	2208	2200
IRF1	188	181	182	272	213	233
IRF2	74	118	101	101	38	68
IRF2BP1	0	3	0	3	2	9
IRF2BP2	2915	3052	3163	5426	5095	4764
IRF2BPL	394	290	347	487	547	450
IRF3	156	117	146	182	98	106
IRF4	9	0	6	9	1	20
IRF5	48	70	69	101	51	74
IRF6	6	5	2	0	0	3
IRF7	0	0	0	0	0	0
IRF8	20	27	12	28	26	31
IRF9	0	0	0	0	0	0
IRGC	0	0	0	0	0	0
IRGM	0	4	0	0	0	7
IRGQ	313	256	358	401	363	405
IRS1	139	45	129	57	84	75
IRS2	1067	900	925	1390	1384	1118
IRS4	16035	14126	15719	15983	15585	14418
IRX1	0	0	0	0	0	0
IRX2	0	0	0	0	0	0
IRX3	1172	858	1008	1174	1102	986
IRX4	9	16	3	5	0	4
IRX5	395	293	261	448	320	332
IRX6	7	12	11	26	12	26
ISCA1	454	504	417	453	489	425
ISCA2	267	278	222	276	431	275
ISCU	1121	1057	942	931	955	840
ISG15	62	32	37	55	36	44
ISG20	26	0	6	13	17	25
ISG20L2	2561	2127	2167	2948	2504	2359
ISL1	0	6	0	0	0	12
ISL2	177	158	219	470	401	357
ISLR	0	0	0	0	0	0
ISLR2	1	0	0	0	3	5
ISM1	55	27	30	27	47	47
ISM2	18	17	7	19	3	6
ISOC1	986	850	880	862	900	855
ISOC2	37	28	16	37	20	43
IST1	252	258	332	329	269	262
ISX	0	0	0	0	0	0
ISY1	1000	803	752	859	727	772
ISY1-RAB43	2	2	4	11	21	9
ISYNA1	740	613	585	810	712	747
ITCH	2245	1882	2108	1821	1821	1628
ITFG1	988	819	961	971	955	953
ITFG2	731	643	727	894	743	763
ITGA1	178	178	128	171	95	136
ITGA10	0	4	0	0	0	1
ITGA11	9	0	4	7	0	0
ITGA2	181	166	146	147	150	119
ITGA2B	0	0	5	5	20	1
ITGA3	19	61	59	64	32	52
ITGA4	176	133	149	145	121	121
ITGA5	100	78	126	106	70	49
ITGA6	163	166	206	161	209	192
ITGA7	55	24	32	36	27	23
ITGA8	179	196	177	155	134	117
ITGA9	18	9	30	31	6	12
ITGAD	0	0	0	0	0	0
ITGAE	1188	1095	930	1083	1101	1026
ITGAL	194	125	121	186	158	162
ITGAM	0	0	1	0	0	0
ITGAV	309	236	216	302	235	332
ITGAX	0	0	0	0	0	0
ITGB1	933	781	894	903	815	624
ITGB1BP1	977	923	871	900	854	851
ITGB1BP2	2	3	15	3	4	0
ITGB2	0	0	0	4	0	0
ITGB3	16	2	13	0	4	6
ITGB3BP	560	485	551	491	492	518
ITGB4	3	6	0	0	0	2
ITGB5	298	308	219	248	183	189
ITGB6	1	0	0	0	0	0
ITGB7	0	0	0	0	0	0
ITGB8	16	32	11	7	16	18
ITGBL1	0	0	0	0	0	0
ITIH1	0	0	0	0	0	0
ITIH2	0	0	0	0	0	0
ITIH3	0	0	0	0	0	0
ITIH4	0	1	0	5	0	2
ITIH5	16	9	16	9	0	20
ITIH6	0	0	0	0	0	0
ITK	0	6	0	1	0	0
ITLN1	0	0	0	0	0	0
ITLN2	0	0	0	0	0	0
ITM2A	0	0	0	0	0	0
ITM2B	3796	3252	3167	3321	2979	3046
ITM2C	558	606	534	550	498	610
ITPA	1512	1256	1111	1490	1440	1261
ITPK1	0	0	0	0	0	0
ITPKA	63	49	50	80	96	48
ITPKB	66	111	77	65	82	93
ITPKC	184	179	147	236	226	202
ITPR1	374	367	404	414	424	366
ITPR2	812	714	717	702	828	669
ITPR3	283	237	202	246	262	218
ITPRID1	0	0	0	0	0	0
ITPRID2	336	362	333	385	374	397
ITPRIP	123	86	90	157	109	121
ITPRIPL1	0	0	0	0	0	0
ITPRIPL2	713	733	738	668	636	574
ITSN1	1757	1593	1754	1718	1680	1569
ITSN2	118	122	150	188	212	187
IVD	1112	1012	1076	997	1228	932
IVL	0	0	0	0	0	0
IVNS1ABP	877	859	982	1207	1179	1069
IWS1	507	454	466	621	526	564
IYD	0	0	0	3	0	0
IZUMO1	2	3	5	0	0	0
IZUMO1R	0	0	0	0	0	0
IZUMO2	0	2	0	0	2	0
IZUMO3	0	0	0	0	0	0
IZUMO4	9	13	7	12	21	8
JADE1	907	746	879	1062	1062	1089
JADE2	78	92	83	81	88	63
JADE3	190	131	185	199	193	196
JAG1	230	234	283	352	307	370
JAG2	275	283	353	243	264	193
JAGN1	1093	922	842	1075	953	929
JAK1	873	758	989	693	740	696
JAK2	26	25	14	40	25	31
JAK3	0	12	9	5	0	0
JAKMIP1	24	19	16	21	26	25
JAKMIP2	59	46	85	80	64	69
JAKMIP3	0	0	2	0	0	0
JAM2	24	26	31	41	41	24
JAM3	762	786	737	887	773	876
JAML	0	0	0	0	0	0
JARID2	1250	1062	1216	1275	987	1224
JAZF1	298	298	261	305	318	273
JCAD	159	213	144	153	148	160
JCHAIN	0	0	0	0	0	0
JDP2	20	12	13	72	23	18
JHY	143	181	162	184	120	165
JKAMP	312	309	315	256	261	256
JMJD1C	157	184	173	281	363	211
JMJD4	668	641	556	787	823	697
JMJD6	386	294	315	492	386	333
JMJD7	59	104	49	93	73	59
JMJD7-PLA2G4B	90	119	65	110	97	78
JMJD8	520	320	286	340	388	323
JMY	497	432	435	643	548	536
JOSD1	467	445	304	532	454	444
JOSD2	3	10	15	15	11	1
JPH1	272	224	330	428	436	355
JPH2	6	5	1	5	7	11
JPH3	46	71	61	43	64	37
JPH4	2	0	0	0	0	0
JPT1	4167	3343	3442	3519	3323	2826
JPT2	3410	3071	2930	3121	3045	2776
JRK	467	366	455	319	267	369
JRKL	18	18	44	44	27	40
JSRP1	0	0	0	0	0	0
JTB	3997	3181	2990	3353	3344	3002
JUN	2724	2286	2459	5415	4625	4494
JUNB	205	166	161	191	176	149
JUND	748	553	603	1488	1242	1246
JUP	786	709	835	615	645	647
KAAG1	0	1	1	1	1	0
KALRN	126	99	70	90	64	60
KANK1	182	103	167	124	207	157
KANK2	248	300	353	274	214	229
KANK3	25	10	56	10	24	48
KANK4	3	0	0	0	0	0
KANSL1	0	0	13	0	0	6
KANSL1L	21	36	58	43	43	39
KANSL2	907	802	745	1327	1057	1292
KANSL3	539	539	496	695	574	544
KANTR	12	10	0	3	7	4
KARS1	2218	1695	1915	2052	1958	1824
KASH5	1	0	3	3	0	0
KAT14	143	91	145	220	141	182
KAT2A	862	813	775	879	925	816
KAT2B	173	176	208	190	178	187
KAT5	258	188	192	330	249	268
KAT6A	1511	1494	1661	1996	1712	1673
KAT6B	4	7	6	0	0	1
KAT7	325	291	307	619	470	569
KAT8	246	242	251	310	286	230
KATNA1	493	383	410	680	512	584
KATNAL1	146	141	125	102	168	116
KATNAL2	69	33	38	43	37	45
KATNB1	1050	912	869	1089	1053	1083
KATNBL1	380	355	392	449	309	421
KATNIP	239	233	228	290	280	281
KAZALD1	11	6	14	16	12	5
KAZN	610	549	690	567	645	613
KBTBD11	0	0	0	0	0	0
KBTBD11-OT1	0	0	0	0	0	0
KBTBD12	0	5	0	0	0	0
KBTBD13	0	0	0	0	0	0
KBTBD2	224	241	203	318	298	271
KBTBD3	37	21	23	32	8	29
KBTBD4	0	0	0	0	0	0
KBTBD6	1145	1067	1071	982	1055	832
KBTBD7	491	474	498	300	366	297
KBTBD8	133	101	124	122	127	126
KCMF1	486	407	495	508	488	527
KCNA1	4	5	21	37	29	25
KCNA10	0	0	0	0	0	0
KCNA2	4	5	11	6	0	0
KCNA3	10	1	16	5	16	8
KCNA4	0	0	0	0	0	0
KCNA5	0	0	0	0	0	0
KCNA6	0	0	0	0	0	0
KCNA7	0	0	0	0	0	4
KCNAB1	0	0	0	0	0	0
KCNAB2	37	34	21	43	29	58
KCNAB3	18	22	44	44	64	38
KCNB1	11	10	3	6	10	1
KCNB2	10	15	4	2	1	4
KCNC1	52	49	64	27	23	51
KCNC2	0	0	0	0	0	0
KCNC3	3	8	16	2	19	0
KCNC4	139	132	169	130	104	102
KCND1	0	19	3	0	0	6
KCND2	0	0	0	1	0	0
KCND3	1	12	8	18	2	1
KCNE1	0	0	0	0	0	0
KCNE1B	0	0	0	0	0	0
KCNE2	3	4	0	4	0	0
KCNE3	0	0	0	0	0	0
KCNE4	0	0	7	0	0	1
KCNE5	2	8	6	4	11	0
KCNF1	1	0	0	0	0	0
KCNG1	7	13	14	35	24	11
KCNG2	0	0	0	0	0	0
KCNG3	58	45	28	86	106	50
KCNG4	0	0	1	0	0	0
KCNH1	1	0	0	0	0	5
KCNH2	4	28	11	21	36	9
KCNH3	16	7	5	2	0	3
KCNH4	15	4	9	8	6	1
KCNH5	0	0	0	0	0	0
KCNH6	2	1	0	4	2	5
KCNH7	0	0	0	0	0	0
KCNH8	0	0	5	1	2	0
KCNIP1	8	3	3	0	13	3
KCNIP2	31	6	10	21	5	3
KCNIP3	9	4	2	10	11	7
KCNIP4	10	18	10	13	5	0
KCNJ1	0	0	0	0	1	3
KCNJ10	1926	1888	2102	1819	1726	1656
KCNJ11	95	70	60	78	60	66
KCNJ12	33	22	22	27	27	14
KCNJ13	3	0	0	0	0	0
KCNJ14	77	52	75	46	35	33
KCNJ15	0	0	0	0	0	0
KCNJ16	0	0	0	0	0	0
KCNJ18	1	0	0	1	0	0
KCNJ2	15	16	7	14	11	21
KCNJ3	0	0	0	0	1	0
KCNJ4	46	10	29	33	9	14
KCNJ5	0	2	8	1	2	0
KCNJ6	0	0	0	0	0	0
KCNJ8	99	51	65	75	81	65
KCNJ9	0	0	0	0	0	0
KCNK1	155	172	182	218	146	202
KCNK10	0	2	0	3	0	0
KCNK12	0	0	3	0	0	0
KCNK13	3	6	7	5	0	5
KCNK15	0	0	0	0	0	0
KCNK16	0	0	0	0	0	0
KCNK17	0	0	0	0	0	0
KCNK2	5	1	0	3	1	0
KCNK3	0	0	0	0	2	0
KCNK4	0	0	0	0	0	0
KCNK5	86	40	67	108	91	90
KCNK6	21	13	13	34	26	34
KCNK7	0	0	0	0	0	0
KCNK9	1	0	0	2	0	9
KCNMA1	144	113	171	181	103	160
KCNMB1	0	0	0	0	0	0
KCNMB2	0	0	0	0	0	0
KCNMB3	2	8	20	12	21	5
KCNMB4	249	258	251	169	185	150
KCNN1	21	14	7	6	25	8
KCNN2	0	0	0	0	0	0
KCNN3	2	5	10	5	5	0
KCNN4	0	0	0	5	0	0
KCNQ1	2	3	12	15	17	4
KCNQ2	0	7	0	2	0	0
KCNQ3	3	0	0	0	2	0
KCNQ4	53	33	49	74	56	51
KCNQ5	182	171	209	321	349	246
KCNRG	39	61	59	61	106	69
KCNS1	0	0	0	0	0	0
KCNS2	0	0	6	0	0	0
KCNS3	47	48	75	74	47	35
KCNT1	0	0	6	1	0	0
KCNT2	0	0	0	0	0	0
KCNU1	0	0	2	0	6	0
KCNV1	0	0	0	0	0	0
KCNV2	0	0	0	0	0	0
KCP	5	10	11	3	0	4
KCTD1	165	102	135	170	127	128
KCTD10	651	661	579	625	771	570
KCTD11	0	0	0	0	0	0
KCTD12	1461	1583	1625	1575	1280	1428
KCTD13	532	475	557	523	513	413
KCTD14	3	0	5	7	7	0
KCTD15	530	386	403	744	662	625
KCTD16	0	0	3	7	0	0
KCTD17	258	275	196	258	315	225
KCTD18	35	48	54	65	135	39
KCTD19	31	27	17	43	24	20
KCTD2	495	352	389	390	405	350
KCTD20	874	807	920	768	781	731
KCTD21	5	10	17	7	10	17
KCTD3	893	788	768	1119	1094	965
KCTD4	0	0	0	0	0	0
KCTD5	386	425	464	617	597	501
KCTD6	114	114	138	109	126	76
KCTD7	136	82	114	172	257	213
KCTD8	0	0	0	0	0	0
KCTD9	357	284	432	357	350	338
KDELR1	5511	4464	4391	4772	4048	3818
KDELR2	2017	1849	1907	1880	1745	1777
KDELR3	330	286	232	223	286	220
KDF1	4	5	0	5	3	11
KDM1A	1065	817	946	1086	948	740
KDM1B	166	144	146	170	122	88
KDM2A	479	443	416	381	413	468
KDM2B	894	773	787	899	740	808
KDM3A	283	224	348	427	487	380
KDM3B	464	393	421	367	421	427
KDM4A	720	731	752	1032	919	1000
KDM4B	491	417	489	433	460	403
KDM4C	265	296	317	413	333	313
KDM4D	30	19	33	26	27	40
KDM4E	0	0	0	0	0	0
KDM5A	896	795	960	882	839	663
KDM5B	2914	2481	2927	2724	2978	2971
KDM5C	1647	1398	1524	1363	1359	1333
KDM5D	0	0	0	0	0	0
KDM6A	496	432	631	859	890	731
KDM6B	77	46	74	112	184	133
KDM7A	92	109	108	195	114	177
KDM8	97	52	59	69	81	87
KDR	0	0	0	0	0	2
KDSR	1240	972	1061	1184	1098	1026
KEAP1	716	512	504	551	539	576
KEL	0	0	0	0	0	0
KERA	0	0	0	0	0	0
KHDC1	66	78	34	45	47	72
KHDC1L	11	4	1	5	0	0
KHDC3L	0	0	0	0	0	0
KHDC4	890	710	841	904	845	786
KHDRBS1	6431	5775	6464	6289	5784	5513
KHDRBS2	0	0	0	0	0	0
KHDRBS3	472	432	409	420	519	548
KHK	61	62	79	103	57	93
KHNYN	402	341	375	395	337	400
KHSRP	19823	15111	15907	16888	15834	14610
KIAA0040	139	127	135	177	144	154
KIAA0100	1333	1140	1072	1219	1176	1248
KIAA0232	430	351	511	384	458	313
KIAA0319	18	10	13	18	10	10
KIAA0319L	945	833	750	902	796	722
KIAA0408	72	29	80	74	89	73
KIAA0513	22	37	27	51	28	42
KIAA0586	655	553	711	782	698	684
KIAA0753	197	203	188	209	265	218
KIAA0825	7	12	9	23	40	20
KIAA0895	135	115	97	260	290	187
KIAA0895L	132	111	138	112	142	102
KIAA0930	536	405	401	401	380	336
KIAA1109	367	328	333	457	429	433
KIAA1143	0	0	5	0	0	3
KIAA1191	1823	1543	1515	1683	1614	1617
KIAA1210	0	0	0	0	0	0
KIAA1217	72	8	22	22	30	27
KIAA1328	138	134	151	227	212	139
KIAA1522	86	144	85	77	154	82
KIAA1549	204	140	219	186	158	171
KIAA1549L	93	47	60	73	89	78
KIAA1586	100	91	105	151	128	121
KIAA1614	0	2	0	4	2	0
KIAA1671	101	80	101	186	123	128
KIAA1755	0	0	0	0	0	0
KIAA1958	736	511	734	677	750	575
KIAA2012	0	0	0	0	3	0
KIAA2013	994	822	850	657	741	582
KIAA2026	124	113	119	88	130	83
KICS2	239	137	223	252	306	261
KIDINS220	527	525	477	553	687	500
KIF11	824	696	710	718	790	719
KIF12	0	0	0	0	0	1
KIF13A	479	462	498	481	378	479
KIF13B	127	127	129	156	130	116
KIF14	415	443	427	486	458	469
KIF15	0	0	0	0	0	0
KIF16B	78	58	43	61	114	97
KIF17	18	20	10	20	22	9
