gene_name	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
FAT3	200	217	268	268	190	142
FAT4	18	19	21	14	27	17
FATE1	0	0	0	0	0	0
FAU	20129	15936	16249	16393	16374	15534
FAXC	188	183	228	236	282	165
FAXDC2	13	14	30	36	27	26
FBF1	131	110	113	124	80	92
FBH1	785	599	599	782	667	702
FBL	10	16	29	13	3	23
FBLIM1	207	135	134	148	189	156
FBLL1	28	33	11	67	38	39
FBLN1	128	163	123	148	127	143
FBLN2	0	0	0	0	0	0
FBLN5	120	78	83	75	82	81
FBLN7	0	0	0	2	0	1
FBN1	132	128	154	126	112	127
